Broker,Date,Exchange,OrderType,Pct,Rebate,RoutingVenue
Aurora Capital,201403,NYSE,Total,0.419,0.0,KCG Americas LLC         
Aurora Capital,201403,NYSE,Total,0.3597,0.0,UBS Securities LLC       
Aurora Capital,201403,NYSE,Total,0.2174,0.0,Auto Trading Desk Fin Svc
Aurora Capital,201403,NASDAQ,Total,0.4343,0.0,KCG Americas LLC         
Aurora Capital,201403,NASDAQ,Total,0.3743,0.0,Auto Trading Desk Fin Svc
Aurora Capital,201403,NASDAQ,Total,0.1086,0.0,Maxim Group LLC          
Aurora Capital,201403,NASDAQ,Total,0.0829,0.0,UBS Securities LLC       
Aurora Capital,201403,Other,Total,0.539,0.0,UBS Securities LLC       
Aurora Capital,201403,Other,Total,0.3678,0.0,KCG Americas LLC         
Aurora Capital,201403,Other,Total,0.0907,0.0,Auto Trading Desk Fin Svc
Aurora Capital,201403,NYSE,Market,0.4419,0.0,KCG Americas LLC         
Aurora Capital,201403,NYSE,Market,0.4302,0.0,UBS Securities LLC       
Aurora Capital,201403,NYSE,Market,0.1163,0.0,Auto Trading Desk Fin Svc
Aurora Capital,201403,NASDAQ,Market,0.4234,0.0,KCG Americas LLC         
Aurora Capital,201403,NASDAQ,Market,0.3784,0.0,Auto Trading Desk Fin Svc
Aurora Capital,201403,NASDAQ,Market,0.0541,0.0,Maxim Group LLC          
Aurora Capital,201403,NASDAQ,Market,0.1441,0.0,UBS Securities LLC       
Aurora Capital,201403,Other,Market,0.531,0.0,UBS Securities LLC       
Aurora Capital,201403,Other,Market,0.4552,0.0,KCG Americas LLC         
Aurora Capital,201403,Other,Market,0.0138,0.0,Auto Trading Desk Fin Svc
Aurora Capital,201403,NYSE,Limit,0.5,0.0,KCG Americas LLC         
Aurora Capital,201403,NYSE,Limit,0.125,0.0,UBS Securities LLC       
Aurora Capital,201403,NYSE,Limit,0.375,0.0,Auto Trading Desk Fin Svc
Aurora Capital,201403,NASDAQ,Limit,0.6286,0.0,KCG Americas LLC         
Aurora Capital,201403,NASDAQ,Limit,0.3429,0.0,Auto Trading Desk Fin Svc
Aurora Capital,201403,NASDAQ,Limit,0.0286,0.0,Maxim Group LLC          
Aurora Capital,201403,NASDAQ,Limit,0.0,0.0,UBS Securities LLC       
Aurora Capital,201403,Other,Limit,0.0588,0.0,UBS Securities LLC       
Aurora Capital,201403,Other,Limit,0.8824,0.0,KCG Americas LLC         
Aurora Capital,201403,Other,Limit,0.0,0.0,Auto Trading Desk Fin Svc
Aurora Capital,201403,NYSE,Other,0.4025,0.0,KCG Americas LLC         
Aurora Capital,201403,NYSE,Other,0.3333,0.0,UBS Securities LLC       
Aurora Capital,201403,NYSE,Other,0.2642,0.0,Auto Trading Desk Fin Svc
Aurora Capital,201403,NASDAQ,Other,0.4069,0.0,KCG Americas LLC         
Aurora Capital,201403,NASDAQ,Other,0.3775,0.0,Auto Trading Desk Fin Svc
Aurora Capital,201403,NASDAQ,Other,0.152,0.0,Maxim Group LLC          
Aurora Capital,201403,NASDAQ,Other,0.0637,0.0,UBS Securities LLC       
Aurora Capital,201403,Other,Other,0.5787,0.0,UBS Securities LLC       
Aurora Capital,201403,Other,Other,0.2766,0.0,KCG Americas LLC         
Aurora Capital,201403,Other,Other,0.1447,0.0,Auto Trading Desk Fin Svc
Aurora Capital,201406,NYSE,Total,0.4454,0.0,KCG Americas LLC         
Aurora Capital,201406,NYSE,Total,0.3481,0.0,UBS Securities LLC       
Aurora Capital,201406,NYSE,Total,0.2006,0.0,Auto Trading Desk Fin Svc
Aurora Capital,201406,NASDAQ,Total,0.4018,0.0,KCG Americas LLC         
Aurora Capital,201406,NASDAQ,Total,0.2845,0.0,UBS Securities LLC       
Aurora Capital,201406,NASDAQ,Total,0.2229,0.0,Auto Trading Desk Fin Svc
Aurora Capital,201406,NASDAQ,Total,0.0909,0.0,Maxim Group LLC          
Aurora Capital,201406,Other,Total,0.6082,0.0,UBS Securities LLC       
Aurora Capital,201406,Other,Total,0.3196,0.0,KCG Americas LLC         
Aurora Capital,201406,Other,Total,0.0722,0.0,Auto Trading Desk Fin Svc
Aurora Capital,201406,NYSE,Market,0.4394,0.0,KCG Americas LLC         
Aurora Capital,201406,NYSE,Market,0.4394,0.0,UBS Securities LLC       
Aurora Capital,201406,NYSE,Market,0.1212,0.0,Auto Trading Desk Fin Svc
Aurora Capital,201406,NASDAQ,Market,0.3485,0.0,KCG Americas LLC         
Aurora Capital,201406,NASDAQ,Market,0.2424,0.0,UBS Securities LLC       
Aurora Capital,201406,NASDAQ,Market,0.3636,0.0,Auto Trading Desk Fin Svc
Aurora Capital,201406,NASDAQ,Market,0.0455,0.0,Maxim Group LLC          
Aurora Capital,201406,Other,Market,0.6698,0.0,UBS Securities LLC       
Aurora Capital,201406,Other,Market,0.3208,0.0,KCG Americas LLC         
Aurora Capital,201406,Other,Market,0.0094,0.0,Auto Trading Desk Fin Svc
Aurora Capital,201406,NYSE,Limit,0.3529,0.0,KCG Americas LLC         
Aurora Capital,201406,NYSE,Limit,0.4706,0.0,UBS Securities LLC       
Aurora Capital,201406,NYSE,Limit,0.1765,0.0,Auto Trading Desk Fin Svc
Aurora Capital,201406,NASDAQ,Limit,0.5294,0.0,KCG Americas LLC         
Aurora Capital,201406,NASDAQ,Limit,0.1765,0.0,UBS Securities LLC       
Aurora Capital,201406,NASDAQ,Limit,0.2941,0.0,Auto Trading Desk Fin Svc
Aurora Capital,201406,NASDAQ,Limit,0.0,0.0,Maxim Group LLC          
Aurora Capital,201406,Other,Limit,0.4762,0.0,UBS Securities LLC       
Aurora Capital,201406,Other,Limit,0.4762,0.0,KCG Americas LLC         
Aurora Capital,201406,Other,Limit,0.0476,0.0,Auto Trading Desk Fin Svc
Aurora Capital,201406,NYSE,Other,0.4531,0.0,KCG Americas LLC         
Aurora Capital,201406,NYSE,Other,0.3164,0.0,UBS Securities LLC       
Aurora Capital,201406,NYSE,Other,0.2227,0.0,Auto Trading Desk Fin Svc
Aurora Capital,201406,NASDAQ,Other,0.40700000000000003,0.0,KCG Americas LLC         
Aurora Capital,201406,NASDAQ,Other,0.3023,0.0,UBS Securities LLC       
Aurora Capital,201406,NASDAQ,Other,0.1822,0.0,Auto Trading Desk Fin Svc
Aurora Capital,201406,NASDAQ,Other,0.1085,0.0,Maxim Group LLC          
Aurora Capital,201406,Other,Other,0.5939,0.0,UBS Securities LLC       
Aurora Capital,201406,Other,Other,0.3065,0.0,KCG Americas LLC         
Aurora Capital,201406,Other,Other,0.0996,0.0,Auto Trading Desk Fin Svc
Aurora Capital,201409,NYSE,Total,0.6717,0.0,KCG Americas LLC         
Aurora Capital,201409,NYSE,Total,0.3158,0.0,UBS Securities LLC       
Aurora Capital,201409,NASDAQ,Total,0.3962,0.0,KCG Americas LLC         
Aurora Capital,201409,NASDAQ,Total,0.3577,0.0,UBS Securities LLC       
Aurora Capital,201409,NASDAQ,Total,0.2462,0.0,Maxim Group LLC          
Aurora Capital,201409,Other,Total,0.6184,0.0,UBS Securities LLC       
Aurora Capital,201409,Other,Total,0.3788,0.0,KCG Americas LLC         
Aurora Capital,201409,NYSE,Market,0.5844,0.0,KCG Americas LLC         
Aurora Capital,201409,NYSE,Market,0.4156,0.0,UBS Securities LLC       
Aurora Capital,201409,NASDAQ,Market,0.4675,0.0,KCG Americas LLC         
Aurora Capital,201409,NASDAQ,Market,0.2987,0.0,UBS Securities LLC       
Aurora Capital,201409,NASDAQ,Market,0.2338,0.0,Maxim Group LLC          
Aurora Capital,201409,Other,Market,0.6303,0.0,UBS Securities LLC       
Aurora Capital,201409,Other,Market,0.3697,0.0,KCG Americas LLC         
Aurora Capital,201409,NYSE,Limit,0.4667,0.0,KCG Americas LLC         
Aurora Capital,201409,NYSE,Limit,0.4667,0.0,UBS Securities LLC       
Aurora Capital,201409,NASDAQ,Limit,0.2273,0.0,KCG Americas LLC         
Aurora Capital,201409,NASDAQ,Limit,0.3636,0.0,UBS Securities LLC       
Aurora Capital,201409,NASDAQ,Limit,0.4091,0.0,Maxim Group LLC          
Aurora Capital,201409,Other,Limit,0.6667,0.0,UBS Securities LLC       
Aurora Capital,201409,Other,Limit,0.3,0.0,KCG Americas LLC         
Aurora Capital,201409,NYSE,Other,0.7036,0.0,KCG Americas LLC         
Aurora Capital,201409,NYSE,Other,0.2834,0.0,UBS Securities LLC       
Aurora Capital,201409,NASDAQ,Other,0.3851,0.0,KCG Americas LLC         
Aurora Capital,201409,NASDAQ,Other,0.3851,0.0,UBS Securities LLC       
Aurora Capital,201409,NASDAQ,Other,0.2298,0.0,Maxim Group LLC          
Aurora Capital,201409,Other,Other,0.6048,0.0,UBS Securities LLC       
Aurora Capital,201409,Other,Other,0.3952,0.0,KCG Americas LLC         
Aurora Capital,201412,NYSE,Total,0.5916,0.0,KCG Americas LLC         
Aurora Capital,201412,NYSE,Total,0.3934,0.0,UBS Securities LLC       
Aurora Capital,201412,NASDAQ,Total,0.5178,0.0,UBS Securities LLC       
Aurora Capital,201412,NASDAQ,Total,0.2249,0.0,Maxim Group LLC          
Aurora Capital,201412,NASDAQ,Total,0.21600000000000003,0.0,KCG Americas LLC         
Aurora Capital,201412,Other,Total,0.5539999999999999,0.0,UBS Securities LLC       
Aurora Capital,201412,Other,Total,0.4425,0.0,KCG Americas LLC         
Aurora Capital,201412,NYSE,Market,0.4375,0.0,KCG Americas LLC         
Aurora Capital,201412,NYSE,Market,0.5469,0.0,UBS Securities LLC       
Aurora Capital,201412,NASDAQ,Market,0.6463,0.0,UBS Securities LLC       
Aurora Capital,201412,NASDAQ,Market,0.2683,0.0,Maxim Group LLC          
Aurora Capital,201412,NASDAQ,Market,0.0854,0.0,KCG Americas LLC         
Aurora Capital,201412,Other,Market,0.7315,0.0,UBS Securities LLC       
Aurora Capital,201412,Other,Market,0.2685,0.0,KCG Americas LLC         
Aurora Capital,201412,NYSE,Limit,0.96,0.0,KCG Americas LLC         
Aurora Capital,201412,NYSE,Limit,0.04,0.0,UBS Securities LLC       
Aurora Capital,201412,NASDAQ,Limit,0.7692,0.0,UBS Securities LLC       
Aurora Capital,201412,NASDAQ,Limit,0.1538,0.0,Maxim Group LLC          
Aurora Capital,201412,NASDAQ,Limit,0.0769,0.0,KCG Americas LLC         
Aurora Capital,201412,Other,Limit,0.75,0.0,UBS Securities LLC       
Aurora Capital,201412,Other,Limit,0.25,0.0,KCG Americas LLC         
Aurora Capital,201412,NYSE,Other,0.5943,0.0,KCG Americas LLC         
Aurora Capital,201412,NYSE,Other,0.3893,0.0,UBS Securities LLC       
Aurora Capital,201412,NASDAQ,Other,0.4609,0.0,UBS Securities LLC       
Aurora Capital,201412,NASDAQ,Other,0.214,0.0,Maxim Group LLC          
Aurora Capital,201412,NASDAQ,Other,0.2675,0.0,KCG Americas LLC         
Aurora Capital,201412,Other,Other,0.5108,0.0,UBS Securities LLC       
Aurora Capital,201412,Other,Other,0.4848,0.0,KCG Americas LLC         
Aurora Capital,201503,NYSE,Total,0.5178,0.0,KCG Americas LLC         
Aurora Capital,201503,NYSE,Total,0.3604,0.0,UBS Securities LLC       
Aurora Capital,201503,NYSE,Total,0.1218,0.0,Citadel Securities       
Aurora Capital,201503,NASDAQ,Total,0.7256,0.0,UBS Securities LLC       
Aurora Capital,201503,NASDAQ,Total,0.1353,0.0,Citadel Securities       
Aurora Capital,201503,NASDAQ,Total,0.1316,0.0,KCG Americas LLC         
Aurora Capital,201503,Other,Total,0.3918,0.0,KCG Americas LLC         
Aurora Capital,201503,Other,Total,0.3402,0.0,Citadel Securities       
Aurora Capital,201503,Other,Total,0.2629,0.0,UBS Securities LLC       
Aurora Capital,201503,NYSE,Market,0.4667,0.0,KCG Americas LLC         
Aurora Capital,201503,NYSE,Market,0.4889,0.0,UBS Securities LLC       
Aurora Capital,201503,NYSE,Market,0.0444,0.0,Citadel Securities       
Aurora Capital,201503,NASDAQ,Market,0.6316,0.0,UBS Securities LLC       
Aurora Capital,201503,NASDAQ,Market,0.3421,0.0,Citadel Securities       
Aurora Capital,201503,NASDAQ,Market,0.0263,0.0,KCG Americas LLC         
Aurora Capital,201503,Other,Market,0.2212,0.0,KCG Americas LLC         
Aurora Capital,201503,Other,Market,0.3628,0.0,Citadel Securities       
Aurora Capital,201503,Other,Market,0.3982,0.0,UBS Securities LLC       
Aurora Capital,201503,NYSE,Limit,1.0,0.0,KCG Americas LLC         
Aurora Capital,201503,NYSE,Limit,0.0,0.0,UBS Securities LLC       
Aurora Capital,201503,NYSE,Limit,0.0,0.0,Citadel Securities       
Aurora Capital,201503,NASDAQ,Limit,0.6667,0.0,UBS Securities LLC       
Aurora Capital,201503,NASDAQ,Limit,0.0,0.0,Citadel Securities       
Aurora Capital,201503,NASDAQ,Limit,0.3333,0.0,KCG Americas LLC         
Aurora Capital,201503,Other,Limit,0.0833,0.0,KCG Americas LLC         
Aurora Capital,201503,Other,Limit,0.25,0.0,Citadel Securities       
Aurora Capital,201503,Other,Limit,0.6667,0.0,UBS Securities LLC       
Aurora Capital,201503,NYSE,Other,0.4083,0.0,KCG Americas LLC         
Aurora Capital,201503,NYSE,Other,0.4083,0.0,UBS Securities LLC       
Aurora Capital,201503,NYSE,Other,0.1833,0.0,Citadel Securities       
Aurora Capital,201503,NASDAQ,Other,0.7647,0.0,UBS Securities LLC       
Aurora Capital,201503,NASDAQ,Other,0.0535,0.0,Citadel Securities       
Aurora Capital,201503,NASDAQ,Other,0.1711,0.0,KCG Americas LLC         
Aurora Capital,201503,Other,Other,0.4791,0.0,KCG Americas LLC         
Aurora Capital,201503,Other,Other,0.3346,0.0,Citadel Securities       
Aurora Capital,201503,Other,Other,0.1863,0.0,UBS Securities LLC       
Aurora Capital,201506,NYSE,Total,0.44,0.0,Citadel Securities
Aurora Capital,201506,NYSE,Total,0.2333,0.0,UBS Securities LLC
Aurora Capital,201506,NYSE,Total,0.1667,0.0,KCG Americas LLC
Aurora Capital,201506,NYSE,Total,0.16,0.0,Maxim Group LLC
Aurora Capital,201506,NASDAQ,Total,0.3575,0.0,UBS Securities LLC
Aurora Capital,201506,NASDAQ,Total,0.2905,0.0,Citadel Securities
Aurora Capital,201506,NASDAQ,Total,0.2849,0.0,Maxim Group LLC
Aurora Capital,201506,NASDAQ,Total,0.067,0.0,KCG Americas LLC
Aurora Capital,201506,Other,Total,0.4681,0.0,Citadel Securities
Aurora Capital,201506,Other,Total,0.3617,0.0,Maxim Group LLC
Aurora Capital,201506,Other,Total,0.1241,0.0,KCG Americas LLC
Aurora Capital,201506,NYSE,Market,0.3514,0.0,Citadel Securities
Aurora Capital,201506,NYSE,Market,0.4054,0.0,UBS Securities LLC
Aurora Capital,201506,NYSE,Market,0.2432,0.0,KCG Americas LLC
Aurora Capital,201506,NYSE,Market,0.0,0.0,Maxim Group LLC
Aurora Capital,201506,NASDAQ,Market,0.16,0.0,UBS Securities LLC
Aurora Capital,201506,NASDAQ,Market,0.8,0.0,Citadel Securities
Aurora Capital,201506,NASDAQ,Market,0.0,0.0,Maxim Group LLC
Aurora Capital,201506,NASDAQ,Market,0.04,0.0,KCG Americas LLC
Aurora Capital,201506,Other,Market,0.6024,0.0,Citadel Securities
Aurora Capital,201506,Other,Market,0.0,0.0,Maxim Group LLC
Aurora Capital,201506,Other,Market,0.3373,0.0,KCG Americas LLC
Aurora Capital,201506,NYSE,Limit,0.3333,0.0,Citadel Securities
Aurora Capital,201506,NYSE,Limit,0.0,0.0,UBS Securities LLC
Aurora Capital,201506,NYSE,Limit,0.6667,0.0,KCG Americas LLC
Aurora Capital,201506,NYSE,Limit,0.0,0.0,Maxim Group LLC
Aurora Capital,201506,NASDAQ,Limit,0.0,0.0,UBS Securities LLC
Aurora Capital,201506,NASDAQ,Limit,0.0,0.0,Citadel Securities
Aurora Capital,201506,NASDAQ,Limit,0.0,0.0,Maxim Group LLC
Aurora Capital,201506,NASDAQ,Limit,0.0,0.0,KCG Americas LLC
Aurora Capital,201506,Other,Limit,1.0,0.0,Citadel Securities
Aurora Capital,201506,Other,Limit,0.0,0.0,Maxim Group LLC
Aurora Capital,201506,Other,Limit,0.0,0.0,KCG Americas LLC
Aurora Capital,201506,NYSE,Other,0.4808,0.0,Citadel Securities
Aurora Capital,201506,NYSE,Other,0.1923,0.0,UBS Securities LLC
Aurora Capital,201506,NYSE,Other,0.0962,0.0,KCG Americas LLC
Aurora Capital,201506,NYSE,Other,0.2308,0.0,Maxim Group LLC
Aurora Capital,201506,NASDAQ,Other,0.4341,0.0,UBS Securities LLC
Aurora Capital,201506,NASDAQ,Other,0.09300000000000001,0.0,Citadel Securities
Aurora Capital,201506,NASDAQ,Other,0.3953,0.0,Maxim Group LLC
Aurora Capital,201506,NASDAQ,Other,0.0775,0.0,KCG Americas LLC
Aurora Capital,201506,Other,Other,0.3969,0.0,Citadel Securities
Aurora Capital,201506,Other,Other,0.5258,0.0,Maxim Group LLC
Aurora Capital,201506,Other,Other,0.0361,0.0,KCG Americas LLC
Aurora Capital,201509,NYSE,Total,0.4812,0.0,Maxim Group LLC
Aurora Capital,201509,NYSE,Total,0.3008,0.0,Citadel Securities
Aurora Capital,201509,NYSE,Total,0.1128,0.0,UBS Securities LLC
Aurora Capital,201509,NYSE,Total,0.1053,0.0,TRI
Aurora Capital,201509,NASDAQ,Total,0.6082,0.0,Maxim Group LLC
Aurora Capital,201509,NASDAQ,Total,0.3247,0.0,Citadel Securities
Aurora Capital,201509,NASDAQ,Total,0.0619,0.0,UBS Securities LLC
Aurora Capital,201509,Other,Total,0.537,0.0,Citadel Securities
Aurora Capital,201509,Other,Total,0.4339,0.0,Maxim Group LLC
Aurora Capital,201509,NYSE,Market,0.0,0.0,Maxim Group LLC
Aurora Capital,201509,NYSE,Market,0.5588,0.0,Citadel Securities
Aurora Capital,201509,NYSE,Market,0.2941,0.0,UBS Securities LLC
Aurora Capital,201509,NYSE,Market,0.1471,0.0,TRI
Aurora Capital,201509,NASDAQ,Market,0.0,0.0,Maxim Group LLC
Aurora Capital,201509,NASDAQ,Market,0.8235,0.0,Citadel Securities
Aurora Capital,201509,NASDAQ,Market,0.1765,0.0,UBS Securities LLC
Aurora Capital,201509,Other,Market,0.8788,0.0,Citadel Securities
Aurora Capital,201509,Other,Market,0.0,0.0,Maxim Group LLC
Aurora Capital,201509,NYSE,Limit,0.0,0.0,Maxim Group LLC
Aurora Capital,201509,NYSE,Limit,0.4615,0.0,Citadel Securities
Aurora Capital,201509,NYSE,Limit,0.0,0.0,UBS Securities LLC
Aurora Capital,201509,NYSE,Limit,0.5385,0.0,TRI
Aurora Capital,201509,NASDAQ,Limit,0.0,0.0,Maxim Group LLC
Aurora Capital,201509,NASDAQ,Limit,0.5,0.0,Citadel Securities
Aurora Capital,201509,NASDAQ,Limit,0.5,0.0,UBS Securities LLC
Aurora Capital,201509,Other,Limit,0.0,0.0,Citadel Securities
Aurora Capital,201509,Other,Limit,0.0,0.0,Maxim Group LLC
Aurora Capital,201509,NYSE,Other,0.7442,0.0,Maxim Group LLC
Aurora Capital,201509,NYSE,Other,0.1744,0.0,Citadel Securities
Aurora Capital,201509,NYSE,Other,0.0581,0.0,UBS Securities LLC
Aurora Capital,201509,NYSE,Other,0.0233,0.0,TRI
Aurora Capital,201509,NASDAQ,Other,0.6743,0.0,Maxim Group LLC
Aurora Capital,201509,NASDAQ,Other,0.2743,0.0,Citadel Securities
Aurora Capital,201509,NASDAQ,Other,0.0457,0.0,UBS Securities LLC
Aurora Capital,201509,Other,Other,0.4647,0.0,Citadel Securities
Aurora Capital,201509,Other,Other,0.5256,0.0,Maxim Group LLC
Aurora Capital,201512,NYSE,Total,0.6824,0.0,Citadel Securities
Aurora Capital,201512,NYSE,Total,0.1622,0.0,UBS Securities LLC
Aurora Capital,201512,NYSE,Total,0.1554,0.0,TRI
Aurora Capital,201512,NASDAQ,Total,0.9176,0.0,Citadel Securities
Aurora Capital,201512,NASDAQ,Total,0.0604,0.0,UBS Securities LLC
Aurora Capital,201512,Other,Total,0.9192,0.0,Citadel Securities
Aurora Capital,201512,NYSE,Market,0.2083,0.0,Citadel Securities
Aurora Capital,201512,NYSE,Market,0.3333,0.0,UBS Securities LLC
Aurora Capital,201512,NYSE,Market,0.4583,0.0,TRI
Aurora Capital,201512,NASDAQ,Market,0.7442,0.0,Citadel Securities
Aurora Capital,201512,NASDAQ,Market,0.2093,0.0,UBS Securities LLC
Aurora Capital,201512,Other,Market,0.8315,0.0,Citadel Securities
Aurora Capital,201512,NYSE,Limit,0.3636,0.0,Citadel Securities
Aurora Capital,201512,NYSE,Limit,0.0,0.0,UBS Securities LLC
Aurora Capital,201512,NYSE,Limit,0.6364,0.0,TRI
Aurora Capital,201512,NASDAQ,Limit,0.6667,0.0,Citadel Securities
Aurora Capital,201512,NASDAQ,Limit,0.3333,0.0,UBS Securities LLC
Aurora Capital,201512,Other,Limit,1.0,0.0,Citadel Securities
Aurora Capital,201512,NYSE,Other,0.8142,0.0,Citadel Securities
Aurora Capital,201512,NYSE,Other,0.1416,0.0,UBS Securities LLC
Aurora Capital,201512,NYSE,Other,0.0442,0.0,TRI
Aurora Capital,201512,NASDAQ,Other,0.9779,0.0,Citadel Securities
Aurora Capital,201512,NASDAQ,Other,0.0074,0.0,UBS Securities LLC
Aurora Capital,201512,Other,Other,0.9648,0.0,Citadel Securities
Aurora Capital,201603,NYSE,Total,0.728,0.0,Citadel Securities
Aurora Capital,201603,NYSE,Total,0.20800000000000002,0.0,UBS Securities LLC
Aurora Capital,201603,NYSE,Total,0.064,0.0,TRI
Aurora Capital,201603,NASDAQ,Total,0.8844,0.0,Citadel Securities
Aurora Capital,201603,NASDAQ,Total,0.1156,0.0,UBS Securities LLC
Aurora Capital,201603,Other,Total,0.9343,0.0,Citadel Securities
Aurora Capital,201603,NYSE,Market,0.5429,0.0,Citadel Securities
Aurora Capital,201603,NYSE,Market,0.3429,0.0,UBS Securities LLC
Aurora Capital,201603,NYSE,Market,0.1143,0.0,TRI
Aurora Capital,201603,NASDAQ,Market,0.5,0.0,Citadel Securities
Aurora Capital,201603,NASDAQ,Market,0.5,0.0,UBS Securities LLC
Aurora Capital,201603,Other,Market,0.8173,0.0,Citadel Securities
Aurora Capital,201603,NYSE,Limit,0.1818,0.0,Citadel Securities
Aurora Capital,201603,NYSE,Limit,0.7273,0.0,UBS Securities LLC
Aurora Capital,201603,NYSE,Limit,0.0909,0.0,TRI
Aurora Capital,201603,NASDAQ,Limit,1.0,0.0,Citadel Securities
Aurora Capital,201603,NASDAQ,Limit,0.0,0.0,UBS Securities LLC
Aurora Capital,201603,Other,Limit,0.4667,0.0,Citadel Securities
Aurora Capital,201603,NYSE,Other,0.8861,0.0,Citadel Securities
Aurora Capital,201603,NYSE,Other,0.0759,0.0,UBS Securities LLC
Aurora Capital,201603,NYSE,Other,0.038,0.0,TRI
Aurora Capital,201603,NASDAQ,Other,0.9573,0.0,Citadel Securities
Aurora Capital,201603,NASDAQ,Other,0.0427,0.0,UBS Securities LLC
Aurora Capital,201603,Other,Other,0.9723,0.0,Citadel Securities
Aurora Capital,201612,NYSE,Total,0.7524,0.0,Citadel Securities
Aurora Capital,201612,NYSE,Total,0.21899999999999997,0.0,UBS Securities LLC
Aurora Capital,201612,NASDAQ,Total,0.8519,0.0,Citadel Securities
Aurora Capital,201612,NASDAQ,Total,0.1429,0.0,UBS Securities LLC
Aurora Capital,201612,Other,Total,0.9091,0.0,Citadel Securities
Aurora Capital,201612,Other,Total,0.0909,0.0,UBS Securities LLC
Aurora Capital,201612,NYSE,Market,0.4231,0.0,Citadel Securities
Aurora Capital,201612,NYSE,Market,0.5,0.0,UBS Securities LLC
Aurora Capital,201612,NASDAQ,Market,0.6275,0.0,Citadel Securities
Aurora Capital,201612,NASDAQ,Market,0.3725,0.0,UBS Securities LLC
Aurora Capital,201612,Other,Market,0.7732,0.0,Citadel Securities
Aurora Capital,201612,Other,Market,0.2268,0.0,UBS Securities LLC
Aurora Capital,201612,NYSE,Limit,0.1667,0.0,Citadel Securities
Aurora Capital,201612,NYSE,Limit,0.8333,0.0,UBS Securities LLC
Aurora Capital,201612,NASDAQ,Limit,0.3333,0.0,Citadel Securities
Aurora Capital,201612,NASDAQ,Limit,0.5,0.0,UBS Securities LLC
Aurora Capital,201612,Other,Limit,1.0,0.0,Citadel Securities
Aurora Capital,201612,Other,Limit,0.0,0.0,UBS Securities LLC
Aurora Capital,201612,NYSE,Other,0.9178,0.0,Citadel Securities
Aurora Capital,201612,NYSE,Other,0.0685,0.0,UBS Securities LLC
Aurora Capital,201612,NASDAQ,Other,0.9621,0.0,Citadel Securities
Aurora Capital,201612,NASDAQ,Other,0.0379,0.0,UBS Securities LLC
Aurora Capital,201612,Other,Other,0.9879,0.0,Citadel Securities
Aurora Capital,201612,Other,Other,0.0121,0.0,UBS Securities LLC
Aurora Capital,201703,NYSE,Total,0.6513,0.0,Citadel Securities
Aurora Capital,201703,NYSE,Total,0.3141,0.0,UBS Securities LLC
Aurora Capital,201703,NASDAQ,Total,0.8662,0.0,Citadel Securities
Aurora Capital,201703,NASDAQ,Total,0.1237,0.0,UBS Securities LLC
Aurora Capital,201703,Other,Total,0.8944,0.0,Citadel Securities
Aurora Capital,201703,Other,Total,0.1056,0.0,UBS Securities LLC
Aurora Capital,201703,NYSE,Market,0.1446,0.0,Citadel Securities
Aurora Capital,201703,NYSE,Market,0.7349,0.0,UBS Securities LLC
Aurora Capital,201703,NASDAQ,Market,0.7115,0.0,Citadel Securities
Aurora Capital,201703,NASDAQ,Market,0.2308,0.0,UBS Securities LLC
Aurora Capital,201703,Other,Market,0.6571,0.0,Citadel Securities
Aurora Capital,201703,Other,Market,0.3429,0.0,UBS Securities LLC
Aurora Capital,201703,NYSE,Limit,0.7059,0.0,Citadel Securities
Aurora Capital,201703,NYSE,Limit,0.2941,0.0,UBS Securities LLC
Aurora Capital,201703,NASDAQ,Limit,0.4,0.0,Citadel Securities
Aurora Capital,201703,NASDAQ,Limit,0.4,0.0,UBS Securities LLC
Aurora Capital,201703,Other,Limit,1.0,0.0,Citadel Securities
Aurora Capital,201703,Other,Limit,0.0,0.0,UBS Securities LLC
Aurora Capital,201703,NYSE,Other,0.8178,0.0,Citadel Securities
Aurora Capital,201703,NYSE,Other,0.1741,0.0,UBS Securities LLC
Aurora Capital,201703,NASDAQ,Other,0.8968,0.0,Citadel Securities
Aurora Capital,201703,NASDAQ,Other,0.1032,0.0,UBS Securities LLC
Aurora Capital,201703,Other,Other,0.9718,0.0,Citadel Securities
Aurora Capital,201703,Other,Other,0.0282,0.0,UBS Securities LLC
Aurora Capital,201706,NYSE,Total,0.5983,0.0,Citadel Securities
Aurora Capital,201706,NYSE,Total,0.3843,0.0,UBS Securities LLC
Aurora Capital,201706,NASDAQ,Total,0.8628,0.0,Citadel Securities
Aurora Capital,201706,NASDAQ,Total,0.1372,0.0,UBS Securities LLC
Aurora Capital,201706,Other,Total,0.9048,0.0,Citadel Securities
Aurora Capital,201706,Other,Total,0.0952,0.0,UBS Securities LLC
Aurora Capital,201706,NYSE,Market,0.1233,0.0,Citadel Securities
Aurora Capital,201706,NYSE,Market,0.8219,0.0,UBS Securities LLC
Aurora Capital,201706,NASDAQ,Market,0.4643,0.0,Citadel Securities
Aurora Capital,201706,NASDAQ,Market,0.5357,0.0,UBS Securities LLC
Aurora Capital,201706,Other,Market,0.6852,0.0,Citadel Securities
Aurora Capital,201706,Other,Market,0.3148,0.0,UBS Securities LLC
Aurora Capital,201706,NYSE,Limit,0.8333,0.0,Citadel Securities
Aurora Capital,201706,NYSE,Limit,0.1667,0.0,UBS Securities LLC
Aurora Capital,201706,NASDAQ,Limit,1.0,0.0,Citadel Securities
