Broker,Date,Exchange,OrderType,Pct,Rebate,RoutingVenue
Barclays Capital,201503,NASDAQ,Limit,0.4634,1.0,Nasdaq Execution Services
Barclays Capital,201503,NASDAQ,Limit,0.1915,1.0,BATS Stock Exchange      
Barclays Capital,201503,NASDAQ,Limit,0.1387,1.0,NYSE Arca                
Barclays Capital,201503,NASDAQ,Limit,0.0478,1.0,Barclays ATS             
Barclays Capital,201503,NASDAQ,Limit,0.0731,1.0,DirectEdge ECN (EDGX)    
Barclays Capital,201503,NASDAQ,Limit,0.0189,1.0,DirectEdge ECN (EDGA)    
Barclays Capital,201503,NASDAQ,Limit,0.0293,1.0,Bats Y Exchange          
Barclays Capital,201503,NASDAQ,Limit,0.0,1.0,Credit Suisse ASE        
Barclays Capital,201503,NASDAQ,Limit,0.0,1.0,UBS Securities LLC       
Barclays Capital,201503,NASDAQ,Limit,0.0,1.0,Knight Match             
Barclays Capital,201503,Other,Limit,0.4045,1.0,Nasdaq Execution Services
Barclays Capital,201503,Other,Limit,0.1851,1.0,BATS Stock Exchange      
Barclays Capital,201503,Other,Limit,0.2108,1.0,NYSE Arca                
Barclays Capital,201503,Other,Limit,0.1124,1.0,DirectEdge ECN (EDGX)    
Barclays Capital,201503,Other,Limit,0.0207,1.0,Barclays ATS             
Barclays Capital,201503,Other,Limit,0.0081,1.0,DirectEdge ECN (EDGA)    
Barclays Capital,201503,Other,Limit,0.0,1.0,Credit Suisse ASE        
Barclays Capital,201503,Other,Limit,0.0,1.0,UBS Securities LLC       
Barclays Capital,201503,Other,Limit,0.0274,1.0,Toronto Stock Exchange   
Barclays Capital,201503,Other,Limit,0.0117,1.0,Bats Y Exchange          
Barclays Capital,201503,NYSE,Other,0.4093,1.0,Nasdaq Execution Services
Barclays Capital,201503,NYSE,Other,0.1223,1.0,New York Stock Exch      
Barclays Capital,201503,NYSE,Other,0.1293,1.0,BATS Stock Exchange      
Barclays Capital,201503,NYSE,Other,0.1036,1.0,NYSE Arca                
Barclays Capital,201503,NYSE,Other,0.0831,1.0,DirectEdge ECN (EDGX)    
Barclays Capital,201503,NYSE,Other,0.0763,1.0,Barclays ATS             
Barclays Capital,201503,NYSE,Other,0.0122,1.0,DirectEdge ECN (EDGA)    
Barclays Capital,201503,NYSE,Other,0.0057,1.0,Bats Y Exchange          
Barclays Capital,201503,NYSE,Other,0.0128,1.0,Credit Suisse ASE        
Barclays Capital,201503,NYSE,Other,0.0127,1.0,UBS Securities LLC       
Barclays Capital,201503,NASDAQ,Other,0.5119,1.0,Nasdaq Execution Services
Barclays Capital,201503,NASDAQ,Other,0.11,1.0,BATS Stock Exchange      
Barclays Capital,201503,NASDAQ,Other,0.0749,1.0,NYSE Arca                
Barclays Capital,201503,NASDAQ,Other,0.1032,1.0,Barclays ATS             
Barclays Capital,201503,NASDAQ,Other,0.0851,1.0,DirectEdge ECN (EDGX)    
Barclays Capital,201503,NASDAQ,Other,0.0187,1.0,DirectEdge ECN (EDGA)    
Barclays Capital,201503,NASDAQ,Other,0.0086,1.0,Bats Y Exchange          
Barclays Capital,201503,NASDAQ,Other,0.0193,1.0,Credit Suisse ASE        
Barclays Capital,201503,NASDAQ,Other,0.0182,1.0,UBS Securities LLC       
Barclays Capital,201503,NASDAQ,Other,0.0115,1.0,Knight Match             
Barclays Capital,201503,Other,Other,0.3594,1.0,Nasdaq Execution Services
Barclays Capital,201503,Other,Other,0.1411,1.0,BATS Stock Exchange      
Barclays Capital,201503,Other,Other,0.1061,1.0,NYSE Arca                
Barclays Capital,201503,Other,Other,0.1185,1.0,DirectEdge ECN (EDGX)    
Barclays Capital,201503,Other,Other,0.0833,1.0,Barclays ATS             
Barclays Capital,201503,Other,Other,0.0339,1.0,DirectEdge ECN (EDGA)    
Barclays Capital,201503,Other,Other,0.0291,1.0,Credit Suisse ASE        
Barclays Capital,201503,Other,Other,0.0274,1.0,UBS Securities LLC       
Barclays Capital,201503,Other,Other,0.0011,1.0,Toronto Stock Exchange   
Barclays Capital,201503,Other,Other,0.012,1.0,Bats Y Exchange          
Barclays Capital,201506,NYSE,Total,0.3568,1.0,Nasdaq Execution Services
Barclays Capital,201506,NYSE,Total,0.2073,1.0,New York Stock Exch
Barclays Capital,201506,NYSE,Total,0.1315,1.0,BATS Stock Exchange
Barclays Capital,201506,NYSE,Total,0.102,1.0,NYSE Arca
Barclays Capital,201506,NYSE,Total,0.0713,1.0,DirectEdge ECN (EDGX)
Barclays Capital,201506,NYSE,Total,0.0676,1.0,Barclays ATS
Barclays Capital,201506,NASDAQ,Total,0.4808,1.0,Nasdaq Execution Services
Barclays Capital,201506,NASDAQ,Total,0.11900000000000001,1.0,BATS Stock Exchange
Barclays Capital,201506,NASDAQ,Total,0.1091,1.0,Barclays ATS
Barclays Capital,201506,NASDAQ,Total,0.0919,1.0,NYSE Arca
Barclays Capital,201506,NASDAQ,Total,0.0845,1.0,DirectEdge ECN (EDGX)
Barclays Capital,201506,NASDAQ,Total,0.0188,1.0,Bats Y Exchange
Barclays Capital,201506,NASDAQ,Total,0.0176,1.0,DirectEdge ECN (EDGA)
Barclays Capital,201506,NASDAQ,Total,0.0146,1.0,Credit Suisse ASE
Barclays Capital,201506,NASDAQ,Total,0.0132,1.0,UBS Securities LLC
Barclays Capital,201506,Other,Total,0.3789,1.0,Nasdaq Execution Services
Barclays Capital,201506,Other,Total,0.1874,1.0,BATS Stock Exchange
Barclays Capital,201506,Other,Total,0.15,1.0,NYSE Arca
Barclays Capital,201506,Other,Total,0.1101,1.0,DirectEdge ECN (EDGX)
Barclays Capital,201506,Other,Total,0.0604,1.0,Barclays ATS
Barclays Capital,201506,Other,Total,0.0219,1.0,DirectEdge ECN (EDGA)
Barclays Capital,201506,NYSE,Market,0.0,1.0,Nasdaq Execution Services
Barclays Capital,201506,NYSE,Market,0.0,1.0,New York Stock Exch
Barclays Capital,201506,NYSE,Market,0.0,1.0,BATS Stock Exchange
Barclays Capital,201506,NYSE,Market,0.0,1.0,NYSE Arca
Barclays Capital,201506,NYSE,Market,0.0,1.0,DirectEdge ECN (EDGX)
Barclays Capital,201506,NYSE,Market,0.0,1.0,Barclays ATS
Barclays Capital,201506,NASDAQ,Market,0.0,1.0,Nasdaq Execution Services
Barclays Capital,201506,NASDAQ,Market,0.0,1.0,BATS Stock Exchange
Barclays Capital,201506,NASDAQ,Market,0.0,1.0,Barclays ATS
Barclays Capital,201506,NASDAQ,Market,0.0,1.0,NYSE Arca
Barclays Capital,201506,NASDAQ,Market,0.0,1.0,DirectEdge ECN (EDGX)
Barclays Capital,201506,NASDAQ,Market,0.0,1.0,Bats Y Exchange
Barclays Capital,201506,NASDAQ,Market,0.0,1.0,DirectEdge ECN (EDGA)
Barclays Capital,201506,NASDAQ,Market,0.0,1.0,Credit Suisse ASE
Barclays Capital,201506,NASDAQ,Market,0.0,1.0,UBS Securities LLC
Barclays Capital,201506,Other,Market,0.0,1.0,Nasdaq Execution Services
Barclays Capital,201506,Other,Market,0.0,1.0,BATS Stock Exchange
Barclays Capital,201506,Other,Market,0.0,1.0,NYSE Arca
Barclays Capital,201506,Other,Market,0.0,1.0,DirectEdge ECN (EDGX)
Barclays Capital,201506,Other,Market,0.0,1.0,Barclays ATS
Barclays Capital,201506,Other,Market,0.0,1.0,DirectEdge ECN (EDGA)
Barclays Capital,201506,NYSE,Limit,0.3028,1.0,Nasdaq Execution Services
Barclays Capital,201506,NYSE,Limit,0.3294,1.0,New York Stock Exch
Barclays Capital,201506,NYSE,Limit,0.1684,1.0,BATS Stock Exchange
Barclays Capital,201506,NYSE,Limit,0.0855,1.0,NYSE Arca
Barclays Capital,201506,NYSE,Limit,0.0498,1.0,DirectEdge ECN (EDGX)
Barclays Capital,201506,NYSE,Limit,0.0256,1.0,Barclays ATS
Barclays Capital,201506,NASDAQ,Limit,0.5045,1.0,Nasdaq Execution Services
Barclays Capital,201506,NASDAQ,Limit,0.1607,1.0,BATS Stock Exchange
Barclays Capital,201506,NASDAQ,Limit,0.0553,1.0,Barclays ATS
Barclays Capital,201506,NASDAQ,Limit,0.128,1.0,NYSE Arca
Barclays Capital,201506,NASDAQ,Limit,0.0656,1.0,DirectEdge ECN (EDGX)
Barclays Capital,201506,NASDAQ,Limit,0.0352,1.0,Bats Y Exchange
Barclays Capital,201506,NASDAQ,Limit,0.0154,1.0,DirectEdge ECN (EDGA)
Barclays Capital,201506,NASDAQ,Limit,0.0,1.0,Credit Suisse ASE
Barclays Capital,201506,NASDAQ,Limit,0.0,1.0,UBS Securities LLC
Barclays Capital,201506,Other,Limit,0.3801,1.0,Nasdaq Execution Services
Barclays Capital,201506,Other,Limit,0.2739,1.0,BATS Stock Exchange
Barclays Capital,201506,Other,Limit,0.1705,1.0,NYSE Arca
Barclays Capital,201506,Other,Limit,0.0975,1.0,DirectEdge ECN (EDGX)
Barclays Capital,201506,Other,Limit,0.0262,1.0,Barclays ATS
Barclays Capital,201506,Other,Limit,0.009000000000000001,1.0,DirectEdge ECN (EDGA)
Barclays Capital,201506,NYSE,Other,0.3991,1.0,Nasdaq Execution Services
Barclays Capital,201506,NYSE,Other,0.1117,1.0,New York Stock Exch
Barclays Capital,201506,NYSE,Other,0.1026,1.0,BATS Stock Exchange
Barclays Capital,201506,NYSE,Other,0.1149,1.0,NYSE Arca
Barclays Capital,201506,NYSE,Other,0.0881,1.0,DirectEdge ECN (EDGX)
Barclays Capital,201506,NYSE,Other,0.1005,1.0,Barclays ATS
Barclays Capital,201506,NASDAQ,Other,0.4705,1.0,Nasdaq Execution Services
Barclays Capital,201506,NASDAQ,Other,0.10099999999999999,1.0,BATS Stock Exchange
Barclays Capital,201506,NASDAQ,Other,0.1324,1.0,Barclays ATS
Barclays Capital,201506,NASDAQ,Other,0.0763,1.0,NYSE Arca
Barclays Capital,201506,NASDAQ,Other,0.0927,1.0,DirectEdge ECN (EDGX)
Barclays Capital,201506,NASDAQ,Other,0.0117,1.0,Bats Y Exchange
Barclays Capital,201506,NASDAQ,Other,0.0186,1.0,DirectEdge ECN (EDGA)
Barclays Capital,201506,NASDAQ,Other,0.0209,1.0,Credit Suisse ASE
Barclays Capital,201506,NASDAQ,Other,0.019,1.0,UBS Securities LLC
Barclays Capital,201506,Other,Other,0.3778,1.0,Nasdaq Execution Services
Barclays Capital,201506,Other,Other,0.1132,1.0,BATS Stock Exchange
Barclays Capital,201506,Other,Other,0.1324,1.0,NYSE Arca
Barclays Capital,201506,Other,Other,0.1211,1.0,DirectEdge ECN (EDGX)
Barclays Capital,201506,Other,Other,0.0899,1.0,Barclays ATS
Barclays Capital,201506,Other,Other,0.0331,1.0,DirectEdge ECN (EDGA)
Barclays Capital,201509,NYSE,Total,0.3724,1.0,Nasdaq Execution Services
Barclays Capital,201509,NYSE,Total,0.1926,1.0,New York Stock Exch
Barclays Capital,201509,NYSE,Total,0.1109,1.0,NYSE Arca
Barclays Capital,201509,NYSE,Total,0.1079,1.0,BATS Stock Exchange
Barclays Capital,201509,NYSE,Total,0.0827,1.0,DirectEdge ECN (EDGX)
Barclays Capital,201509,NYSE,Total,0.0629,1.0,Barclays ATS
Barclays Capital,201509,NASDAQ,Total,0.4892,1.0,Nasdaq Execution Services
Barclays Capital,201509,NASDAQ,Total,0.1026,1.0,Barclays ATS
Barclays Capital,201509,NASDAQ,Total,0.0973,1.0,NYSE Arca
Barclays Capital,201509,NASDAQ,Total,0.0951,1.0,BATS Stock Exchange
Barclays Capital,201509,NASDAQ,Total,0.0937,1.0,DirectEdge ECN (EDGX)
Barclays Capital,201509,Other,Total,0.3396,1.0,Nasdaq Execution Services
Barclays Capital,201509,Other,Total,0.1648,1.0,NYSE Arca
Barclays Capital,201509,Other,Total,0.1503,1.0,BATS Stock Exchange
Barclays Capital,201509,Other,Total,0.1238,1.0,DirectEdge ECN (EDGX)
Barclays Capital,201509,Other,Total,0.0693,1.0,Barclays ATS
Barclays Capital,201509,NYSE,Market,0.0,1.0,Nasdaq Execution Services
Barclays Capital,201509,NYSE,Market,0.0,1.0,New York Stock Exch
Barclays Capital,201509,NYSE,Market,0.0,1.0,NYSE Arca
Barclays Capital,201509,NYSE,Market,0.0,1.0,BATS Stock Exchange
Barclays Capital,201509,NYSE,Market,0.0,1.0,DirectEdge ECN (EDGX)
Barclays Capital,201509,NYSE,Market,0.0,1.0,Barclays ATS
Barclays Capital,201509,NASDAQ,Market,0.0,1.0,Nasdaq Execution Services
Barclays Capital,201509,NASDAQ,Market,0.0,1.0,Barclays ATS
Barclays Capital,201509,NASDAQ,Market,0.0,1.0,NYSE Arca
Barclays Capital,201509,NASDAQ,Market,0.0,1.0,BATS Stock Exchange
Barclays Capital,201509,NASDAQ,Market,0.0,1.0,DirectEdge ECN (EDGX)
Barclays Capital,201509,Other,Market,0.0,1.0,Nasdaq Execution Services
Barclays Capital,201509,Other,Market,0.0,1.0,NYSE Arca
Barclays Capital,201509,Other,Market,0.0,1.0,BATS Stock Exchange
Barclays Capital,201509,Other,Market,0.0,1.0,DirectEdge ECN (EDGX)
Barclays Capital,201509,Other,Market,0.0,1.0,Barclays ATS
Barclays Capital,201509,NYSE,Limit,0.3156,1.0,Nasdaq Execution Services
Barclays Capital,201509,NYSE,Limit,0.3421,1.0,New York Stock Exch
Barclays Capital,201509,NYSE,Limit,0.0856,1.0,NYSE Arca
Barclays Capital,201509,NYSE,Limit,0.1374,1.0,BATS Stock Exchange
Barclays Capital,201509,NYSE,Limit,0.0565,1.0,DirectEdge ECN (EDGX)
Barclays Capital,201509,NYSE,Limit,0.023,1.0,Barclays ATS
Barclays Capital,201509,NASDAQ,Limit,0.5325,1.0,Nasdaq Execution Services
Barclays Capital,201509,NASDAQ,Limit,0.0504,1.0,Barclays ATS
Barclays Capital,201509,NASDAQ,Limit,0.1375,1.0,NYSE Arca
Barclays Capital,201509,NASDAQ,Limit,0.11599999999999999,1.0,BATS Stock Exchange
Barclays Capital,201509,NASDAQ,Limit,0.0789,1.0,DirectEdge ECN (EDGX)
Barclays Capital,201509,Other,Limit,0.3186,1.0,Nasdaq Execution Services
Barclays Capital,201509,Other,Limit,0.2387,1.0,NYSE Arca
Barclays Capital,201509,Other,Limit,0.2119,1.0,BATS Stock Exchange
Barclays Capital,201509,Other,Limit,0.1352,1.0,DirectEdge ECN (EDGX)
Barclays Capital,201509,Other,Limit,0.0239,1.0,Barclays ATS
Barclays Capital,201509,NYSE,Other,0.4057,1.0,Nasdaq Execution Services
Barclays Capital,201509,NYSE,Other,0.1049,1.0,New York Stock Exch
Barclays Capital,201509,NYSE,Other,0.1256,1.0,NYSE Arca
Barclays Capital,201509,NYSE,Other,0.0906,1.0,BATS Stock Exchange
Barclays Capital,201509,NYSE,Other,0.0981,1.0,DirectEdge ECN (EDGX)
Barclays Capital,201509,NYSE,Other,0.0863,1.0,Barclays ATS
Barclays Capital,201509,NASDAQ,Other,0.4735,1.0,Nasdaq Execution Services
Barclays Capital,201509,NASDAQ,Other,0.1216,1.0,Barclays ATS
Barclays Capital,201509,NASDAQ,Other,0.0827,1.0,NYSE Arca
Barclays Capital,201509,NASDAQ,Other,0.0875,1.0,BATS Stock Exchange
Barclays Capital,201509,NASDAQ,Other,0.099,1.0,DirectEdge ECN (EDGX)
Barclays Capital,201509,Other,Other,0.3541,1.0,Nasdaq Execution Services
Barclays Capital,201509,Other,Other,0.1138,1.0,NYSE Arca
Barclays Capital,201509,Other,Other,0.1077,1.0,BATS Stock Exchange
Barclays Capital,201509,Other,Other,0.1159,1.0,DirectEdge ECN (EDGX)
Barclays Capital,201509,Other,Other,0.1007,1.0,Barclays ATS
Barclays Capital,201512,NYSE,Total,0.3882,1.0,Nasdaq Execution Services
Barclays Capital,201512,NYSE,Total,0.1245,1.0,New York Stock Exch
Barclays Capital,201512,NYSE,Total,0.0997,1.0,NYSE Arca
Barclays Capital,201512,NYSE,Total,0.09300000000000001,1.0,DirectEdge ECN (EDGX)
Barclays Capital,201512,NYSE,Total,0.0901,1.0,Barclays ATS
Barclays Capital,201512,NYSE,Total,0.0891,1.0,BATS Stock Exchange
Barclays Capital,201512,NYSE,Total,0.0185,1.0,Credit Suisse ASE
Barclays Capital,201512,NYSE,Total,0.0172,1.0,DirectEdge ECN (EDGA)
Barclays Capital,201512,NYSE,Total,0.0168,1.0,UBS Securities LLC
Barclays Capital,201512,NYSE,Total,0.0128,1.0,Level ATS
Barclays Capital,201512,NYSE,Total,0.0112,1.0,Knight Match
Barclays Capital,201512,NYSE,Total,0.0111,1.0,Bats Y Exchange
Barclays Capital,201512,NASDAQ,Total,0.4988,1.0,Nasdaq Execution Services
Barclays Capital,201512,NASDAQ,Total,0.1187,1.0,DirectEdge ECN (EDGX)
Barclays Capital,201512,NASDAQ,Total,0.0842,1.0,Barclays ATS
Barclays Capital,201512,NASDAQ,Total,0.0839,1.0,NYSE Arca
Barclays Capital,201512,NASDAQ,Total,0.0808,1.0,BATS Stock Exchange
Barclays Capital,201512,NASDAQ,Total,0.0217,1.0,Credit Suisse ASE
Barclays Capital,201512,NASDAQ,Total,0.0193,1.0,DirectEdge ECN (EDGA)
Barclays Capital,201512,NASDAQ,Total,0.0189,1.0,UBS Securities LLC
Barclays Capital,201512,NASDAQ,Total,0.0146,1.0,Level ATS
Barclays Capital,201512,NASDAQ,Total,0.0131,1.0,Bats Y Exchange
Barclays Capital,201512,NASDAQ,Total,0.0131,1.0,Knight Match
Barclays Capital,201512,NASDAQ,Total,0.0109,1.0,BIDS TRADING L.P.
Barclays Capital,201512,Other,Total,0.3838,1.0,Nasdaq Execution Services
Barclays Capital,201512,Other,Total,0.1337,1.0,DirectEdge ECN (EDGX)
Barclays Capital,201512,Other,Total,0.1303,1.0,BATS Stock Exchange
Barclays Capital,201512,Other,Total,0.1269,1.0,NYSE Arca
Barclays Capital,201512,Other,Total,0.0671,1.0,Barclays ATS
Barclays Capital,201512,Other,Total,0.0284,1.0,DirectEdge ECN (EDGA)
Barclays Capital,201512,Other,Total,0.022000000000000002,1.0,Credit Suisse ASE
Barclays Capital,201512,Other,Total,0.02,1.0,UBS Securities LLC
Barclays Capital,201512,Other,Total,0.0135,1.0,Level ATS
Barclays Capital,201512,Other,Total,0.0127,1.0,Knight Match
Barclays Capital,201512,Other,Total,0.0124,1.0,Bats Y Exchange
Barclays Capital,201512,Other,Total,0.0107,1.0,NYSE Amex
Barclays Capital,201512,Other,Total,0.0103,1.0,BIDS TRADING L.P.
Barclays Capital,201512,NYSE,Market,0.0,1.0,Nasdaq Execution Services
Barclays Capital,201512,NYSE,Market,0.0,1.0,New York Stock Exch
Barclays Capital,201512,NYSE,Market,0.0,1.0,NYSE Arca
Barclays Capital,201512,NYSE,Market,0.0,1.0,DirectEdge ECN (EDGX)
Barclays Capital,201512,NYSE,Market,0.0,1.0,Barclays ATS
Barclays Capital,201512,NYSE,Market,0.0,1.0,BATS Stock Exchange
Barclays Capital,201512,NYSE,Market,0.0,1.0,Credit Suisse ASE
Barclays Capital,201512,NYSE,Market,0.0,1.0,DirectEdge ECN (EDGA)
Barclays Capital,201512,NYSE,Market,0.0,1.0,UBS Securities LLC
Barclays Capital,201512,NYSE,Market,0.0,1.0,Level ATS
Barclays Capital,201512,NYSE,Market,0.0,1.0,Knight Match
Barclays Capital,201512,NYSE,Market,0.0,1.0,Bats Y Exchange
Barclays Capital,201512,NASDAQ,Market,0.0,1.0,Nasdaq Execution Services
Barclays Capital,201512,NASDAQ,Market,0.0,1.0,DirectEdge ECN (EDGX)
Barclays Capital,201512,NASDAQ,Market,0.0,1.0,Barclays ATS
Barclays Capital,201512,NASDAQ,Market,0.0,1.0,NYSE Arca
Barclays Capital,201512,NASDAQ,Market,0.0,1.0,BATS Stock Exchange
Barclays Capital,201512,NASDAQ,Market,0.0,1.0,Credit Suisse ASE
Barclays Capital,201512,NASDAQ,Market,0.0,1.0,DirectEdge ECN (EDGA)
Barclays Capital,201512,NASDAQ,Market,0.0,1.0,UBS Securities LLC
Barclays Capital,201512,NASDAQ,Market,0.0,1.0,Level ATS
Barclays Capital,201512,NASDAQ,Market,0.0,1.0,Bats Y Exchange
Barclays Capital,201512,NASDAQ,Market,0.0,1.0,Knight Match
Barclays Capital,201512,NASDAQ,Market,0.0,1.0,BIDS TRADING L.P.
Barclays Capital,201512,Other,Market,0.0,1.0,Nasdaq Execution Services
Barclays Capital,201512,Other,Market,0.0,1.0,DirectEdge ECN (EDGX)
Barclays Capital,201512,Other,Market,0.0,1.0,BATS Stock Exchange
Barclays Capital,201512,Other,Market,0.0,1.0,NYSE Arca
Barclays Capital,201512,Other,Market,0.0,1.0,Barclays ATS
Barclays Capital,201512,Other,Market,0.0,1.0,DirectEdge ECN (EDGA)
Barclays Capital,201512,Other,Market,0.0,1.0,Credit Suisse ASE
Barclays Capital,201512,Other,Market,0.0,1.0,UBS Securities LLC
Barclays Capital,201512,Other,Market,0.0,1.0,Level ATS
Barclays Capital,201512,Other,Market,0.0,1.0,Knight Match
Barclays Capital,201512,Other,Market,0.0,1.0,Bats Y Exchange
Barclays Capital,201512,Other,Market,0.0,1.0,NYSE Amex
Barclays Capital,201512,Other,Market,0.0,1.0,BIDS TRADING L.P.
Barclays Capital,201512,NYSE,Limit,0.3451,1.0,Nasdaq Execution Services
Barclays Capital,201512,NYSE,Limit,0.2752,1.0,New York Stock Exch
Barclays Capital,201512,NYSE,Limit,0.0861,1.0,NYSE Arca
Barclays Capital,201512,NYSE,Limit,0.0559,1.0,DirectEdge ECN (EDGX)
Barclays Capital,201512,NYSE,Limit,0.055,1.0,Barclays ATS
Barclays Capital,201512,NYSE,Limit,0.0726,1.0,BATS Stock Exchange
Barclays Capital,201512,NYSE,Limit,0.0,1.0,Credit Suisse ASE
Barclays Capital,201512,NYSE,Limit,0.0189,1.0,DirectEdge ECN (EDGA)
Barclays Capital,201512,NYSE,Limit,0.0,1.0,UBS Securities LLC
Barclays Capital,201512,NYSE,Limit,0.0,1.0,Level ATS
Barclays Capital,201512,NYSE,Limit,0.0,1.0,Knight Match
Barclays Capital,201512,NYSE,Limit,0.0421,1.0,Bats Y Exchange
Barclays Capital,201512,NASDAQ,Limit,0.3963,1.0,Nasdaq Execution Services
Barclays Capital,201512,NASDAQ,Limit,0.1093,1.0,DirectEdge ECN (EDGX)
Barclays Capital,201512,NASDAQ,Limit,0.0648,1.0,Barclays ATS
Barclays Capital,201512,NASDAQ,Limit,0.1748,1.0,NYSE Arca
Barclays Capital,201512,NASDAQ,Limit,0.1167,1.0,BATS Stock Exchange
Barclays Capital,201512,NASDAQ,Limit,0.0,1.0,Credit Suisse ASE
Barclays Capital,201512,NASDAQ,Limit,0.0246,1.0,DirectEdge ECN (EDGA)
Barclays Capital,201512,NASDAQ,Limit,0.0,1.0,UBS Securities LLC
Barclays Capital,201512,NASDAQ,Limit,0.0,1.0,Level ATS
Barclays Capital,201512,NASDAQ,Limit,0.0583,1.0,Bats Y Exchange
Barclays Capital,201512,NASDAQ,Limit,0.0,1.0,Knight Match
Barclays Capital,201512,NASDAQ,Limit,0.0,1.0,BIDS TRADING L.P.
Barclays Capital,201512,Other,Limit,0.4582,1.0,Nasdaq Execution Services
Barclays Capital,201512,Other,Limit,0.1611,1.0,DirectEdge ECN (EDGX)
Barclays Capital,201512,Other,Limit,0.1688,1.0,BATS Stock Exchange
Barclays Capital,201512,Other,Limit,0.1423,1.0,NYSE Arca
Barclays Capital,201512,Other,Limit,0.0194,1.0,Barclays ATS
Barclays Capital,201512,Other,Limit,0.0083,1.0,DirectEdge ECN (EDGA)
Barclays Capital,201512,Other,Limit,0.0,1.0,Credit Suisse ASE
Barclays Capital,201512,Other,Limit,0.0,1.0,UBS Securities LLC
Barclays Capital,201512,Other,Limit,0.0,1.0,Level ATS
Barclays Capital,201512,Other,Limit,0.0,1.0,Knight Match
Barclays Capital,201512,Other,Limit,0.0126,1.0,Bats Y Exchange
Barclays Capital,201512,Other,Limit,0.0034,1.0,NYSE Amex
Barclays Capital,201512,Other,Limit,0.0,1.0,BIDS TRADING L.P.
Barclays Capital,201512,NYSE,Other,0.3957,1.0,Nasdaq Execution Services
Barclays Capital,201512,NYSE,Other,0.0985,1.0,New York Stock Exch
Barclays Capital,201512,NYSE,Other,0.1021,1.0,NYSE Arca
Barclays Capital,201512,NYSE,Other,0.0994,1.0,DirectEdge ECN (EDGX)
Barclays Capital,201512,NYSE,Other,0.0962,1.0,Barclays ATS
Barclays Capital,201512,NYSE,Other,0.092,1.0,BATS Stock Exchange
Barclays Capital,201512,NYSE,Other,0.0217,1.0,Credit Suisse ASE
Barclays Capital,201512,NYSE,Other,0.0169,1.0,DirectEdge ECN (EDGA)
Barclays Capital,201512,NYSE,Other,0.0197,1.0,UBS Securities LLC
Barclays Capital,201512,NYSE,Other,0.0151,1.0,Level ATS
Barclays Capital,201512,NYSE,Other,0.0132,1.0,Knight Match
Barclays Capital,201512,NYSE,Other,0.0058,1.0,Bats Y Exchange
Barclays Capital,201512,NASDAQ,Other,0.5136,1.0,Nasdaq Execution Services
Barclays Capital,201512,NASDAQ,Other,0.1201,1.0,DirectEdge ECN (EDGX)
Barclays Capital,201512,NASDAQ,Other,0.087,1.0,Barclays ATS
Barclays Capital,201512,NASDAQ,Other,0.0707,1.0,NYSE Arca
Barclays Capital,201512,NASDAQ,Other,0.0756,1.0,BATS Stock Exchange
Barclays Capital,201512,NASDAQ,Other,0.0249,1.0,Credit Suisse ASE
Barclays Capital,201512,NASDAQ,Other,0.0185,1.0,DirectEdge ECN (EDGA)
Barclays Capital,201512,NASDAQ,Other,0.0216,1.0,UBS Securities LLC
Barclays Capital,201512,NASDAQ,Other,0.0168,1.0,Level ATS
Barclays Capital,201512,NASDAQ,Other,0.0066,1.0,Bats Y Exchange
Barclays Capital,201512,NASDAQ,Other,0.015,1.0,Knight Match
Barclays Capital,201512,NASDAQ,Other,0.0124,1.0,BIDS TRADING L.P.
Barclays Capital,201512,Other,Other,0.3432,1.0,Nasdaq Execution Services
Barclays Capital,201512,Other,Other,0.1188,1.0,DirectEdge ECN (EDGX)
Barclays Capital,201512,Other,Other,0.1093,1.0,BATS Stock Exchange
Barclays Capital,201512,Other,Other,0.1185,1.0,NYSE Arca
Barclays Capital,201512,Other,Other,0.0932,1.0,Barclays ATS
Barclays Capital,201512,Other,Other,0.0394,1.0,DirectEdge ECN (EDGA)
Barclays Capital,201512,Other,Other,0.034,1.0,Credit Suisse ASE
Barclays Capital,201512,Other,Other,0.0309,1.0,UBS Securities LLC
Barclays Capital,201512,Other,Other,0.0209,1.0,Level ATS
Barclays Capital,201512,Other,Other,0.0197,1.0,Knight Match
Barclays Capital,201512,Other,Other,0.0124,1.0,Bats Y Exchange
Barclays Capital,201512,Other,Other,0.0147,1.0,NYSE Amex
Barclays Capital,201512,Other,Other,0.016,1.0,BIDS TRADING L.P.
Barclays Capital,201603,NYSE,Total,0.3581,1.0,Nasdaq Execution Services
Barclays Capital,201603,NYSE,Total,0.1373,1.0,New York Stock Exch
Barclays Capital,201603,NYSE,Total,0.1011,1.0,Barclays ATS
Barclays Capital,201603,NYSE,Total,0.0993,1.0,NYSE Arca
Barclays Capital,201603,NYSE,Total,0.0955,1.0,BATS Stock Exchange
Barclays Capital,201603,NYSE,Total,0.0847,1.0,DirectEdge ECN (EDGX)
Barclays Capital,201603,NYSE,Total,0.0234,1.0,Credit Suisse ASE
Barclays Capital,201603,NYSE,Total,0.0229,1.0,UBS Securities LLC
Barclays Capital,201603,NASDAQ,Total,0.4966,1.0,Nasdaq Execution Services
Barclays Capital,201603,NASDAQ,Total,0.1104,1.0,DirectEdge ECN (EDGX)
Barclays Capital,201603,NASDAQ,Total,0.0967,1.0,Barclays ATS
