MarketCenter,idate,Exchange,OrderCode,CoveredOrders,CoveredShares,CancelledShares,MktCtrExecShares,AwayExecShares,ExecShares_0_9,ExecShares_10_29,ExecShares_30_59,ExecShares_60_299,ExecShares_5_30,AvgRealSpread,AvgEffecSpread,PrImpShares,PrImp_AvgAmt,PrImp_AvgT,ATQShares,ATQ_AvgT,OTQShares,OTQ_AvgAmt,OTQ_AvgT,ExecShares,PrImp_TotalT,PrImp_TotalAmt,ATQ_TotalT,OTQ_TotalT,AvgRealSpread_T,AvgEffecSpread_T,PrImp_Pct,ATQ_Pct,OTQ_Pct,OrderType
BNYC,201501,NASDAQ,11,69050,14100114,21120,14076927,0,14033049,39172,3533,1173,0,0.021769924543900768,0.024588948305265763,13131073.0,0.006220033595122046,0.21051403796171106,594188.0,0.5772740277487934,351666.0,8.805299999999994,1.5244737904716403,14076927,2764275.1999999993,81675.71520000004,343009.3000000001,536105.6,306453.6385999994,346136.83029999986,0.932808204517932,0.042210064739271566,0.02498173074279635,Market
BNYC,201501,NASDAQ,12,11767,2468498,953,2464102,0,2450078,6963,3062,3032,517,0.03825505315932543,0.03513311908354443,2165767.0,0.0008007611622118168,0.7378257679611893,239990.0,10.288156173173883,58345.0,2.634100000000001,3.7681977890136262,2464102,1597958.700000001,1734.2620999999995,2469054.6,219855.5000000001,94264.3530000001,86571.589,0.8789274956962009,0.09739450720789967,0.02367799709589944,Limit
BNYC,201501,NASDAQ,13,3791,764376,140929,597709,0,323989,76411,49381,88102,44300,0.04967231311557969,0.0,0.0,,,0.0,,0.0,0.0,,597709,0.0,0.0,0.0,0.0,29689.58860000002,0.0,0.0,0.0,0.0,Other
BNYC,201501,NASDAQ,14,3568,763193,181719,555287,0,182551,100840,57987,115721,71120,0.014846819392494338,0.0,0.0,,,0.0,,0.0,0.0,,555287,0.0,0.0,0.0,0.0,8244.245800000002,0.0,0.0,0.0,0.0,Other
BNYC,201501,NASDAQ,15,11193,2347163,789232,1307881,0,152205,179851,152161,365817,290093,0.016627374967600247,0.0,0.0,,,0.0,,0.0,0.0,,1307881,0.0,0.0,0.0,0.0,21746.62779999998,0.0,0.0,0.0,0.0,Other
BNYC,201501,NYSE,11,133625,27197651,38824,27155475,0,27132247,20656,2214,358,0,0.009990602256082785,0.01428351499651546,25826805.0,0.004734271598829204,0.14086385056146128,690319.0,0.5506864217847115,638351.0,6.956699999999988,0.8358754039705429,27155475,3638063.200000001,122271.10940000007,380149.3000000002,533581.9,271299.54979999963,387875.6344000007,0.9510717452005536,0.025420987848675084,0.02350726695077144,Market
BNYC,201501,NYSE,12,15176,3165827,654,3158244,0,3150975,3297,1788,1884,300,0.022748698358961556,0.02149764565372406,2842007.0,0.00040014042892927366,0.09113981774147634,281789.0,3.1135416925430026,34448.0,2.2202,2.757080236878774,3158244,259019.99999999997,1137.2018999999984,877361.8000000002,94975.9,71845.94010000018,67894.81040000009,0.8998693577823627,0.08922331523466838,0.010907326982969015,Limit
BNYC,201501,NYSE,13,2835,561746,91942,450875,0,251410,57128,34446,66040,31473,0.0346822294427502,0.0,0.0,,,0.0,,0.0,0.0,,450875,0.0,0.0,0.0,0.0,15637.350199999995,0.0,0.0,0.0,0.0,Other
BNYC,201501,NYSE,14,5011,1077263,239663,799259,0,206761,162158,102349,194404,100968,0.013010633849603187,0.0,0.0,,,0.0,,0.0,0.0,,799259,0.0,0.0,0.0,0.0,10398.866199999997,0.0,0.0,0.0,0.0,Other
BNYC,201501,NYSE,15,15208,3130166,936645,1781334,0,108433,179896,172611,528830,504692,0.016728810879936048,0.0,0.0,,,0.0,,0.0,0.0,,1781334,0.0,0.0,0.0,0.0,29799.5996,0.0,0.0,0.0,0.0,Other
BNYC,201501,Other,11,85875,18616905,33488,18580600,0,18550916,24408,3811,1465,0,0.016638163019493453,0.01688770157045521,17774108.0,0.005202143691261466,0.1936450031697793,539603.0,1.1364143638934552,266889.0,4.4176999999999955,1.3112080303047329,18580600,3441867.2,92463.46379999995,613212.6,349946.9999999998,309147.05180000013,313783.62780000013,0.9565949431127091,0.029041204266815925,0.014363852620475119,Market
BNYC,201501,Other,12,10988,2273908,1125,2268583,0,2259916,5037,1890,692,1048,0.021374702446416982,0.025358181957636117,1825397.0,0.0005261830714085753,0.14690596073073425,401827.0,1.721434846339345,41359.0,1.5184000000000009,7.63203897579729,2268583,268161.7000000001,960.4929999999989,691719.0,315653.5000000001,48490.28659999997,57527.14050000001,0.804641928463715,0.17712686729998414,0.01823120423630081,Limit
BNYC,201501,Other,13,2231,486022,91060,367737,0,192985,42353,22578,57641,34130,0.04568054587925607,0.0,0.0,,,0.0,,0.0,0.0,,367737,0.0,0.0,0.0,0.0,16798.426899999988,0.0,0.0,0.0,0.0,Other
BNYC,201501,Other,14,2727,609221,151157,429275,0,124397,73641,52052,93667,62053,0.013432874031797808,0.0,0.0,,,0.0,,0.0,0.0,,429275,0.0,0.0,0.0,0.0,5766.3970000000045,0.0,0.0,0.0,0.0,Other
BNYC,201501,Other,15,7796,1707855,581530,895652,0,92602,98775,88154,233418,234206,0.018216358809001718,0.0,0.0,,,0.0,,0.0,0.0,,895652,0.0,0.0,0.0,0.0,16315.51820000001,0.0,0.0,0.0,0.0,Other
BNYC,201502,NASDAQ,11,68521,13997387,24694,13971740,0,13949358,20278,2004,100,0,0.014495686607394647,0.022733642695899028,13149633.0,0.006011354179998783,0.19253075732227695,533274.0,0.6170015789256555,288833.0,6.364099999999987,0.950092960291933,13971740,2531708.800000005,79047.10129999994,329030.9,274418.1999999999,202529.96440000008,317628.54500000033,0.941159297267198,0.03816804492496997,0.020672657807832097,Market
BNYC,201502,NASDAQ,12,11876,2483225,2026,2478154,0,2468165,4943,1715,1153,1385,0.027131331466890302,0.033184972080024085,2160693.0,0.0006154147303665994,0.1273816780079354,267197.0,25.583499066232037,50264.0,2.1106000000000003,20.085960130510898,2478154,275232.69999999995,1329.7222999999988,6835834.200000001,1009600.7,67235.61760000009,82237.4713,0.8718961775579726,0.10782098287677036,0.020282839565257043,Limit
BNYC,201502,NASDAQ,13,3867,774455,145460,597142,0,314063,73782,44615,89344,53871,0.021005670343067485,0.0,0.0,,,0.0,,0.0,0.0,,597142,0.0,0.0,0.0,0.0,12543.368000000004,0.0,0.0,0.0,0.0,Other
BNYC,201502,NASDAQ,14,3924,842415,199522,605119,0,168789,108378,67577,145375,84536,0.010673766151781705,0.0,0.0,,,0.0,,0.0,0.0,,605119,0.0,0.0,0.0,0.0,6458.8986999999925,0.0,0.0,0.0,0.0,Other
BNYC,201502,NASDAQ,15,11908,2511187,895179,1329246,0,137639,173628,141046,358879,317152,0.02219947616919668,0.0,0.0,,,0.0,,0.0,0.0,,1329246,0.0,0.0,0.0,0.0,29508.564900000016,0.0,0.0,0.0,0.0,Other
BNYC,201502,NYSE,11,131474,26775868,30256,26745625,0,26727080,15580,1915,1050,0,0.009394691329890395,0.013005597139719122,25516131.0,0.004933594383882097,0.13557949675050654,600366.0,0.4782514332923583,629128.0,8.08899999999999,0.8275306455919936,26745625,3459464.1999999993,125886.24059999989,287125.9,520622.6999999998,251266.8912999998,347842.82400000026,0.9540300890332531,0.022447260065898627,0.02352265090084827,Market
BNYC,201502,NYSE,12,14669,3074821,2081,3067402,0,3056520,3743,1959,3905,875,0.015941217616732332,0.021394589199589756,2737774.0,0.00031160844540126335,0.09767979387633892,294776.0,3.8380821369446627,34852.0,1.7213000000000012,106.91507517502585,3067402,267425.1999999999,853.1134999999983,1131374.5,3726204.2000000007,48898.12279999999,65625.80570000001,0.8925383761241598,0.09609956569109623,0.011362058184743964,Limit
BNYC,201502,NYSE,13,2794,557715,85897,456612,0,256390,64006,33500,60473,34173,0.030418470824244655,0.0,0.0,,,0.0,,0.0,0.0,,456612,0.0,0.0,0.0,0.0,13889.438800000002,0.0,0.0,0.0,0.0,Other
BNYC,201502,NYSE,14,4899,1047436,235634,773939,0,184422,146271,101021,206517,103076,0.010461930979056488,0.0,0.0,,,0.0,,0.0,0.0,,773939,0.0,0.0,0.0,0.0,8096.896399999999,0.0,0.0,0.0,0.0,Other
BNYC,201502,NYSE,15,14617,2996372,908895,1682451,0,98152,162891,172872,488300,486603,0.012637121199963613,0.0,0.0,,,0.0,,0.0,0.0,,1682451,0.0,0.0,0.0,0.0,21261.33719999998,0.0,0.0,0.0,0.0,Other
BNYC,201502,Other,11,81318,17581214,29906,17549078,0,17534350,12524,1784,420,0,0.013022829529847657,0.015385405284539732,16876420.0,0.005211090414910275,0.198861209901152,477575.0,0.6874840600952726,195083.0,4.012599999999992,0.9899417171152782,17549078,3356065.2999999993,87944.55050000008,328325.19999999984,193120.7999999998,228538.65119999985,269999.6774,0.9616698951363712,0.02721368039961985,0.011116424464008878,Market
BNYC,201502,Other,12,9212,1959826,1180,1954913,0,1947728,4005,1280,1250,450,0.017040135596827058,0.024776838304313292,1572370.0,0.00034911000591463816,0.1548462512004172,362410.0,2.8288424712342377,20133.0,1.4105000000000008,16.255848606765014,1954913,243475.6,548.9300999999996,1025200.8,327279.0000000001,33311.982599999974,48436.5633,0.8043171230637886,0.18538420891364474,0.010298668022566734,Limit
BNYC,201502,Other,13,2164,464892,92565,340258,0,158684,39621,26312,55655,40218,0.02279607151044209,0.0,0.0,,,0.0,,0.0,0.0,,340258,0.0,0.0,0.0,0.0,7756.545700000003,0.0,0.0,0.0,0.0,Other
BNYC,201502,Other,14,2894,658866,165638,459131,0,104745,82555,48950,117164,70840,0.003884650568138503,0.0,0.0,,,0.0,,0.0,0.0,,459131,0.0,0.0,0.0,0.0,1783.563499999999,0.0,0.0,0.0,0.0,Other
BNYC,201502,Other,15,7586,1684107,551910,853524,0,39071,76568,79103,228856,250916,0.008679149151049064,0.0,0.0,,,0.0,,0.0,0.0,,853524,0.0,0.0,0.0,0.0,7407.862100000002,0.0,0.0,0.0,0.0,Other
BNYC,201503,NASDAQ,11,76010,15606896,24435,15579601,0,15544063,33090,1948,500,0,0.02130718568466548,0.02396986906789205,14672973.0,0.006010593817626471,0.190680947889702,551885.0,0.5660170144142349,354743.0,10.065700000000014,1.703487595245008,15579601,2797856.400000004,88193.28080000012,312376.30000000005,604300.2999999999,331957.4514,373440.9961000001,0.9418067253455336,0.03542356444173378,0.022769710212732663,Market
BNYC,201503,NASDAQ,12,13399,2818453,1872,2808573,0,2795474,7723,2096,1525,1335,0.027634197473236425,0.034789924100245936,2469680.0,0.0006124550549058978,0.14759236014382435,289461.0,10.850906685183844,49432.0,2.8867999999999987,6.5295193396989815,2808573,364505.90000000026,1512.5679999999975,3140914.3000000007,322767.2000000001,77612.66090000005,97710.04150000004,0.8793362323144174,0.10306337061561156,0.01760039706997112,Limit
BNYC,201503,NASDAQ,13,4958,1034669,215492,781947,0,410345,92453,65879,118105,67998,0.022537582726195004,0.0,0.0,,,0.0,,0.0,0.0,,781947,0.0,0.0,0.0,0.0,17623.195200000006,0.0,0.0,0.0,0.0,Other
BNYC,201503,NASDAQ,14,4504,983907,259935,678556,0,152814,119690,82218,173235,110093,0.010124719109402913,0.0,0.0,,,0.0,,0.0,0.0,,678556,0.0,0.0,0.0,0.0,6870.188900000003,0.0,0.0,0.0,0.0,Other
BNYC,201503,NASDAQ,15,13031,2716005,935061,1438578,0,114172,152181,133385,410789,389192,0.014524575379298169,0.0,0.0,,,0.0,,0.0,0.0,,1438578,0.0,0.0,0.0,0.0,20894.734600000003,0.0,0.0,0.0,0.0,Other
BNYC,201503,NYSE,11,131712,27042283,39025,27000977,0,26973761,23555,2773,888,0,0.00961101063861504,0.0124729387532903,25632563.0,0.00498552124498826,0.1522110254834836,624158.0,0.5519251535668854,744256.0,7.469299999999992,0.8180402979619917,27000977,3901558.6999999993,127791.68740000002,344488.5000000001,608831.4,259506.67720000003,336781.5324,0.9493198338711966,0.023116126501644737,0.02756403962715868,Market
BNYC,201503,NYSE,12,15393,3288486,2498,3281033,0,3270692,6677,400,1664,925,0.019778575985063256,0.021987394092043595,2927204.0,0.00033717762752442156,0.12766271158416015,311339.0,6.759331147077623,42490.0,2.3489000000000004,13.76783478465521,3281033,373694.79999999993,986.987699999997,2104443.4000000004,584995.2999999999,64894.160500000056,72141.36560000008,0.8921592681329326,0.09489054209451718,0.012950189772550292,Limit
BNYC,201503,NYSE,13,3249,660176,122749,518259,0,264555,70254,40266,79119,47424,0.03362709919171687,0.0,0.0,,,0.0,,0.0,0.0,,518259,0.0,0.0,0.0,0.0,17427.546799999993,0.0,0.0,0.0,0.0,Other
BNYC,201503,NYSE,14,5638,1197844,281631,874561,0,176883,152592,124797,243159,135017,0.014981263285236837,0.0,0.0,,,0.0,,0.0,0.0,,874561,0.0,0.0,0.0,0.0,13102.028600000014,0.0,0.0,0.0,0.0,Other
BNYC,201503,NYSE,15,14608,3030266,893076,1644545,0,63694,127558,138374,462247,520330,0.01742314463879068,0.0,0.0,,,0.0,,0.0,0.0,,1644545,0.0,0.0,0.0,0.0,28653.145400000023,0.0,0.0,0.0,0.0,Other
BNYC,201503,Other,11,90727,19633353,44839,19586115,0,19555150,28110,2855,0,0,0.01348542396999098,0.015791143455453006,18859120.0,0.00531672138996942,0.2039646335566026,495308.0,0.9031138200877032,231687.0,4.611399999999996,1.6885669027610524,19586115,3846593.499999995,100268.68670000008,447319.50000000006,391219.0,264127.0646999999,309287.1517,0.9628821233817936,0.02528873132829048,0.01182914528991584,Market
BNYC,201503,Other,12,11573,2467061,2135,2458599,0,2444978,9921,1380,1980,340,0.02094276691725654,0.02458321300057472,2066578.0,0.00041181305520527115,0.18064771811177707,360339.0,2.1475832479970247,31682.0,1.290400000000001,4.522091408370684,2458599,373322.6,851.0437999999988,773857.9999999999,143268.9,51489.86580000002,60440.2629,0.8405510618038973,0.1465627375590733,0.012886200637029464,Limit
BNYC,201503,Other,13,2745,601921,126990,438025,0,204821,52267,34838,68074,51935,0.02701288465270247,0.0,0.0,,,0.0,,0.0,0.0,,438025,0.0,0.0,0.0,0.0,11832.3188,0.0,0.0,0.0,0.0,Other
BNYC,201503,Other,14,3569,790179,226049,523858,0,112131,89555,63110,124762,95628,0.011167611833741212,0.0,0.0,,,0.0,,0.0,0.0,,523858,0.0,0.0,0.0,0.0,5850.242800000004,0.0,0.0,0.0,0.0,Other
BNYC,201503,Other,15,8785,1938687,667087,959969,0,38637,81945,82325,271131,285607,0.019683083099558414,0.0,0.0,,,0.0,,0.0,0.0,,959969,0.0,0.0,0.0,0.0,18895.14959999999,0.0,0.0,0.0,0.0,Other
BNYC,201504,NASDAQ,11,65657,13444594,102243,13340680,0,13317652,21106,1922,0,0,0.020245389005657904,0.025020937096160028,12109459.0,0.006136096476316568,0.22864933933051826,830122.0,0.6294944598504798,401099.0,9.359600000000016,1.0488256016594413,13340680,2768819.7999999984,74304.80869999995,522557.2,420682.90000000026,270087.2562000003,333796.3151000002,0.9077092771882692,0.06222486409988096,0.030065858711849767,Market
BNYC,201504,NASDAQ,12,11332,2396270,2522,2387075,0,2373038,6010,2561,2414,2581,0.03311329581181985,0.03704108153283831,1994364.0,0.0009847811633182297,0.1793750288312463,331619.0,11.930328780920274,61092.0,3.117999999999999,12.890748379493225,2387075,357739.0999999997,1964.0120999999976,3956323.7000000007,787521.6000000002,79043.92059999987,88419.83970000003,0.8354844317836683,0.13892274017364348,0.025592828042688226,Limit
BNYC,201504,NASDAQ,13,4312,887842,185541,672614,0,348570,79452,50444,106750,62532,0.05138579898723486,0.0,0.0,,,0.0,,0.0,0.0,,672614,0.0,0.0,0.0,0.0,34562.80779999999,0.0,0.0,0.0,0.0,Other
BNYC,201504,NASDAQ,14,3905,831336,223349,571261,0,132846,93506,64823,145593,97226,0.013188000056016431,0.0,0.0,,,0.0,,0.0,0.0,,571261,0.0,0.0,0.0,0.0,7533.790100000004,0.0,0.0,0.0,0.0,Other
BNYC,201504,NASDAQ,15,11474,2338029,796849,1226439,0,109715,140627,125048,332863,321255,0.016273442380746204,0.0,0.0,,,0.0,,0.0,0.0,,1226439,0.0,0.0,0.0,0.0,19958.384399999995,0.0,0.0,0.0,0.0,Other
BNYC,201504,NYSE,11,119805,24666155,49529,24613978,0,24587437,21861,725,3955,0,0.010658992504177909,0.01297115333003061,22830806.0,0.004963279443572861,0.1749238025149003,1081635.0,0.6080319146477321,701537.0,12.145300000000004,1.5059148697787863,24613978,3993651.400000001,113315.67009999992,657668.5999999996,1056455.0000000005,262360.207,319271.6827000002,0.9275544976923276,0.04394393299612115,0.02850156931155135,Market
BNYC,201504,NYSE,12,14469,3146996,718,3138692,0,3128388,5880,650,2494,1280,0.016226212479593456,0.02088055154822456,2680344.0,0.0005156375077228891,0.15963995666227915,410215.0,3.3667479248686663,48133.0,2.2060000000000013,3.1078698605946027,3138692,427890.0,1382.0858999999994,1381090.5,149591.1,50929.083300000144,65537.62010000003,0.8539684683938404,0.13069616260531458,0.015335369000844937,Limit
BNYC,201504,NYSE,13,3008,628471,120280,483843,0,248201,63301,41394,72774,42950,0.030077840745861777,0.0,0.0,,,0.0,,0.0,0.0,,483843,0.0,0.0,0.0,0.0,14552.9527,0.0,0.0,0.0,0.0,Other
BNYC,201504,NYSE,14,5419,1170824,277974,846871,0,176522,162631,111829,223462,128115,0.009251755344084284,0.0,0.0,,,0.0,,0.0,0.0,,846871,0.0,0.0,0.0,0.0,7835.043300000001,0.0,0.0,0.0,0.0,Other
BNYC,201504,NYSE,15,14755,3122601,969302,1672686,0,78358,141792,144924,489058,498561,0.01602592835714534,0.0,0.0,,,0.0,,0.0,0.0,,1672686,0.0,0.0,0.0,0.0,26806.34600000001,0.0,0.0,0.0,0.0,Other
BNYC,201504,Other,11,81435,17574568,57953,17515428,0,17497372,16531,1525,0,0,0.013759092886568331,0.01566367880933314,16399441.0,0.005330464837185614,0.23037987697263546,842012.0,0.8017161275611276,273975.0,5.659099999999988,1.145363263071448,17515428,3778101.199999993,87416.64360000008,675054.6000000002,313800.9,240996.40079999977,274356.03840000037,0.9362854850021364,0.04807259063266967,0.015641924365193932,Market
BNYC,201504,Other,12,9796,2105391,1025,2100864,0,2092919,5222,400,1550,548,0.021745841234844326,0.02427534333493268,1712526.0,0.0004526476094377535,0.18006074068364525,355676.0,5.756125237575771,32662.0,1.5395000000000012,1.4100238809625865,2100864,308358.70000000024,775.1707999999983,2047315.6,46054.2,45685.05499999999,50999.1949,0.8151531941144214,0.1692998690062755,0.01554693687930299,Limit
BNYC,201504,Other,13,2517,542254,107388,392808,0,178612,50320,30168,67535,44745,0.029604366255269764,0.0,0.0,,,0.0,,0.0,0.0,,392808,0.0,0.0,0.0,0.0,11628.831900000005,0.0,0.0,0.0,0.0,Other
BNYC,201504,Other,14,3311,744256,204109,500524,0,109811,81218,52897,129638,89376,0.009622419903940669,0.0,0.0,,,0.0,,0.0,0.0,,500524,0.0,0.0,0.0,0.0,4816.2521,0.0,0.0,0.0,0.0,Other
BNYC,201504,Other,15,7826,1759362,621612,823545,0,29694,70922,66218,224316,247185,0.013040546539654784,0.0,0.0,,,0.0,,0.0,0.0,,823545,0.0,0.0,0.0,0.0,10739.476899999998,0.0,0.0,0.0,0.0,Other
BNYC,201505,NASDAQ,11,59844,12259611,8921,12248945,0,12228204,18300,2055,386,0,0.02151689865535356,0.025097047982499704,11102835.0,0.006177566459377265,0.2207341638419376,869937.0,0.6632075656053257,276173.0,9.859100000000014,1.1259482281033992,12248945,2450774.999999999,68588.50109999996,576948.8000000003,310956.5000000001,263559.3081999997,307412.36039999983,0.906431941689672,0.07102138184145655,0.0225466764688714,Market
BNYC,201505,NASDAQ,12,9795,2140912,4300,2128924,0,2119725,3936,2020,1846,810,0.02229585889397646,0.032325007797366176,1813919.0,0.0007942079001322537,1.025456925033588,270313.0,9.528936825087957,44692.0,2.8103999999999987,1.1910252394164504,2128924,1860095.8000000003,1440.6287999999975,2575795.5000000005,53229.3,47466.189099999945,68817.4849,0.8520355822941542,0.12697165328588528,0.020992764419960504,Limit
BNYC,201505,NASDAQ,13,3653,739752,148833,563149,0,287395,69105,47709,84940,55744,0.048939979472572975,0.0,0.0,,,0.0,,0.0,0.0,,563149,0.0,0.0,0.0,0.0,27560.5005,0.0,0.0,0.0,0.0,Other
BNYC,201505,NASDAQ,14,3491,768515,198569,535867,0,132540,91156,62757,136890,78744,0.018708997008586067,0.0,0.0,,,0.0,,0.0,0.0,,535867,0.0,0.0,0.0,0.0,10025.534099999992,0.0,0.0,0.0,0.0,Other
BNYC,201505,NASDAQ,15,9805,2056905,660916,1104541,0,96747,117404,110560,319851,282532,0.0127565844998058,0.0,0.0,,,0.0,,0.0,0.0,,1104541,0.0,0.0,0.0,0.0,14090.170599999998,0.0,0.0,0.0,0.0,Other
BNYC,201505,NYSE,11,103128,21143617,18090,21121693,0,21097777,20650,2232,690,344,0.011240825141242243,0.01267642725893235,19785614.0,0.0051952976086564705,0.2015397550968096,1013280.0,0.7280373638086218,322799.0,11.14460000000001,1.2097063497718383,21121693,3987587.8000000077,102792.15309999997,737705.7000000003,390491.9999999997,237425.2577000003,267747.60490000056,0.9367437543950669,0.047973427130107424,0.01528281847482586,Market
BNYC,201505,NYSE,12,12362,2656189,3995,2648248,0,2635732,5927,2102,2362,1600,0.02345058385770516,0.023765176788578743,2277739.0,0.0005823173331097185,0.187757464749034,321154.0,11.476851292526328,49355.0,2.109400000000001,42.282469861209606,2648248,427662.5,1326.366899999997,3685836.7000000007,2086851.3000000003,62102.96179999997,62936.08190000008,0.8600927858720179,0.12127036440695885,0.018636849721023103,Limit
BNYC,201505,NYSE,13,2597,534436,105846,411570,0,222302,46859,30853,60075,38651,0.03472093811502296,0.0,0.0,,,0.0,,0.0,0.0,,411570,0.0,0.0,0.0,0.0,14290.096499999998,0.0,0.0,0.0,0.0,Other
BNYC,201505,NYSE,14,4321,935905,215941,678601,0,141988,117516,92489,180594,107280,0.016441686351773708,0.0,0.0,,,0.0,,0.0,0.0,,678601,0.0,0.0,0.0,0.0,11157.344799999993,0.0,0.0,0.0,0.0,Other
BNYC,201505,NYSE,15,12639,2647771,785870,1454744,0,79506,120535,139076,419666,425142,0.021945800910675668,0.0,0.0,,,0.0,,0.0,0.0,,1454744,0.0,0.0,0.0,0.0,31925.522199999967,0.0,0.0,0.0,0.0,Other
BNYC,201505,Other,11,72272,15536528,11065,15521500,0,15502207,17635,786,580,292,0.014149731688303309,0.015604871649002981,14224566.0,0.005636106261519685,0.2411530024887933,1045941.0,0.7510162619115229,250993.0,6.487599999999991,2.1882917053463644,15521500,3430296.8000000035,80171.16550000003,785518.7000000002,549245.9,219625.06039999975,242211.01529999968,0.9164427407144928,0.06738659279064524,0.016170666494861964,Market
BNYC,201505,Other,12,7690,1759173,2789,1750349,0,1744509,2493,545,1360,1142,0.025171616174831383,0.02647589577849901,1430033.0,0.0006540839267345575,0.22404671780301572,294389.0,4.412115941832067,25927.0,1.6307000000000011,14.119767038222705,1750349,320394.2,935.3615999999997,1298878.4,366083.2,44059.113199999934,46342.05769999996,0.8169987813858837,0.1681887440733248,0.01481247454079158,Limit
BNYC,201505,Other,13,2179,495626,140558,322144,0,151030,34955,26071,54437,39081,0.017829000695341216,0.0,0.0,,,0.0,,0.0,0.0,,322144,0.0,0.0,0.0,0.0,5743.505600000001,0.0,0.0,0.0,0.0,Other
BNYC,201505,Other,14,2747,633520,182150,414606,0,82156,63407,46811,108944,80337,0.01491240599508931,0.0,0.0,,,0.0,,0.0,0.0,,414606,0.0,0.0,0.0,0.0,6182.772999999997,0.0,0.0,0.0,0.0,Other
BNYC,201505,Other,15,6628,1505156,515174,714046,0,33835,58182,54818,185984,223027,0.014286020788576647,0.0,0.0,,,0.0,,0.0,0.0,,714046,0.0,0.0,0.0,0.0,10200.876000000002,0.0,0.0,0.0,0.0,Other
BNYC,201506,NASDAQ,11,57297,11671787,1123,11669604,0,11645919,21139,1878,668,0,0.017354822091649378,0.025585543956761526,10895446.0,0.005773901105103911,0.2302260871193341,575221.0,0.7746179294566786,198937.0,7.853299999999996,1.4666844277334032,11669604,2508415.9,62909.2277,445576.50000000006,291777.8,202523.90129999997,298573.1661000001,0.9336603024404256,0.049292246763472006,0.017047450796102422,Market
BNYC,201506,NASDAQ,12,8748,1919078,4114,1914014,0,1910445,790,925,991,863,0.0180345643239809,0.03468993675072391,1642867.0,0.0007932440666225543,0.19086152439607107,234345.0,4.066682455354286,36802.0,2.113800000000001,3.0900874952448234,1914014,313560.1000000001,1303.194499999996,953006.7,113721.4,34518.40859999998,66397.02460000008,0.8583359369367204,0.12243640851111852,0.01922765455216106,Limit
BNYC,201506,NASDAQ,13,3315,686437,143412,525603,0,257191,62033,48209,80120,57946,0.022627003841302284,0.0,0.0,,,0.0,,0.0,0.0,,525603,0.0,0.0,0.0,0.0,11892.821100000005,0.0,0.0,0.0,0.0,Other
BNYC,201506,NASDAQ,14,3119,678546,181390,467846,0,97620,76896,49852,127161,87031,0.014943439935363338,0.0,0.0,,,0.0,,0.0,0.0,,467846,0.0,0.0,0.0,0.0,6991.228599999997,0.0,0.0,0.0,0.0,Other
BNYC,201506,NASDAQ,15,8808,1873181,609797,999206,0,55817,94989,97045,297972,275216,0.013519875080814156,0.0,0.0,,,0.0,,0.0,0.0,,999206,0.0,0.0,0.0,0.0,13509.140299999988,0.0,0.0,0.0,0.0,Other
BNYC,201506,NYSE,11,96815,19981953,2870,19977634,0,19949977,23405,2676,1463,113,0.01123151251544602,0.011416996652356327,19104793.0,0.004850052340268745,0.2004069135949289,673727.0,0.7224911573975807,199114.0,8.661199999999994,2.1402874735076387,19977634,3828732.600000002,92659.24599999994,486761.79999999993,426161.2,224379.04629999996,228084.58049999995,0.9563090904558568,0.03372406362034664,0.00996684592379658,Market
BNYC,201506,NYSE,12,10787,2301933,1126,2300354,0,2294856,1159,892,2997,450,0.01704902436755385,0.021108877764031062,1993379.0,0.00045574950874871056,0.18383358107013265,280430.0,3.634995185964411,26545.0,1.1946000000000008,2.8154756074590312,2300354,366449.99999999994,908.4814999999958,1019361.6999999995,74736.79999999997,39218.79139999997,48557.89139999991,0.8665531479068004,0.12190732382928887,0.011539528263910684,Limit
BNYC,201506,NYSE,13,2147,449448,94586,345755,0,168096,47412,24801,57872,33604,0.026940370204335446,0.0,0.0,,,0.0,,0.0,0.0,,345755,0.0,0.0,0.0,0.0,9314.767700000002,0.0,0.0,0.0,0.0,Other
BNYC,201506,NYSE,14,3980,848693,210795,599369,0,110398,88365,75993,167283,114906,0.019842547412361997,0.0,0.0,,,0.0,,0.0,0.0,,599369,0.0,0.0,0.0,0.0,11893.007799999996,0.0,0.0,0.0,0.0,Other
BNYC,201506,NYSE,15,10518,2199890,663721,1172384,0,42796,92751,82349,313418,373160,0.014784275885716616,0.0,0.0,,,0.0,,0.0,0.0,,1172384,0.0,0.0,0.0,0.0,17332.84849999999,0.0,0.0,0.0,0.0,Other
BNYC,201506,Other,11,65631,14169326,1477,14166442,0,14135288,24252,3521,2981,400,0.010623771056980988,0.014258061424315287,13249502.0,0.0052084326716581525,0.2889597586384753,731863.0,0.9118503053167052,185077.0,5.434399999999995,3.466523663123996,14166442,3828572.8999999966,69009.13910000003,667349.4999999999,641573.7999999998,150501.03649999987,201986.0001999999,0.9352737970479814,0.0516617369414282,0.01306446601059038,Market
BNYC,201506,Other,12,7147,1591079,2651,1587218,0,1580798,2154,2197,1205,864,0.021363377053435623,0.02370874662459724,1300444.0,0.0006047643727834478,0.22355887681438025,257308.0,3.9932505013446926,29466.0,1.243800000000001,1.5341003190117424,1587218,290725.7999999999,786.4621999999981,1027495.3000000002,45203.8,33908.33659999998,37630.949399999976,0.8193228655420994,0.16211257684829686,0.018564557609603717,Limit
