MarketCenter,idate,Exchange,OrderCode,CoveredOrders,CoveredShares,CancelledShares,MktCtrExecShares,AwayExecShares,ExecShares_0_9,ExecShares_10_29,ExecShares_30_59,ExecShares_60_299,ExecShares_5_30,AvgRealSpread,AvgEffecSpread,PrImpShares,PrImp_AvgAmt,PrImp_AvgT,ATQShares,ATQ_AvgT,OTQShares,OTQ_AvgAmt,OTQ_AvgT,ExecShares,PrImp_TotalT,PrImp_TotalAmt,ATQ_TotalT,OTQ_TotalT,AvgRealSpread_T,AvgEffecSpread_T,PrImp_Pct,ATQ_Pct,OTQ_Pct,OrderType
G1ES,201302,NASDAQ,13,1336,257344,77859,171125,0,94602,17443,10319,21918,16513,0.02538603944485026,0.0,0.0,,,0.0,,0.0,0.0,,171125,0.0,0.0,0.0,0.0,4344.1860000000015,0.0,0.0,0.0,0.0,Other
G1ES,201302,NASDAQ,14,1371,283764,51564,217997,0,36225,32239,25020,65031,43076,0.0017387954880113028,0.0,0.0,,,0.0,,0.0,0.0,,217997,0.0,0.0,0.0,0.0,379.0522,0.0,0.0,0.0,0.0,Other
G1ES,201302,NASDAQ,15,2841,577041,136640,308285,0,15599,18057,18583,73180,103278,0.031124849733201437,0.0,0.0,,,0.0,,0.0,0.0,,308285,0.0,0.0,0.0,0.0,9595.324300000006,0.0,0.0,0.0,0.0,Other
G1ES,201302,NYSE,11,419077,85060227,1135,85053265,0,85044206,7624,1235,200,0,0.007438650364568596,0.010183940132104295,80776741.0,0.004369695881887586,0.007215608017659445,2602673.0,0.07001628710176043,1673851.0,17.359599999999975,0.12802579202091466,85053265,582853.3000000004,352969.79250000016,182229.5000000001,214296.10000000003,632681.5006999993,866177.3588000017,0.9497194610929988,0.030600506635459563,0.01968003227154184,Market
G1ES,201302,NYSE,12,49788,9557260,134306,9422446,0,9381088,23692,8829,6326,2391,0.009795530194601285,0.017155416449189557,6924095.0,0.0024753531833402067,0.12850111097551378,2196601.0,1.0293459758963963,301750.0,13.296999999999972,2.021966528583264,9422446,889753.9000000001,17139.580600000005,2261062.4,610128.4,92297.8543000001,161645.98510000034,0.7348511203990981,0.2331242864114053,0.032024593189496665,Limit
G1ES,201302,NYSE,13,2034,492378,255979,228070,0,112691,22731,14518,32798,29607,0.02940849300653308,0.0,0.0,,,0.0,,0.0,0.0,,228070,0.0,0.0,0.0,0.0,6707.195,0.0,0.0,0.0,0.0,Other
G1ES,201302,NYSE,14,13684,4013720,3498285,498274,0,103757,86045,84126,128531,68129,0.006072690728394414,0.0,0.0,,,0.0,,0.0,0.0,,498274,0.0,0.0,0.0,0.0,3025.863899999998,0.0,0.0,0.0,0.0,Other
G1ES,201302,NYSE,15,5778,1150485,261150,641642,0,22833,34701,43987,166545,222161,0.01394168710901094,0.0,0.0,,,0.0,,0.0,0.0,,641642,0.0,0.0,0.0,0.0,8945.571999999996,0.0,0.0,0.0,0.0,Other
G1ES,201302,Other,11,234537,49854347,5478,49846156,0,49800234,33362,5685,5520,1255,0.01299848544991115,0.014617963987032426,46985817.0,0.0048642592614703386,0.03340466124064629,1864878.0,0.9912939613207944,995461.0,18.806999999999963,0.3540939323589773,49846156,1569545.2999999996,228551.1955000005,1848642.3000000003,352486.6999999999,647924.5335000014,728649.3133000002,0.9426166583437248,0.03741267430932889,0.019970667346946476,Market
G1ES,201302,Other,12,38141,7616162,99326,7513360,0,7457463,29185,11997,10317,3730,0.016028324637712026,0.020949566478912208,5464720.0,0.0023615363275703016,0.12387871656736298,1784001.0,4.304848708044449,264639.0,6.045999999999983,3.1152672130713914,7513360,676962.4999999998,12905.13479999998,7679854.400000002,824421.2,120426.57320000006,157401.63479999985,0.7273337095520512,0.2374438333847972,0.035222457063151504,Limit
G1ES,201302,Other,13,3203,723059,492971,206599,0,88434,16926,15557,34541,31060,0.021529363162454816,0.0,0.0,,,0.0,,0.0,0.0,,206599,0.0,0.0,0.0,0.0,4447.944900000002,0.0,0.0,0.0,0.0,Other
G1ES,201302,Other,14,10465,2819022,2515282,276918,0,57466,40735,32730,66286,52458,0.007835263146491016,0.0,0.0,,,0.0,,0.0,0.0,,276918,0.0,0.0,0.0,0.0,2169.725399999999,0.0,0.0,0.0,0.0,Other
G1ES,201302,Other,15,3191,667502,181293,321081,0,17654,16400,24722,64868,106207,0.015298749536721263,0.0,0.0,,,0.0,,0.0,0.0,,321081,0.0,0.0,0.0,0.0,4912.1378,0.0,0.0,0.0,0.0,Other
G1ES,201303,NASDAQ,11,147746,30636877,4462,30629931,0,30627939,1240,310,442,0,0.018897986015704717,0.022405665951385937,28981177.0,0.005576169132123245,0.011762275907565787,955275.0,0.04875370966475623,693479.0,9.5452,0.08762038937011793,30629931,340884.5999999997,161603.94460000016,46573.2,60762.9,578844.0077000004,686284.0021000006,0.9461718016929258,0.03118763147066835,0.022640566836405862,Market
G1ES,201303,NASDAQ,12,28623,5445850,84318,5361032,0,5318395,25138,10862,5764,743,0.017628871362827137,0.031754843283905064,3419621.0,0.006401510839943961,0.19144115678316392,1708576.0,0.2818640200962673,232835.0,5.905099999999992,6.680957759786974,5361032,654656.1999999997,21890.740900000008,481586.1,1555560.8,94508.94349999988,170238.7310000001,0.6378661794967835,0.3187028169203243,0.04343100358289225,Limit
G1ES,201303,NASDAQ,13,3316,653325,337263,293695,0,142515,29158,19554,42152,39471,0.02420903318068064,0.0,0.0,,,0.0,,0.0,0.0,,293695,0.0,0.0,0.0,0.0,7110.071999999999,0.0,0.0,0.0,0.0,Other
G1ES,201303,NASDAQ,14,2106,439252,94554,323433,0,53896,49466,34086,94404,64585,0.007208602709061844,0.0,0.0,,,0.0,,0.0,0.0,,323433,0.0,0.0,0.0,0.0,2331.4999999999995,0.0,0.0,0.0,0.0,Other
G1ES,201303,NASDAQ,15,5239,1099158,317218,534024,0,25710,29003,39902,128034,163681,-0.0019969454556349533,0.0,0.0,,,0.0,,0.0,0.0,,534024,0.0,0.0,0.0,0.0,-1066.4168000000006,0.0,0.0,0.0,0.0,Other
G1ES,201303,NYSE,11,375583,76427240,486,76423941,0,76420847,2786,100,208,0,0.007942630372856594,0.009892207923430707,72737723.0,0.004340948810014301,0.0075106379120501235,2234089.0,0.0689669928100447,1452129.0,13.936499999999974,0.08773118641663376,76423941,546306.7000000003,315750.73209999985,154078.39999999994,127396.99999999994,607007.1150000003,756001.514700001,0.951766188032622,0.0292328421011421,0.019000969866236027,Market
G1ES,201303,NYSE,12,51321,9832455,147976,9682808,0,9619630,29260,18125,13219,2074,0.008007969723245559,0.015511288316364443,6101986.0,0.0028990006860061656,0.2083134409026833,3241271.0,1.6881701036414416,339551.0,8.990399999999969,4.525455675288837,9682808,1271125.700000001,17689.661600000018,5471816.799999999,1536623.0,77539.6332999999,150192.82660000015,0.6301876480458974,0.33474494175656483,0.035067410197537736,Limit
G1ES,201303,NYSE,13,2724,568932,215802,340113,0,170931,35009,23069,53931,38618,0.02735779755551833,0.0,0.0,,,0.0,,0.0,0.0,,340113,0.0,0.0,0.0,0.0,9304.742600000009,0.0,0.0,0.0,0.0,Other
G1ES,201303,NYSE,14,21230,6275050,5525560,720639,0,151859,142326,113096,180578,97795,0.007647478140927691,0.0,0.0,,,0.0,,0.0,0.0,,720639,0.0,0.0,0.0,0.0,5511.070999999992,0.0,0.0,0.0,0.0,Other
G1ES,201303,NYSE,15,9654,1939618,551999,1003847,0,38358,60408,67733,243331,349498,0.011658103575544884,0.0,0.0,,,0.0,,0.0,0.0,,1003847,0.0,0.0,0.0,0.0,11702.952300000004,0.0,0.0,0.0,0.0,Other
G1ES,201303,Other,11,198250,42194486,3340,42190417,0,42164932,17243,4137,2351,1555,0.012317161051051021,0.014442779577172691,39886080.0,0.0048592706528192255,0.0292356431115818,1556213.0,0.5490622427649686,748124.0,18.218799999999987,3.812274302121037,42190417,1166095.200000001,193817.25799999986,854457.8,2852053.899999998,519666.16100000095,609346.8929999996,0.9453824549778684,0.03688546145443408,0.017732083567697374,Market
G1ES,201303,Other,12,35802,7018085,141586,6873027,0,6814532,28130,13828,14160,1174,0.010707825038370995,0.01893095892101106,4463257.0,0.0031012089825882823,0.6669021523967812,2173495.0,3.057832661220753,236275.0,5.2492999999999865,4.362449687863719,6873027,2976555.7000000007,13841.49270000003,6646184.000000001,1030737.8,73595.1705999999,130112.99179999989,0.6493873805529936,0.3162354811060687,0.034377138340937696,Limit
G1ES,201303,Other,13,5563,1457472,1115348,305558,0,114373,30690,24667,53374,52650,0.02038245864942172,0.0,0.0,,,0.0,,0.0,0.0,,305558,0.0,0.0,0.0,0.0,6228.023300000003,0.0,0.0,0.0,0.0,Other
G1ES,201303,Other,14,13591,3722434,3256937,421789,0,75426,64241,59080,102796,80411,0.0032287143571785907,0.0,0.0,,,0.0,,0.0,0.0,,421789,0.0,0.0,0.0,0.0,1361.8362000000004,0.0,0.0,0.0,0.0,Other
G1ES,201303,Other,15,5740,1217436,409117,523329,0,29164,27162,33160,125882,167719,0.006331323316689884,0.0,0.0,,,0.0,,0.0,0.0,,523329,0.0,0.0,0.0,0.0,3313.3651000000004,0.0,0.0,0.0,0.0,Other
G1ES,201304,NASDAQ,11,158424,32483371,3642,32476230,0,32474649,756,475,350,0,0.013357834893397392,0.02368447413693036,30673574.0,0.006027549420879359,0.008343986911991409,947872.0,0.05223057543634583,854784.0,9.481299999999994,0.11561985250074873,32476230,255939.9,184886.48320000016,49507.9,98830.0,433812.1182999992,769182.4295000017,0.9444930646198774,0.02918663896640712,0.02632029641371551,Market
G1ES,201304,NASDAQ,12,28908,5559441,88000,5469977,0,5414521,31328,17435,5175,1218,0.020378774755360075,0.036880191635175086,3398109.0,0.0063965624410517756,0.18607554966600545,1749556.0,1.6227030172226558,322312.0,5.442099999999992,3.0399411129588723,5469977,632305.0,21736.21640000001,2839009.8000000007,979809.5,111471.42920000023,201733.8000000001,0.6212291203418223,0.31984704871702385,0.058923830941153874,Limit
G1ES,201304,NASDAQ,13,3082,639262,244112,369123,0,193926,42602,23951,50402,34648,0.029860688442605844,0.0,0.0,,,0.0,,0.0,0.0,,369123,0.0,0.0,0.0,0.0,11022.266899999995,0.0,0.0,0.0,0.0,Other
G1ES,201304,NASDAQ,14,2519,525787,121811,377402,0,81866,60182,44437,101199,62158,0.0052246821691458965,0.0,0.0,,,0.0,,0.0,0.0,,377402,0.0,0.0,0.0,0.0,1971.8055,0.0,0.0,0.0,0.0,Other
G1ES,201304,NASDAQ,15,5856,1212264,349965,633800,0,46543,49535,43025,150260,194532,0.014565500473335437,0.0,0.0,,,0.0,,0.0,0.0,,633800,0.0,0.0,0.0,0.0,9231.6142,0.0,0.0,0.0,0.0,Other
G1ES,201304,NYSE,11,397239,80201422,0,80196722,0,80191837,3915,740,230,0,0.009075908231012238,0.010488537787118012,76118067.0,0.004548013686422174,0.00689351977369578,2272113.0,0.06953487788679524,1806542.0,16.644299999999983,0.07798074996318938,80196722,524721.4000000003,346186.0105,157991.1,140875.50000000006,727858.0893000001,841146.3490999985,0.9491418739035244,0.028331744033128936,0.02252638206334668,Market
G1ES,201304,NYSE,12,49610,9472886,166937,9303517,0,9234208,41748,14852,10233,2176,0.010346306391443159,0.01775063348623969,5905332.0,0.002397507743849129,0.29631629517188884,2975331.0,0.6813226830897134,422854.0,11.357999999999965,4.8731396652272405,9303517,1749846.1000000006,14158.079200000064,2027160.5,2060626.6,96257.03740000007,165143.32040000014,0.634741893845091,0.3198071224032804,0.04545098375162855,Limit
G1ES,201304,NYSE,13,4042,845596,388513,436557,0,222776,38742,30961,71084,46794,0.03659811983314893,0.0,0.0,,,0.0,,0.0,0.0,,436557,0.0,0.0,0.0,0.0,15977.165399999998,0.0,0.0,0.0,0.0,Other
G1ES,201304,NYSE,14,34910,8832247,7922286,870175,0,181946,168451,122869,244532,109778,0.005353398569253308,0.0,0.0,,,0.0,,0.0,0.0,,870175,0.0,0.0,0.0,0.0,4658.3935999999985,0.0,0.0,0.0,0.0,Other
G1ES,201304,NYSE,15,11602,2309179,622660,1252370,0,45091,84418,88435,353463,409029,0.01200495660228207,0.0,0.0,,,0.0,,0.0,0.0,,1252370,0.0,0.0,0.0,0.0,15034.647499999995,0.0,0.0,0.0,0.0,Other
G1ES,201304,Other,11,211636,44619866,3780,44613803,0,44580787,22005,7641,2507,663,0.012502007571513221,0.015129926960048662,42018849.0,0.005033787593753471,0.0645889562562744,1485745.0,0.789974659177719,1109209.0,18.368999999999982,0.3820873252921677,44613803,2713953.599999999,211513.96080000047,1173700.9,423814.7,557762.1028999992,675003.5808,0.9418351759880232,0.033302361603201595,0.02486246240877515,Market
G1ES,201304,Other,12,38178,7430494,118004,7311162,0,7250311,38656,10395,8500,2857,0.014625022424615988,0.02011878698625469,4642228.0,0.0024132423698276016,0.2548982945258182,2348672.0,2.3911956203335327,320262.0,5.925899999999988,2.5993074420318374,7311162,1183296.0,11202.821300000049,5616134.199999998,832459.4000000003,106925.90820000027,147091.71089999983,0.6349507780021835,0.3212446940718863,0.04380452792593025,Limit
G1ES,201304,Other,13,4851,993242,590497,370524,0,155244,39815,28732,62155,49637,0.02079917819088642,0.0,0.0,,,0.0,,0.0,0.0,,370524,0.0,0.0,0.0,0.0,7706.5947,0.0,0.0,0.0,0.0,Other
G1ES,201304,Other,14,18556,5175002,4626100,505335,0,104316,74059,59539,133475,92083,0.005283439896306411,0.0,0.0,,,0.0,,0.0,0.0,,505335,0.0,0.0,0.0,0.0,2669.907100000001,0.0,0.0,0.0,0.0,Other
G1ES,201304,Other,15,6544,1377067,438253,655806,0,41346,43570,45561,161964,201745,0.014390623599052157,0.0,0.0,,,0.0,,0.0,0.0,,655806,0.0,0.0,0.0,0.0,9437.457299999998,0.0,0.0,0.0,0.0,Other
G1ES,201305,NASDAQ,11,163405,33760223,2780,33756214,0,33752122,3112,375,355,250,0.022831684948436442,0.025249670448824618,32015993.0,0.006248163616227679,0.017063531341976503,891590.0,0.09845354927713408,848631.0,10.258399999999991,0.12970761143535878,33756214,546305.9000000003,200041.16260000013,87780.19999999997,110073.89999999997,770711.2430999994,852333.2790999998,0.9484473880868276,0.026412618429306086,0.025139993483866408,Market
G1ES,201305,NASDAQ,12,34879,6735329,85705,6649074,0,6593697,35550,12432,6239,1156,0.020986054283649157,0.03672404441580896,4078015.0,0.0059418374380673005,0.20289285350838585,2181337.0,0.2578133044091765,389722.0,8.295099999999984,4.178914200378732,6649074,827400.1,24230.902200000026,562377.6999999997,1628614.8,139537.8279000002,244180.88890000051,0.6133207421063445,0.3280662841171568,0.0586129737764988,Limit
G1ES,201305,NASDAQ,13,3763,727392,257233,441932,0,231194,47538,29460,62761,43771,0.044373802983264425,0.0,0.0,,,0.0,,0.0,0.0,,441932,0.0,0.0,0.0,0.0,19610.20350000001,0.0,0.0,0.0,0.0,Other
G1ES,201305,NASDAQ,14,3025,652041,157798,464110,0,95023,72542,55452,130050,77502,0.010394038266790204,0.0,0.0,,,0.0,,0.0,0.0,,464110,0.0,0.0,0.0,0.0,4823.977100000002,0.0,0.0,0.0,0.0,Other
G1ES,201305,NASDAQ,15,7272,1509187,444062,784098,0,50447,64357,67687,189941,240528,0.0316667879525263,0.0,0.0,,,0.0,,0.0,0.0,,784098,0.0,0.0,0.0,0.0,24829.86509999997,0.0,0.0,0.0,0.0,Other
G1ES,201305,NYSE,11,400315,81381072,1000,81374310,0,81359653,11457,2405,695,100,0.00843258399733283,0.011443164825606516,77660090.0,0.004481842226811733,0.009116275811681394,1929435.0,0.1384367444355471,1784785.0,17.446199999999973,0.12138980325361318,81374310,707970.8,348060.2706999996,267104.69999999984,216654.7,686195.7043000009,931179.6419000006,0.9543563564471392,0.02371061579508324,0.02193302775777761,Market
G1ES,201305,NYSE,12,58585,11288215,147777,11137923,0,11045291,59105,15481,16387,1609,0.009135105333373209,0.018516845645278758,7323292.0,0.0021928296454654587,0.2644255343088873,3268113.0,0.5578829740587304,546518.0,11.851699999999946,3.633629084494929,11137923,1936465.4,16058.731800000027,1823224.6,1985843.7,101746.09980000011,206239.20100000012,0.6575096631571254,0.29342212188035416,0.04906821496252039,Limit
G1ES,201305,NYSE,13,2747,586728,278971,298492,0,156883,31564,17421,44085,33335,0.015195245433713474,0.0,0.0,,,0.0,,0.0,0.0,,298492,0.0,0.0,0.0,0.0,4535.659200000003,0.0,0.0,0.0,0.0,Other
G1ES,201305,NYSE,14,38894,9930619,9331331,573689,0,133117,131095,84171,132690,67035,0.003977463922090192,0.0,0.0,,,0.0,,0.0,0.0,,573689,0.0,0.0,0.0,0.0,2281.827300000001,0.0,0.0,0.0,0.0,Other
G1ES,201305,NYSE,15,7047,1425892,390434,775860,0,26966,50263,56321,206063,250279,0.008793385404583309,0.0,0.0,,,0.0,,0.0,0.0,,775860,0.0,0.0,0.0,0.0,6822.436000000007,0.0,0.0,0.0,0.0,Other
G1ES,201305,Other,11,212925,45194405,8523,45182849,0,45133980,32317,11045,4679,828,0.012969322895065813,0.015909420379843688,42683257.0,0.005358443248602136,0.026770175949787527,1509145.0,0.8942128821286229,990447.0,17.70869999999997,0.2351528148401681,45182849,1142638.3,228715.8102999999,1349496.9000000006,232906.4,585990.9580000015,718832.9387,0.9446783003878308,0.033400837561172826,0.021920862050996387,Market
G1ES,201305,Other,12,43015,8520087,145426,8372041,0,8303973,44270,12833,9036,1130,0.013916495260833077,0.022312739115826128,5579077.0,0.002574589381003356,0.20880778307953085,2384629.0,1.5059916238542763,408335.0,9.163799999999966,4.4480078856821,8372041,1164954.6999999995,14363.83240000006,3591231.3,1816277.3,116509.4689000002,186803.16670000012,0.6663938936753893,0.28483245602834484,0.04877365029626587,Limit
G1ES,201305,Other,13,7586,1405750,1051787,324756,0,153221,26799,20750,44655,50362,0.006841772900269738,0.0,0.0,,,0.0,,0.0,0.0,,324756,0.0,0.0,0.0,0.0,2221.9067999999993,0.0,0.0,0.0,0.0,Other
G1ES,201305,Other,14,16275,4509246,4117325,358848,0,74598,60861,38860,89422,64585,0.015429648207597646,0.0,0.0,,,0.0,,0.0,0.0,,358848,0.0,0.0,0.0,0.0,5536.898400000001,0.0,0.0,0.0,0.0,Other
G1ES,201305,Other,15,4826,1024361,314718,489762,0,34056,34851,35814,117944,149850,0.020992045524152517,0.0,0.0,,,0.0,,0.0,0.0,,489762,0.0,0.0,0.0,0.0,10281.106199999987,0.0,0.0,0.0,0.0,Other
G1ES,201306,NASDAQ,11,132018,27203484,3011,27198689,0,27192127,4406,1456,700,0,0.022780160554797327,0.0257454383481498,25958397.0,0.00626383019721903,0.015108194084557684,526643.0,0.408617982200466,713649.0,9.391899999999998,0.1266866484784537,27198689,392184.5,162598.99099999983,215195.8,90409.8,619590.5022999999,700242.1708000001,0.9543988315025036,0.019362808258883358,0.02623836023861297,Market
G1ES,201306,NASDAQ,12,26243,5005235,75637,4928873,0,4879467,35032,9022,3952,1150,0.02495091259198601,0.038334782271728235,2982238.0,0.005496681485515245,0.3745968296292917,1610923.0,0.9716117405984024,335712.0,8.14249999999998,2.244309705938423,4928873,1117136.8999999994,16392.412400000012,1565191.7000000004,753441.7,122979.87939999989,188947.2733,0.6050547457806278,0.3268339435810174,0.06811131063835485,Limit
G1ES,201306,NASDAQ,13,1199,239728,69939,160494,0,86063,14191,10328,24089,18303,0.03273103854349697,0.0,0.0,,,0.0,,0.0,0.0,,160494,0.0,0.0,0.0,0.0,5253.135300000002,0.0,0.0,0.0,0.0,Other
G1ES,201306,NASDAQ,14,1321,253760,71337,173164,0,41723,26743,20767,46816,28875,0.012110677739021969,0.0,0.0,,,0.0,,0.0,0.0,,173164,0.0,0.0,0.0,0.0,2097.1334,0.0,0.0,0.0,0.0,Other
G1ES,201306,NASDAQ,15,2165,459222,115714,263631,0,11346,14548,19269,68635,91474,0.013366129172972831,0.0,0.0,,,0.0,,0.0,0.0,,263631,0.0,0.0,0.0,0.0,3523.726000000001,0.0,0.0,0.0,0.0,Other
G1ES,201306,NYSE,11,336080,68211934,206,68206848,0,68197833,7547,1358,110,0,0.010800944748245812,0.01222618241646353,65131806.0,0.0049298571960372135,0.006318590336647511,1216472.0,0.13737776126372,1858570.0,15.259999999999964,0.09662751470216348,68206848,411541.2000000004,321090.5024999997,167116.2,179588.99999999997,736698.3967000005,833909.3657000009,0.9549159345407664,0.017835042018068334,0.02724902344116532,Market
G1ES,201306,NYSE,12,45175,8589968,139092,8449471,0,8365592,55560,17280,9725,1314,0.010554285126252288,0.020143454767760027,5354820.0,0.0025958949133677704,0.1957901479414808,2607346.0,0.6303492900443594,487305.0,11.679099999999954,2.8280711258862525,8449471,1048421.0,13900.550000000005,1643538.7000000004,1378133.2000000002,89178.12610000005,170201.5369000001,0.6337461836368218,0.3085809750693268,0.05767284129385141,Limit
G1ES,201306,NYSE,13,2858,654588,362859,283667,0,149585,25469,18619,43150,33765,0.029927688099073906,0.0,0.0,,,0.0,,0.0,0.0,,283667,0.0,0.0,0.0,0.0,8489.497499999998,0.0,0.0,0.0,0.0,Other
G1ES,201306,NYSE,14,21758,6181719,5726312,440999,0,115015,97155,63598,104942,45441,0.0055003623590983205,0.0,0.0,,,0.0,,0.0,0.0,,440999,0.0,0.0,0.0,0.0,2425.6543,0.0,0.0,0.0,0.0,Other
G1ES,201306,NYSE,15,4748,954872,250372,557851,0,19495,36377,48513,156761,188763,0.010689039008624165,0.0,0.0,,,0.0,,0.0,0.0,,557851,0.0,0.0,0.0,0.0,5962.891099999999,0.0,0.0,0.0,0.0,Other
G1ES,201306,Other,11,186946,39634551,5308,39627009,0,39584507,27743,9770,4689,200,0.01677455195268461,0.018839828741553537,37288966.0,0.005676542302084757,0.03672027001231407,1141665.0,0.8460509869357472,1196378.0,17.526999999999965,0.2192280366238764,39627009,1369260.8999999987,211672.39290000024,965906.7999999998,262279.6,664725.3212000005,746566.0631000006,0.9409987516342704,0.02881027432577614,0.030190974039953408,Market
G1ES,201306,Other,12,37156,7307875,143362,7161659,0,7097826,39858,8010,11611,3545,0.018030121065524075,0.023666961063072145,4325716.0,0.0031237977943998274,0.4262627736078837,2371384.0,2.445831421650816,464559.0,6.762699999999984,3.4776168366127873,7161659,1843891.7000000004,13512.662100000043,5800005.499999997,1615558.1999999997,129125.57880000008,169494.7047000002,0.604010327774612,0.33112216038211256,0.06486751184327542,Limit
G1ES,201306,Other,13,3893,776827,524646,233658,0,97973,20561,20564,35272,39129,0.036242025096508576,0.0,0.0,,,0.0,,0.0,0.0,,233658,0.0,0.0,0.0,0.0,8468.2391,0.0,0.0,0.0,0.0,Other
G1ES,201306,Other,14,12355,3384919,3129592,235398,0,65785,40674,28844,52273,34426,0.017107041266280938,0.0,0.0,,,0.0,,0.0,0.0,,235398,0.0,0.0,0.0,0.0,4026.9633,0.0,0.0,0.0,0.0,Other
G1ES,201306,Other,15,2533,527666,162532,269982,0,27979,17457,20578,63753,77626,0.017274890177863704,0.0,0.0,,,0.0,,0.0,0.0,,269982,0.0,0.0,0.0,0.0,4663.909399999999,0.0,0.0,0.0,0.0,Other
G1ES,201307,NASDAQ,11,144429,29930655,4934,29924422,0,29917988,4554,943,937,0,0.020354059202881167,0.027502530488308127,28058439.0,0.0062756572202751545,0.01402328903614346,736993.0,0.24976234509690046,1128990.0,14.905999999999981,0.0970330118070134,29924422,393471.6,176085.1453,184073.09999999995,109549.30000000003,609083.4569999998,822997.3283999985,0.9376434739491376,0.02462847903962857,0.03772804701123384,Market
G1ES,201307,NASDAQ,12,30240,5870152,94581,5774921,0,5710287,41317,13308,8566,1443,0.021495935217122442,0.04211753133938974,3520413.0,0.0065306595845430635,0.20094287232776387,1848076.0,0.5489531274687838,406432.0,11.879399999999974,3.7792531099913402,5774921,707401.9000000001,22990.6189,1014507.1,1536009.4,124137.32769999992,243225.4161999999,0.6096036638423279,0.3200175379022501,0.07037879825542202,Limit
G1ES,201307,NASDAQ,13,2489,446444,256149,183916,0,108891,17917,10633,23912,13431,0.0392217153483112,0.0,0.0,,,0.0,,0.0,0.0,,183916,0.0,0.0,0.0,0.0,7213.501000000004,0.0,0.0,0.0,0.0,Other
G1ES,201307,NASDAQ,14,1748,399999,179164,211019,0,64404,28605,20930,54424,32437,0.0039306342082940345,0.0,0.0,,,0.0,,0.0,0.0,,211019,0.0,0.0,0.0,0.0,829.4384999999987,0.0,0.0,0.0,0.0,Other
G1ES,201307,NASDAQ,15,1848,391961,123027,206303,0,18354,13502,16416,52800,61024,-0.005096787249821861,0.0,0.0,,,0.0,,0.0,0.0,,206303,0.0,0.0,0.0,0.0,-1051.4824999999996,0.0,0.0,0.0,0.0,Other
G1ES,201307,NYSE,11,345771,70469323,850,70464924,0,70442592,15400,5602,1330,0,0.010079649270607298,0.012155382814292114,66556720.0,0.004527808993592234,0.010512406560900231,1577302.0,0.20949323591804225,2330902.0,17.403300000000012,0.10798605003556562,70464924,699671.2999999996,301356.1154000001,330434.09999999986,251704.9,710261.7197999988,856528.1261999998,0.9445368876009858,0.022384214875474786,0.03307889752353951,Market
G1ES,201307,NYSE,12,52404,9881756,169711,9710555,0,9627114,44411,20664,15039,2755,0.0062310694702825895,0.020306526321101116,5715908.0,0.0028668901423885788,0.27805186857451164,3452070.0,1.0843473046606815,542577.0,14.216199999999967,3.0260580525897702,9710555,1589318.8999999997,16386.88030000002,3743242.7999999993,1641869.4999999998,60507.14279999994,197187.6407,0.5886283533742407,0.3554966734651109,0.05587497316064839,Limit
G1ES,201307,NYSE,13,3158,698833,475107,215756,0,125494,15461,16302,29621,19974,0.009883942509130684,0.0,0.0,,,0.0,,0.0,0.0,,215756,0.0,0.0,0.0,0.0,2132.5199,0.0,0.0,0.0,0.0,Other
G1ES,201307,NYSE,14,22051,6970418,6457098,503045,0,168173,101390,71719,102457,44868,0.002902666759435041,0.0,0.0,,,0.0,,0.0,0.0,,503045,0.0,0.0,0.0,0.0,1460.172,0.0,0.0,0.0,0.0,Other
G1ES,201307,NYSE,15,3906,799339,226415,436866,0,26847,24546,32635,112894,145095,0.003210288738423226,0.0,0.0,,,0.0,,0.0,0.0,,436866,0.0,0.0,0.0,0.0,1402.4660000000008,0.0,0.0,0.0,0.0,Other
G1ES,201307,Other,11,180819,38500672,3266,38494890,0,38434312,45223,8777,5854,300,0.014721290485568318,0.01823497840622481,35913843.0,0.005374001164397805,0.06144428486809391,1411921.0,0.8993035729336132,1169126.0,20.210300000000032,0.3368731856104473,38494890,2206700.4000000004,193001.0341,1269745.6,393847.19999999984,566694.4578999991,701953.4878999994,0.9329509189401504,0.03667814091688533,0.03037094014296443,Market
G1ES,201307,Other,12,37054,7356093,150955,7202678,0,7139782,37496,14905,8168,1177,0.01691199388616289,0.023478204023559032,4385088.0,0.003433100954872521,0.3298174859888787,2417366.0,2.002627322465857,400224.0,8.140899999999977,3.0760581574318384,7202678,1446278.7000000004,15054.449800000031,4841083.199999998,1231112.3,121811.64629999998,169105.9436000001,0.6088135551804481,0.3356204456175884,0.055565999201963485,Limit
G1ES,201307,Other,13,4808,1068672,876813,182225,0,95655,14787,10504,25995,23994,0.041729626560570734,0.0,0.0,,,0.0,,0.0,0.0,,182225,0.0,0.0,0.0,0.0,7604.181200000003,0.0,0.0,0.0,0.0,Other
G1ES,201307,Other,14,14252,3715893,3471113,233914,0,92543,31680,27898,43953,26218,0.01416854442230905,0.0,0.0,,,0.0,,0.0,0.0,,233914,0.0,0.0,0.0,0.0,3314.2208999999993,0.0,0.0,0.0,0.0,Other
G1ES,201307,Other,15,1934,393858,132795,182892,0,25035,12657,13517,45774,50680,0.024060239376243898,0.0,0.0,,,0.0,,0.0,0.0,,182892,0.0,0.0,0.0,0.0,4400.425299999999,0.0,0.0,0.0,0.0,Other
