Broker,Exchange,OrderType,Quarter,Rebate,MarketCenter,MktShare,Rebate_Dummy,Obs_id
AXA,NASDAQ,Limit,2014Q1,0.0,CDRG,0.1997,0,AXA-CDRG-NASDAQ-Limit
AXA,NASDAQ,Limit,2014Q1,0.0,FBCO,0.1205,0,AXA-FBCO-NASDAQ-Limit
AXA,NASDAQ,Limit,2014Q1,0.0,G1ES,0.0293,0,AXA-G1ES-NASDAQ-Limit
AXA,NASDAQ,Limit,2014Q2,0.0,CDRG,0.1906,0,AXA-CDRG-NASDAQ-Limit
AXA,NASDAQ,Limit,2014Q2,0.0,FBCO,0.1436,0,AXA-FBCO-NASDAQ-Limit
AXA,NASDAQ,Limit,2014Q2,0.0,G1ES,0.0653,0,AXA-G1ES-NASDAQ-Limit
AXA,NASDAQ,Limit,2014Q3,0.0,CDRG,0.1613,0,AXA-CDRG-NASDAQ-Limit
AXA,NASDAQ,Limit,2014Q3,0.0,FBCO,0.0588,0,AXA-FBCO-NASDAQ-Limit
AXA,NASDAQ,Limit,2014Q3,0.0,G1ES,0.2372,0,AXA-G1ES-NASDAQ-Limit
AXA,NASDAQ,Limit,2014Q3,0.0,UBSS,0.09300000000000001,0,AXA-UBSS-NASDAQ-Limit
AXA,NASDAQ,Limit,2014Q4,0.0,CDRG,0.1575,0,AXA-CDRG-NASDAQ-Limit
AXA,NASDAQ,Limit,2014Q4,0.0,FBCO,0.1172,0,AXA-FBCO-NASDAQ-Limit
AXA,NASDAQ,Limit,2014Q4,0.0,G1ES,0.1905,0,AXA-G1ES-NASDAQ-Limit
AXA,NASDAQ,Limit,2014Q4,0.0,UBSS,0.044000000000000004,0,AXA-UBSS-NASDAQ-Limit
AXA,NASDAQ,Limit,2015Q1,0.0,CDRG,0.0998,0,AXA-CDRG-NASDAQ-Limit
AXA,NASDAQ,Limit,2015Q1,0.0,G1ES,0.2524,0,AXA-G1ES-NASDAQ-Limit
AXA,NASDAQ,Limit,2015Q1,0.0,UBSS,0.0607,0,AXA-UBSS-NASDAQ-Limit
AXA,NASDAQ,Limit,2015Q2,0.0,CDRG,0.2035,0,AXA-CDRG-NASDAQ-Limit
AXA,NASDAQ,Limit,2015Q2,0.0,G1ES,0.2694,0,AXA-G1ES-NASDAQ-Limit
AXA,NASDAQ,Limit,2015Q2,0.0,UBSS,0.0698,0,AXA-UBSS-NASDAQ-Limit
AXA,NASDAQ,Limit,2015Q3,0.0,CDRG,0.2124,0,AXA-CDRG-NASDAQ-Limit
AXA,NASDAQ,Limit,2015Q3,0.0,G1ES,0.2934,0,AXA-G1ES-NASDAQ-Limit
AXA,NASDAQ,Limit,2015Q4,0.0,CDRG,0.1887,0,AXA-CDRG-NASDAQ-Limit
AXA,NASDAQ,Limit,2015Q4,0.0,G1ES,0.3006,0,AXA-G1ES-NASDAQ-Limit
AXA,NASDAQ,Limit,2016Q1,0.0,CDRG,0.3247,0,AXA-CDRG-NASDAQ-Limit
AXA,NASDAQ,Limit,2016Q1,0.0,G1ES,0.1753,0,AXA-G1ES-NASDAQ-Limit
AXA,NASDAQ,Limit,2016Q2,0.0,CDRG,0.1537,0,AXA-CDRG-NASDAQ-Limit
AXA,NASDAQ,Limit,2016Q2,0.0,G1ES,0.3243,0,AXA-G1ES-NASDAQ-Limit
AXA,NASDAQ,Limit,2016Q2,0.0,SGMA,0.0788,0,AXA-SGMA-NASDAQ-Limit
AXA,NASDAQ,Limit,2016Q2,0.0,UBSS,0.0284,0,AXA-UBSS-NASDAQ-Limit
AXA,NASDAQ,Limit,2016Q2,0.0,VRTU,0.2623,0,AXA-VRTU-NASDAQ-Limit
AXA,NASDAQ,Limit,2016Q3,0.0,CDRG,0.1648,0,AXA-CDRG-NASDAQ-Limit
AXA,NASDAQ,Limit,2016Q3,0.0,G1ES,0.3481,0,AXA-G1ES-NASDAQ-Limit
AXA,NASDAQ,Limit,2016Q3,0.0,SGMA,0.1103,0,AXA-SGMA-NASDAQ-Limit
AXA,NASDAQ,Limit,2016Q3,0.0,VRTU,0.235,0,AXA-VRTU-NASDAQ-Limit
AXA,NASDAQ,Limit,2016Q4,0.0,CDRG,0.1616,0,AXA-CDRG-NASDAQ-Limit
AXA,NASDAQ,Limit,2016Q4,0.0,G1ES,0.2545,0,AXA-G1ES-NASDAQ-Limit
AXA,NASDAQ,Limit,2016Q4,0.0,SGMA,0.0707,0,AXA-SGMA-NASDAQ-Limit
AXA,NASDAQ,Limit,2016Q4,0.0,UBSS,0.0525,0,AXA-UBSS-NASDAQ-Limit
AXA,NASDAQ,Limit,2016Q4,0.0,VRTU,0.3899,0,AXA-VRTU-NASDAQ-Limit
AXA,NASDAQ,Limit,2017Q1,0.0,CDRG,0.125,0,AXA-CDRG-NASDAQ-Limit
AXA,NASDAQ,Limit,2017Q1,0.0,G1ES,0.2855,0,AXA-G1ES-NASDAQ-Limit
AXA,NASDAQ,Limit,2017Q1,0.0,SGMA,0.1723,0,AXA-SGMA-NASDAQ-Limit
AXA,NASDAQ,Limit,2017Q1,0.0,VRTU,0.3243,0,AXA-VRTU-NASDAQ-Limit
AXA,NASDAQ,Limit,2017Q2,0.0,CDRG,0.2178,0,AXA-CDRG-NASDAQ-Limit
AXA,NASDAQ,Limit,2017Q2,0.0,G1ES,0.27399999999999997,0,AXA-G1ES-NASDAQ-Limit
AXA,NASDAQ,Limit,2017Q2,0.0,SGMA,0.2214,0,AXA-SGMA-NASDAQ-Limit
AXA,NASDAQ,Limit,2017Q2,0.0,VRTU,0.1996,0,AXA-VRTU-NASDAQ-Limit
AXA,NASDAQ,Limit,2017Q3,0.0,CDRG,0.3174,0,AXA-CDRG-NASDAQ-Limit
AXA,NASDAQ,Limit,2017Q3,0.0,G1ES,0.1132,0,AXA-G1ES-NASDAQ-Limit
AXA,NASDAQ,Limit,2017Q3,0.0,SGMA,0.1691,0,AXA-SGMA-NASDAQ-Limit
AXA,NASDAQ,Limit,2017Q3,0.0,UBSS,0.0303,0,AXA-UBSS-NASDAQ-Limit
AXA,NASDAQ,Limit,2017Q3,0.0,VRTU,0.327,0,AXA-VRTU-NASDAQ-Limit
AXA,NASDAQ,Market,2014Q1,0.0,CDRG,0.2162,0,AXA-CDRG-NASDAQ-Market
AXA,NASDAQ,Market,2014Q1,0.0,FBCO,0.1146,0,AXA-FBCO-NASDAQ-Market
AXA,NASDAQ,Market,2014Q1,0.0,G1ES,0.0382,0,AXA-G1ES-NASDAQ-Market
AXA,NASDAQ,Market,2014Q2,0.0,CDRG,0.2186,0,AXA-CDRG-NASDAQ-Market
AXA,NASDAQ,Market,2014Q2,0.0,FBCO,0.0985,0,AXA-FBCO-NASDAQ-Market
AXA,NASDAQ,Market,2014Q2,0.0,G1ES,0.0579,0,AXA-G1ES-NASDAQ-Market
AXA,NASDAQ,Market,2014Q3,0.0,CDRG,0.2196,0,AXA-CDRG-NASDAQ-Market
AXA,NASDAQ,Market,2014Q3,0.0,FBCO,0.0864,0,AXA-FBCO-NASDAQ-Market
AXA,NASDAQ,Market,2014Q3,0.0,G1ES,0.2146,0,AXA-G1ES-NASDAQ-Market
AXA,NASDAQ,Market,2014Q3,0.0,UBSS,0.0679,0,AXA-UBSS-NASDAQ-Market
AXA,NASDAQ,Market,2014Q4,0.0,CDRG,0.19699999999999998,0,AXA-CDRG-NASDAQ-Market
AXA,NASDAQ,Market,2014Q4,0.0,FBCO,0.0952,0,AXA-FBCO-NASDAQ-Market
AXA,NASDAQ,Market,2014Q4,0.0,G1ES,0.1811,0,AXA-G1ES-NASDAQ-Market
AXA,NASDAQ,Market,2014Q4,0.0,UBSS,0.0575,0,AXA-UBSS-NASDAQ-Market
AXA,NASDAQ,Market,2015Q1,0.0,CDRG,0.17800000000000002,0,AXA-CDRG-NASDAQ-Market
AXA,NASDAQ,Market,2015Q1,0.0,G1ES,0.1997,0,AXA-G1ES-NASDAQ-Market
AXA,NASDAQ,Market,2015Q1,0.0,UBSS,0.0548,0,AXA-UBSS-NASDAQ-Market
AXA,NASDAQ,Market,2015Q2,0.0,CDRG,0.1249,0,AXA-CDRG-NASDAQ-Market
AXA,NASDAQ,Market,2015Q2,0.0,G1ES,0.2629,0,AXA-G1ES-NASDAQ-Market
AXA,NASDAQ,Market,2015Q2,0.0,UBSS,0.0538,0,AXA-UBSS-NASDAQ-Market
AXA,NASDAQ,Market,2015Q3,0.0,CDRG,0.1328,0,AXA-CDRG-NASDAQ-Market
AXA,NASDAQ,Market,2015Q3,0.0,G1ES,0.2626,0,AXA-G1ES-NASDAQ-Market
AXA,NASDAQ,Market,2015Q4,0.0,CDRG,0.1536,0,AXA-CDRG-NASDAQ-Market
AXA,NASDAQ,Market,2015Q4,0.0,G1ES,0.2522,0,AXA-G1ES-NASDAQ-Market
AXA,NASDAQ,Market,2016Q1,0.0,CDRG,0.1678,0,AXA-CDRG-NASDAQ-Market
AXA,NASDAQ,Market,2016Q1,0.0,G1ES,0.2276,0,AXA-G1ES-NASDAQ-Market
AXA,NASDAQ,Market,2016Q2,0.0,CDRG,0.1458,0,AXA-CDRG-NASDAQ-Market
AXA,NASDAQ,Market,2016Q2,0.0,G1ES,0.28600000000000003,0,AXA-G1ES-NASDAQ-Market
AXA,NASDAQ,Market,2016Q2,0.0,SGMA,0.0676,0,AXA-SGMA-NASDAQ-Market
AXA,NASDAQ,Market,2016Q2,0.0,UBSS,0.0493,0,AXA-UBSS-NASDAQ-Market
AXA,NASDAQ,Market,2016Q2,0.0,VRTU,0.233,0,AXA-VRTU-NASDAQ-Market
AXA,NASDAQ,Market,2016Q3,0.0,CDRG,0.157,0,AXA-CDRG-NASDAQ-Market
AXA,NASDAQ,Market,2016Q3,0.0,G1ES,0.3583,0,AXA-G1ES-NASDAQ-Market
AXA,NASDAQ,Market,2016Q3,0.0,SGMA,0.0929,0,AXA-SGMA-NASDAQ-Market
AXA,NASDAQ,Market,2016Q3,0.0,VRTU,0.2127,0,AXA-VRTU-NASDAQ-Market
AXA,NASDAQ,Market,2016Q4,0.0,CDRG,0.1384,0,AXA-CDRG-NASDAQ-Market
AXA,NASDAQ,Market,2016Q4,0.0,G1ES,0.3659,0,AXA-G1ES-NASDAQ-Market
AXA,NASDAQ,Market,2016Q4,0.0,SGMA,0.105,0,AXA-SGMA-NASDAQ-Market
AXA,NASDAQ,Market,2016Q4,0.0,UBSS,0.0675,0,AXA-UBSS-NASDAQ-Market
AXA,NASDAQ,Market,2016Q4,0.0,VRTU,0.2041,0,AXA-VRTU-NASDAQ-Market
AXA,NASDAQ,Market,2017Q1,0.0,CDRG,0.1428,0,AXA-CDRG-NASDAQ-Market
AXA,NASDAQ,Market,2017Q1,0.0,G1ES,0.3674,0,AXA-G1ES-NASDAQ-Market
AXA,NASDAQ,Market,2017Q1,0.0,SGMA,0.1882,0,AXA-SGMA-NASDAQ-Market
AXA,NASDAQ,Market,2017Q1,0.0,VRTU,0.1928,0,AXA-VRTU-NASDAQ-Market
AXA,NASDAQ,Market,2017Q2,0.0,CDRG,0.2126,0,AXA-CDRG-NASDAQ-Market
AXA,NASDAQ,Market,2017Q2,0.0,G1ES,0.3361,0,AXA-G1ES-NASDAQ-Market
AXA,NASDAQ,Market,2017Q2,0.0,SGMA,0.1914,0,AXA-SGMA-NASDAQ-Market
AXA,NASDAQ,Market,2017Q2,0.0,VRTU,0.1726,0,AXA-VRTU-NASDAQ-Market
AXA,NASDAQ,Market,2017Q3,0.0,CDRG,0.2642,0,AXA-CDRG-NASDAQ-Market
AXA,NASDAQ,Market,2017Q3,0.0,G1ES,0.3408,0,AXA-G1ES-NASDAQ-Market
AXA,NASDAQ,Market,2017Q3,0.0,SGMA,0.1754,0,AXA-SGMA-NASDAQ-Market
AXA,NASDAQ,Market,2017Q3,0.0,UBSS,0.0534,0,AXA-UBSS-NASDAQ-Market
AXA,NASDAQ,Market,2017Q3,0.0,VRTU,0.1341,0,AXA-VRTU-NASDAQ-Market
AXA,NASDAQ,Other,2014Q1,0.0,CDRG,0.3879,0,AXA-CDRG-NASDAQ-Other
AXA,NASDAQ,Other,2014Q1,0.0,FBCO,0.0663,0,AXA-FBCO-NASDAQ-Other
AXA,NASDAQ,Other,2014Q1,0.0,G1ES,0.0793,0,AXA-G1ES-NASDAQ-Other
AXA,NASDAQ,Other,2014Q2,0.0,CDRG,0.4125,0,AXA-CDRG-NASDAQ-Other
AXA,NASDAQ,Other,2014Q2,0.0,FBCO,0.0634,0,AXA-FBCO-NASDAQ-Other
AXA,NASDAQ,Other,2014Q2,0.0,G1ES,0.0615,0,AXA-G1ES-NASDAQ-Other
AXA,NASDAQ,Other,2014Q3,0.0,CDRG,0.35,0,AXA-CDRG-NASDAQ-Other
AXA,NASDAQ,Other,2014Q3,0.0,FBCO,0.0555,0,AXA-FBCO-NASDAQ-Other
AXA,NASDAQ,Other,2014Q3,0.0,G1ES,0.1849,0,AXA-G1ES-NASDAQ-Other
AXA,NASDAQ,Other,2014Q3,0.0,UBSS,0.0341,0,AXA-UBSS-NASDAQ-Other
AXA,NASDAQ,Other,2014Q4,0.0,CDRG,0.3326,0,AXA-CDRG-NASDAQ-Other
AXA,NASDAQ,Other,2014Q4,0.0,FBCO,0.0668,0,AXA-FBCO-NASDAQ-Other
AXA,NASDAQ,Other,2014Q4,0.0,G1ES,0.1358,0,AXA-G1ES-NASDAQ-Other
AXA,NASDAQ,Other,2014Q4,0.0,UBSS,0.0524,0,AXA-UBSS-NASDAQ-Other
AXA,NASDAQ,Other,2015Q1,0.0,CDRG,0.2004,0,AXA-CDRG-NASDAQ-Other
AXA,NASDAQ,Other,2015Q1,0.0,G1ES,0.1535,0,AXA-G1ES-NASDAQ-Other
AXA,NASDAQ,Other,2015Q1,0.0,UBSS,0.0546,0,AXA-UBSS-NASDAQ-Other
AXA,NASDAQ,Other,2015Q2,0.0,CDRG,0.1925,0,AXA-CDRG-NASDAQ-Other
AXA,NASDAQ,Other,2015Q2,0.0,G1ES,0.1574,0,AXA-G1ES-NASDAQ-Other
AXA,NASDAQ,Other,2015Q2,0.0,UBSS,0.0592,0,AXA-UBSS-NASDAQ-Other
AXA,NASDAQ,Other,2015Q3,0.0,CDRG,0.2045,0,AXA-CDRG-NASDAQ-Other
AXA,NASDAQ,Other,2015Q3,0.0,G1ES,0.1915,0,AXA-G1ES-NASDAQ-Other
AXA,NASDAQ,Other,2015Q4,0.0,CDRG,0.1981,0,AXA-CDRG-NASDAQ-Other
AXA,NASDAQ,Other,2015Q4,0.0,G1ES,0.1691,0,AXA-G1ES-NASDAQ-Other
AXA,NASDAQ,Other,2016Q1,0.0,CDRG,0.2574,0,AXA-CDRG-NASDAQ-Other
AXA,NASDAQ,Other,2016Q1,0.0,G1ES,0.1587,0,AXA-G1ES-NASDAQ-Other
AXA,NASDAQ,Other,2016Q2,0.0,CDRG,0.2141,0,AXA-CDRG-NASDAQ-Other
AXA,NASDAQ,Other,2016Q2,0.0,G1ES,0.2279,0,AXA-G1ES-NASDAQ-Other
AXA,NASDAQ,Other,2016Q2,0.0,SGMA,0.0807,0,AXA-SGMA-NASDAQ-Other
AXA,NASDAQ,Other,2016Q2,0.0,UBSS,0.0381,0,AXA-UBSS-NASDAQ-Other
AXA,NASDAQ,Other,2016Q2,0.0,VRTU,0.121,0,AXA-VRTU-NASDAQ-Other
AXA,NASDAQ,Other,2016Q3,0.0,CDRG,0.2059,0,AXA-CDRG-NASDAQ-Other
AXA,NASDAQ,Other,2016Q3,0.0,G1ES,0.2535,0,AXA-G1ES-NASDAQ-Other
AXA,NASDAQ,Other,2016Q3,0.0,SGMA,0.1172,0,AXA-SGMA-NASDAQ-Other
AXA,NASDAQ,Other,2016Q3,0.0,VRTU,0.139,0,AXA-VRTU-NASDAQ-Other
AXA,NASDAQ,Other,2016Q4,0.0,CDRG,0.2419,0,AXA-CDRG-NASDAQ-Other
AXA,NASDAQ,Other,2016Q4,0.0,G1ES,0.2203,0,AXA-G1ES-NASDAQ-Other
AXA,NASDAQ,Other,2016Q4,0.0,SGMA,0.1466,0,AXA-SGMA-NASDAQ-Other
AXA,NASDAQ,Other,2016Q4,0.0,UBSS,0.0393,0,AXA-UBSS-NASDAQ-Other
AXA,NASDAQ,Other,2016Q4,0.0,VRTU,0.1176,0,AXA-VRTU-NASDAQ-Other
AXA,NASDAQ,Other,2017Q1,0.0,CDRG,0.2206,0,AXA-CDRG-NASDAQ-Other
AXA,NASDAQ,Other,2017Q1,0.0,G1ES,0.2418,0,AXA-G1ES-NASDAQ-Other
AXA,NASDAQ,Other,2017Q1,0.0,SGMA,0.2688,0,AXA-SGMA-NASDAQ-Other
AXA,NASDAQ,Other,2017Q1,0.0,VRTU,0.1301,0,AXA-VRTU-NASDAQ-Other
AXA,NASDAQ,Other,2017Q2,0.0,CDRG,0.2594,0,AXA-CDRG-NASDAQ-Other
AXA,NASDAQ,Other,2017Q2,0.0,G1ES,0.1994,0,AXA-G1ES-NASDAQ-Other
AXA,NASDAQ,Other,2017Q2,0.0,SGMA,0.3206,0,AXA-SGMA-NASDAQ-Other
AXA,NASDAQ,Other,2017Q2,0.0,VRTU,0.1113,0,AXA-VRTU-NASDAQ-Other
AXA,NASDAQ,Other,2017Q3,0.0,CDRG,0.2874,0,AXA-CDRG-NASDAQ-Other
AXA,NASDAQ,Other,2017Q3,0.0,G1ES,0.2006,0,AXA-G1ES-NASDAQ-Other
AXA,NASDAQ,Other,2017Q3,0.0,SGMA,0.2865,0,AXA-SGMA-NASDAQ-Other
AXA,NASDAQ,Other,2017Q3,0.0,UBSS,0.0388,0,AXA-UBSS-NASDAQ-Other
AXA,NASDAQ,Other,2017Q3,0.0,VRTU,0.1057,0,AXA-VRTU-NASDAQ-Other
AXA,NASDAQ,Total,2014Q1,0.0,CDRG,0.2996,0,AXA-CDRG-NASDAQ-Total
AXA,NASDAQ,Total,2014Q1,0.0,FBCO,0.0912,0,AXA-FBCO-NASDAQ-Total
AXA,NASDAQ,Total,2014Q1,0.0,G1ES,0.0578,0,AXA-G1ES-NASDAQ-Total
AXA,NASDAQ,Total,2014Q2,0.0,CDRG,0.3218,0,AXA-CDRG-NASDAQ-Total
AXA,NASDAQ,Total,2014Q2,0.0,FBCO,0.0815,0,AXA-FBCO-NASDAQ-Total
AXA,NASDAQ,Total,2014Q2,0.0,G1ES,0.0601,0,AXA-G1ES-NASDAQ-Total
AXA,NASDAQ,Total,2014Q3,0.0,CDRG,0.2798,0,AXA-CDRG-NASDAQ-Total
AXA,NASDAQ,Total,2014Q3,0.0,FBCO,0.0699,0,AXA-FBCO-NASDAQ-Total
AXA,NASDAQ,Total,2014Q3,0.0,G1ES,0.2014,0,AXA-G1ES-NASDAQ-Total
AXA,NASDAQ,Total,2014Q3,0.0,UBSS,0.0529,0,AXA-UBSS-NASDAQ-Total
AXA,NASDAQ,Total,2014Q4,0.0,CDRG,0.2615,0,AXA-CDRG-NASDAQ-Total
AXA,NASDAQ,Total,2014Q4,0.0,FBCO,0.0825,0,AXA-FBCO-NASDAQ-Total
AXA,NASDAQ,Total,2014Q4,0.0,G1ES,0.1593,0,AXA-G1ES-NASDAQ-Total
AXA,NASDAQ,Total,2014Q4,0.0,UBSS,0.0542,0,AXA-UBSS-NASDAQ-Total
AXA,NASDAQ,Total,2015Q1,0.0,CDRG,0.1857,0,AXA-CDRG-NASDAQ-Total
AXA,NASDAQ,Total,2015Q1,0.0,G1ES,0.1785,0,AXA-G1ES-NASDAQ-Total
AXA,NASDAQ,Total,2015Q1,0.0,UBSS,0.055,0,AXA-UBSS-NASDAQ-Total
AXA,NASDAQ,Total,2015Q2,0.0,CDRG,0.1656,0,AXA-CDRG-NASDAQ-Total
AXA,NASDAQ,Total,2015Q2,0.0,G1ES,0.2059,0,AXA-G1ES-NASDAQ-Total
AXA,NASDAQ,Total,2015Q2,0.0,UBSS,0.0576,0,AXA-UBSS-NASDAQ-Total
AXA,NASDAQ,Total,2015Q3,0.0,CDRG,0.1776,0,AXA-CDRG-NASDAQ-Total
AXA,NASDAQ,Total,2015Q3,0.0,G1ES,0.2252,0,AXA-G1ES-NASDAQ-Total
AXA,NASDAQ,Total,2015Q4,0.0,CDRG,0.1797,0,AXA-CDRG-NASDAQ-Total
AXA,NASDAQ,Total,2015Q4,0.0,G1ES,0.2104,0,AXA-G1ES-NASDAQ-Total
AXA,NASDAQ,Total,2016Q1,0.0,CDRG,0.2272,0,AXA-CDRG-NASDAQ-Total
AXA,NASDAQ,Total,2016Q1,0.0,G1ES,0.1865,0,AXA-G1ES-NASDAQ-Total
AXA,NASDAQ,Total,2016Q2,0.0,CDRG,0.1809,0,AXA-CDRG-NASDAQ-Total
AXA,NASDAQ,Total,2016Q2,0.0,G1ES,0.2593,0,AXA-G1ES-NASDAQ-Total
AXA,NASDAQ,Total,2016Q2,0.0,SGMA,0.075,0,AXA-SGMA-NASDAQ-Total
AXA,NASDAQ,Total,2016Q2,0.0,UBSS,0.0422,0,AXA-UBSS-NASDAQ-Total
AXA,NASDAQ,Total,2016Q2,0.0,VRTU,0.1784,0,AXA-VRTU-NASDAQ-Total
AXA,NASDAQ,Total,2016Q3,0.0,CDRG,0.1835,0,AXA-CDRG-NASDAQ-Total
AXA,NASDAQ,Total,2016Q3,0.0,G1ES,0.302,0,AXA-G1ES-NASDAQ-Total
AXA,NASDAQ,Total,2016Q3,0.0,SGMA,0.107,0,AXA-SGMA-NASDAQ-Total
AXA,NASDAQ,Total,2016Q3,0.0,VRTU,0.1751,0,AXA-VRTU-NASDAQ-Total
AXA,NASDAQ,Total,2016Q4,0.0,CDRG,0.1978,0,AXA-CDRG-NASDAQ-Total
AXA,NASDAQ,Total,2016Q4,0.0,G1ES,0.2789,0,AXA-G1ES-NASDAQ-Total
AXA,NASDAQ,Total,2016Q4,0.0,SGMA,0.127,0,AXA-SGMA-NASDAQ-Total
AXA,NASDAQ,Total,2016Q4,0.0,UBSS,0.0509,0,AXA-UBSS-NASDAQ-Total
AXA,NASDAQ,Total,2016Q4,0.0,VRTU,0.1632,0,AXA-VRTU-NASDAQ-Total
AXA,NASDAQ,Total,2017Q1,0.0,CDRG,0.1854,0,AXA-CDRG-NASDAQ-Total
AXA,NASDAQ,Total,2017Q1,0.0,G1ES,0.2938,0,AXA-G1ES-NASDAQ-Total
AXA,NASDAQ,Total,2017Q1,0.0,SGMA,0.2325,0,AXA-SGMA-NASDAQ-Total
AXA,NASDAQ,Total,2017Q1,0.0,VRTU,0.1636,0,AXA-VRTU-NASDAQ-Total
AXA,NASDAQ,Total,2017Q2,0.0,CDRG,0.2396,0,AXA-CDRG-NASDAQ-Total
AXA,NASDAQ,Total,2017Q2,0.0,G1ES,0.255,0,AXA-G1ES-NASDAQ-Total
AXA,NASDAQ,Total,2017Q2,0.0,SGMA,0.2668,0,AXA-SGMA-NASDAQ-Total
AXA,NASDAQ,Total,2017Q2,0.0,VRTU,0.1387,0,AXA-VRTU-NASDAQ-Total
AXA,NASDAQ,Total,2017Q3,0.0,CDRG,0.2805,0,AXA-CDRG-NASDAQ-Total
AXA,NASDAQ,Total,2017Q3,0.0,G1ES,0.2468,0,AXA-G1ES-NASDAQ-Total
AXA,NASDAQ,Total,2017Q3,0.0,SGMA,0.2416,0,AXA-SGMA-NASDAQ-Total
AXA,NASDAQ,Total,2017Q3,0.0,UBSS,0.0436,0,AXA-UBSS-NASDAQ-Total
AXA,NASDAQ,Total,2017Q3,0.0,VRTU,0.1256,0,AXA-VRTU-NASDAQ-Total
AXA,NYSE,Limit,2014Q1,0.0,CDRG,0.1672,0,AXA-CDRG-NYSE-Limit
AXA,NYSE,Limit,2014Q1,0.0,FBCO,0.05,0,AXA-FBCO-NYSE-Limit
AXA,NYSE,Limit,2014Q1,0.0,G1ES,0.0612,0,AXA-G1ES-NYSE-Limit
AXA,NYSE,Limit,2014Q1,0.0,UBSS,0.1231,0,AXA-UBSS-NYSE-Limit
AXA,NYSE,Limit,2014Q2,0.0,CDRG,0.2647,0,AXA-CDRG-NYSE-Limit
AXA,NYSE,Limit,2014Q2,0.0,FBCO,0.0728,0,AXA-FBCO-NYSE-Limit
AXA,NYSE,Limit,2014Q2,0.0,G1ES,0.0737,0,AXA-G1ES-NYSE-Limit
AXA,NYSE,Limit,2014Q2,0.0,UBSS,0.087,0,AXA-UBSS-NYSE-Limit
AXA,NYSE,Limit,2014Q3,0.0,CDRG,0.1126,0,AXA-CDRG-NYSE-Limit
AXA,NYSE,Limit,2014Q3,0.0,FBCO,0.1359,0,AXA-FBCO-NYSE-Limit
AXA,NYSE,Limit,2014Q3,0.0,G1ES,0.1198,0,AXA-G1ES-NYSE-Limit
AXA,NYSE,Limit,2014Q3,0.0,UBSS,0.0852,0,AXA-UBSS-NYSE-Limit
AXA,NYSE,Limit,2014Q4,0.0,CDRG,0.1586,0,AXA-CDRG-NYSE-Limit
AXA,NYSE,Limit,2014Q4,0.0,FBCO,0.1838,0,AXA-FBCO-NYSE-Limit
AXA,NYSE,Limit,2014Q4,0.0,G1ES,0.0803,0,AXA-G1ES-NYSE-Limit
AXA,NYSE,Limit,2014Q4,0.0,UBSS,0.1266,0,AXA-UBSS-NYSE-Limit
AXA,NYSE,Limit,2015Q1,0.0,CDRG,0.2018,0,AXA-CDRG-NYSE-Limit
AXA,NYSE,Limit,2015Q1,0.0,G1ES,0.1588,0,AXA-G1ES-NYSE-Limit
AXA,NYSE,Limit,2015Q1,0.0,UBSS,0.1257,0,AXA-UBSS-NYSE-Limit
AXA,NYSE,Limit,2015Q2,0.0,CDRG,0.2256,0,AXA-CDRG-NYSE-Limit
AXA,NYSE,Limit,2015Q2,0.0,G1ES,0.135,0,AXA-G1ES-NYSE-Limit
AXA,NYSE,Limit,2015Q2,0.0,UBSS,0.1761,0,AXA-UBSS-NYSE-Limit
AXA,NYSE,Limit,2015Q3,0.0,CDRG,0.1776,0,AXA-CDRG-NYSE-Limit
AXA,NYSE,Limit,2015Q3,0.0,G1ES,0.1361,0,AXA-G1ES-NYSE-Limit
AXA,NYSE,Limit,2015Q3,0.0,UBSS,0.1402,0,AXA-UBSS-NYSE-Limit
AXA,NYSE,Limit,2015Q4,0.0,CDRG,0.1605,0,AXA-CDRG-NYSE-Limit
AXA,NYSE,Limit,2015Q4,0.0,G1ES,0.1597,0,AXA-G1ES-NYSE-Limit
AXA,NYSE,Limit,2015Q4,0.0,UBSS,0.1574,0,AXA-UBSS-NYSE-Limit
AXA,NYSE,Limit,2016Q1,0.0,CDRG,0.2628,0,AXA-CDRG-NYSE-Limit
AXA,NYSE,Limit,2016Q1,0.0,G1ES,0.0665,0,AXA-G1ES-NYSE-Limit
AXA,NYSE,Limit,2016Q1,0.0,UBSS,0.14800000000000002,0,AXA-UBSS-NYSE-Limit
AXA,NYSE,Limit,2016Q2,0.0,CDRG,0.1807,0,AXA-CDRG-NYSE-Limit
AXA,NYSE,Limit,2016Q2,0.0,G1ES,0.1283,0,AXA-G1ES-NYSE-Limit
AXA,NYSE,Limit,2016Q2,0.0,SGMA,0.0159,0,AXA-SGMA-NYSE-Limit
AXA,NYSE,Limit,2016Q2,0.0,UBSS,0.2048,0,AXA-UBSS-NYSE-Limit
AXA,NYSE,Limit,2016Q2,0.0,VRTU,0.3593,0,AXA-VRTU-NYSE-Limit
AXA,NYSE,Limit,2016Q3,0.0,CDRG,0.2201,0,AXA-CDRG-NYSE-Limit
AXA,NYSE,Limit,2016Q3,0.0,G1ES,0.1396,0,AXA-G1ES-NYSE-Limit
AXA,NYSE,Limit,2016Q3,0.0,UBSS,0.1849,0,AXA-UBSS-NYSE-Limit
AXA,NYSE,Limit,2016Q3,0.0,VRTU,0.4252,0,AXA-VRTU-NYSE-Limit
