MarketCenter,Quarter,Exchange,OrderCode,CoveredOrders,CoveredShares,CancelledShares,MktCtrExecShares,AwayExecShares,ExecShares_0_9,ExecShares_10_29,ExecShares_30_59,ExecShares_60_299,ExecShares_5_30,AvgRealSpread,AvgEffecSpread,PrImpShares,PrImp_AvgAmt,PrImp_AvgT,ATQShares,ATQ_AvgT,OTQShares,OTQ_AvgAmt,OTQ_AvgT,ExecShares,PrImp_TotalT,PrImp_TotalAmt,ATQ_TotalT,OTQ_TotalT,AvgRealSpread_T,AvgEffecSpread_T,PrImp_Pct,ATQ_Pct,OTQ_Pct,OrderType,PrImp_ExpAmt,All_AvgT,MktCtrAvg_PrImp_Pct,Rel_PrImp_Pct,MktCtrAvg_PrImp_AvgT,Rel_PrImp_AvgT,MktCtrAvg_PrImp_ExpAmt,Rel_PrImp_ExpAmt,MktCtrAvg_All_AvgT,Rel_All_AvgT
FBCO,2010Q2,Other,12,2627,425356,29029,392126,1401,390927,200,300,500,900,-0.00578294348291223,0.025995557102816327,27406.0,0.008909855506093555,125.93702109027222,355421.0,1.3919813404385222,10700.0,0.7241000000000002,0.07289719626168224,393527,3451430.0000000005,244.18349999999998,494739.4,780.0,-2275.744400000001,10229.9536,0.06964198136341344,0.9031680164258107,0.02719000221077588,Limit,0.000620499991106074,10.029678776805659,0.355788458992829,-0.2861464776294156,42.63532861334574,83.30169247692649,0.001026212994935834,-0.0004057130038297599,6.9886280473314875,3.041050729474171
FBCO,2010Q2,Other,13,118,16652,1152,14900,400,15200,0,0,0,100,0.031809150326797375,0.0,0.0,,,0.0,,0.0,0.0,,15300,0.0,0.0,0.0,0.0,486.6799999999999,0.0,0.0,0.0,0.0,Other,,0.0,0.0,0.0,,,,,0.0,0.0
FBCO,2010Q2,Other,14,23,3800,233,3167,0,3167,0,0,0,0,0.034941585096305655,0.0,0.0,,,0.0,,0.0,0.0,,3167,0.0,0.0,0.0,0.0,110.66000000000001,0.0,0.0,0.0,0.0,Other,,0.0,0.0,0.0,,,,,0.0,0.0
FBCO,2010Q2,Other,15,8,1590,490,1100,0,1100,0,0,0,0,-0.08454545454545455,0.0,0.0,,,0.0,,0.0,0.0,,1100,0.0,0.0,0.0,0.0,-93.0,0.0,0.0,0.0,0.0,Other,,0.0,0.0,0.0,,,,,0.0,0.0
FBCO,2010Q3,NASDAQ,11,3458,795280,127869,667611,300,667911,0,0,0,0,0.015296313430981074,0.02938888893879573,98895.0,0.015468705192375748,0.036070579907983215,545432.0,0.030146929406415463,23584.0,1.0505000000000002,0.025000000000000005,667911,3567.2,1529.7775999999997,16443.1,589.6000000000001,10216.576000000001,19629.162199999995,0.14806613455984405,0.8166237717300658,0.03531009371009012,Market,0.0022903913844808657,0.03084228287900633,0.5949963564610093,-0.44693022190116527,0.2287072588122604,-0.1926366789042772,0.003203013161942108,-0.0009126217774612423,0.2385563782223167,-0.20771409534331037
FBCO,2010Q3,NASDAQ,12,1564,300788,24680,274682,1326,276008,0,0,0,0,0.017243082084577258,0.07745622880496217,28480.0,0.011569227528089886,0.18062148876404496,227728.0,0.0469178142345254,19800.0,1.9543000000000001,0.0691919191919192,276008,5144.1,329.49159999999995,10684.5,1370.0,4759.2285999999995,21378.5388,0.1031854149155097,0.8250775339845222,0.07173705109996811,Limit,0.0011937755427378915,0.06231196197211675,0.38209448205069824,-0.27890906713518854,0.7342588051244258,-0.5536373163603808,0.001844159678683165,-0.0006503841359452734,3.2065988971277535,-3.1442869351556366
FBCO,2010Q3,NASDAQ,13,78,14094,1263,12500,331,12500,200,0,131,0,0.015860805860805852,0.0,0.0,,,0.0,,0.0,0.0,,12831,0.0,0.0,0.0,0.0,203.50999999999988,0.0,0.0,0.0,0.0,Other,,0.0,0.0,0.0,,,,,0.0,0.0
FBCO,2010Q3,NASDAQ,14,98,20300,400,19700,200,5200,1500,1820,8880,2500,-0.004469346733668341,0.0,0.0,,,0.0,,0.0,0.0,,19900,0.0,0.0,0.0,0.0,-88.93999999999998,0.0,0.0,0.0,0.0,Other,,0.0,0.0,0.0,,,,,0.0,0.0
FBCO,2010Q3,NASDAQ,15,5,1223,100,700,423,700,0,0,423,0,0.5879116651825467,0.0,0.0,,,0.0,,0.0,0.0,,1123,0.0,0.0,0.0,0.0,660.2248,0.0,0.0,0.0,0.0,Other,,0.0,0.0,0.0,,,,,0.0,0.0
FBCO,2010Q3,NYSE,11,2675,616468,100404,516464,400,516864,0,0,0,0,0.013008512103764242,0.012995842426634478,92342.0,0.0034174579281367086,0.04389768469385545,394777.0,0.03178655291468348,29745.0,0.8823000000000003,0.036308623298033284,516864,4053.6,315.57489999999996,12548.6,1080.0,6723.6316000000015,6717.083100000003,0.178658215700842,0.7637927965577018,0.05754898774145616,Market,0.0006105569356736007,0.03421054668152551,0.6338947948799873,-0.45523657917914534,0.23204730280177302,-0.18814961810791758,0.0017535088103470644,-0.0011429518746734636,0.26683010605190954,-0.23261955937038403
FBCO,2010Q3,NYSE,12,747,142287,13389,128973,225,129198,0,0,0,0,0.019469881886716497,0.019848274741095066,10590.0,0.007572304060434374,0.009442870632672332,104008.0,0.039251788323975086,14600.0,0.7276000000000004,0.08150684931506849,129198,100.0,80.19070000000002,4082.5000000000005,1190.0,2515.469799999998,2564.3574000000003,0.08196721311475409,0.8050279416090033,0.11300484527624266,Limit,0.0006206806606913421,0.04158346104428861,0.3696965007404603,-0.2877292876257062,0.5079689450182344,-0.49852607438556207,0.0010825080480831,-0.00046182738739175794,2.296446946568217,-2.2548634855239285
FBCO,2010Q3,NYSE,13,8,1400,500,900,0,900,0,0,0,0,0.0,0.0,0.0,,,0.0,,0.0,0.0,,900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other,,0.0,0.0,0.0,,,,,0.0,0.0
FBCO,2010Q3,NYSE,14,7,800,0,800,0,800,0,0,0,0,-0.021262500000000004,0.0,0.0,,,0.0,,0.0,0.0,,800,0.0,0.0,0.0,0.0,-17.01,0.0,0.0,0.0,0.0,Other,,0.0,0.0,0.0,,,,,0.0,0.0
FBCO,2010Q3,Other,11,3584,781139,123367,657822,2250,660072,0,0,0,0,0.003142085711861735,0.014774036317250237,66378.0,0.005636579890927717,0.062495103799451626,570948.0,0.02652395664754058,22746.0,0.8844000000000003,0.11738327618042733,660072,4148.3,374.1449,15143.8,2670.0,2074.0027999999993,9751.927699999998,0.10056175689924736,0.8649783659964367,0.034459877104315896,Market,0.0005668243767346593,0.033272279387703156,0.6007712055864706,-0.5002094486872232,0.24110596750352054,-0.17861086370406892,0.001850211870133666,-0.0012833874933990065,0.2945182936260174,-0.26124601423831423
FBCO,2010Q3,Other,12,1763,286469,19855,266714,1000,267714,0,0,0,0,-0.018470355678074358,0.023754507422099707,33829.0,0.00858701114428449,0.04759230246238434,224337.0,0.03388027833126056,9548.0,0.7080000000000001,0.031210724759111855,267714,1610.0,290.49,7600.6,298.0,-4944.772799999999,6359.414200000001,0.12636246143272298,0.8379726125641542,0.03566492600312274,Limit,0.0010850758645420111,0.035517754021082204,0.37790237753754813,-0.2515399161048252,0.7543640620060038,-0.7067717595436195,0.0011352069305399063,-5.013106599789522e-05,3.819657842485649,-3.784140088464567
FBCO,2010Q3,Other,13,46,5520,200,5420,0,5320,100,0,0,0,-0.07618597785977858,0.0,0.0,,,0.0,,0.0,0.0,,5420,0.0,0.0,0.0,0.0,-412.92799999999994,0.0,0.0,0.0,0.0,Other,,0.0,0.0,0.0,,,,,0.0,0.0
FBCO,2010Q3,Other,14,4,600,0,300,600,300,0,600,0,0,-0.057777777777777775,0.0,0.0,,,0.0,,0.0,0.0,,900,0.0,0.0,0.0,0.0,-52.0,0.0,0.0,0.0,0.0,Other,,0.0,0.0,0.0,,,,,0.0,0.0
FBCO,2010Q3,Other,15,3,850,300,100,450,100,0,150,0,300,-0.4631090909090909,0.0,0.0,,,0.0,,0.0,0.0,,550,0.0,0.0,0.0,0.0,-254.71,0.0,0.0,0.0,0.0,Other,,0.0,0.0,0.0,,,,,0.0,0.0
FBCO,2010Q4,NASDAQ,11,249,54544,8381,46163,0,46163,0,0,0,0,0.01427186924593289,0.0281055953902476,9315.0,0.004140579710144928,0.05314009661835749,33248.0,0.02212163137632339,3600.0,0.1192,0.030555555555555555,46163,495.0,38.569500000000005,735.5,110.0,658.8323,1297.4386,0.20178497931243636,0.7202304876199553,0.07798453306760826,Market,0.0008355067911530881,0.029038407382535797,0.6350193859366141,-0.4332344066241778,0.16948197538864773,-0.11634187877029024,0.0027806606075961274,-0.0019451538164430393,0.18077912472037036,-0.15174071733783456
FBCO,2010Q4,NASDAQ,12,424,85243,11857,74009,400,74409,0,0,0,0,0.04237906973618782,0.0518156835866629,18793.0,0.0076484808173256,0.05321130208056191,53444.0,0.071648828680488,2172.0,0.37580000000000013,0.04604051565377532,74409,1000.0,143.7379,3829.2000000000003,100.0,3153.384199999999,3855.5532,0.2525635339811044,0.718246448682283,0.029190017336612507,Limit,0.0019317273448104394,0.06624467470332891,0.43303348722058493,-0.1804699532394805,0.40767691210587437,-0.35446561002531246,0.0020170243527045787,-8.529700789413936e-05,4.0012690370791395,-3.9350243623758105
FBCO,2010Q4,NASDAQ,13,14,2842,400,2442,0,1500,542,0,100,0,0.0051619164619164624,0.0,0.0,,,0.0,,0.0,0.0,,2442,0.0,0.0,0.0,0.0,12.605400000000001,0.0,0.0,0.0,0.0,Other,,0.0,0.0,0.0,,,,,0.0,0.0
FBCO,2010Q4,NASDAQ,14,1,335,0,0,100,0,0,0,100,0,-0.01,0.0,0.0,,,0.0,,0.0,0.0,,100,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,Other,,0.0,0.0,0.0,,,,,0.0,0.0
FBCO,2010Q4,NYSE,11,529,125627,15952,107953,2022,109975,0,0,0,0,-0.004080853830416003,0.012562594225960445,24020.0,0.002568900915903414,0.07440882597835136,77766.0,0.06086207339968624,8189.0,0.3255000000000001,0.09927952130907315,109975,1787.2999999999997,61.70500000000001,4733.0,813.0,-448.79189999999994,1381.5712999999998,0.21841327574448738,0.7071243464423733,0.07446237781313934,Market,0.0005610820641054786,0.06668151852693793,0.6571034713569825,-0.43869019561249517,0.1910388516324346,-0.11663002565408323,0.001801226882046185,-0.0012401448179407064,0.20162432453395207,-0.13494280600701414
FBCO,2010Q4,NYSE,12,395,73645,6897,64557,2091,66132,100,100,100,100,0.0007793722242227833,0.024574663905893652,5852.0,0.0059486671223513326,4.495727956254273,55696.0,4.016399741453605,5100.0,0.2492,8.333333333333334,66648,26309.000000000004,34.8116,223697.39999999997,42500.0,51.94360000000006,1637.8522,0.08780458528387948,0.8356739887168407,0.0765214259992798,Limit,0.0005223202496699075,4.3888248709638695,0.37516259530639867,-0.2873580100225192,1.7924113248893079,2.703316631364965,0.0009864765767716927,-0.0004641563271017852,4.593592081346592,-0.20476721038272228
FBCO,2010Q4,NYSE,13,19,2900,700,1900,300,1500,400,100,200,0,-0.10750454545454545,0.0,0.0,,,0.0,,0.0,0.0,,2200,0.0,0.0,0.0,0.0,-236.51,0.0,0.0,0.0,0.0,Other,,0.0,0.0,0.0,,,,,0.0,0.0
FBCO,2010Q4,NYSE,14,9,2200,600,1400,200,1100,0,200,300,0,0.008137499999999999,0.0,0.0,,,0.0,,0.0,0.0,,1600,0.0,0.0,0.0,0.0,13.02,0.0,0.0,0.0,0.0,Other,,0.0,0.0,0.0,,,,,0.0,0.0
FBCO,2010Q4,NYSE,15,3,800,200,0,600,300,300,0,0,0,-0.025000000000000012,0.0,0.0,,,0.0,,0.0,0.0,,600,0.0,0.0,0.0,0.0,-15.000000000000007,0.0,0.0,0.0,0.0,Other,,0.0,0.0,0.0,,,,,0.0,0.0
FBCO,2010Q4,Other,11,287,67932,8557,58175,1400,59575,0,0,0,0,0.027679765002098195,0.017578640369282413,7743.0,0.005814903784063023,0.012914890869172156,48782.0,0.07195276946414661,3050.0,0.1975,0.13114754098360656,59575,100.0,45.024799999999985,3510.0,400.0,1649.022,1047.2474999999997,0.12997062526227443,0.8188334032731851,0.051195971464540496,Market,0.0007557666806546367,0.0673101133025598,0.6132380454727175,-0.4832674202104431,0.16642296258921713,-0.15350807172004496,0.002004605414386148,-0.0012488387337315113,0.24152631736961497,-0.17421620406705518
FBCO,2010Q4,Other,12,1538,218676,17123,206739,2000,208649,0,0,90,0,-0.01984388207282779,0.019247826711826732,30862.0,0.009523874019830214,0.07031300628604757,175277.0,0.09190367247271462,2600.0,0.19000000000000003,0.11538461538461539,208739,2170.0,293.92580000000004,16108.6,300.0,-4142.1921,4017.7721,0.1478497070504314,0.8396945467785129,0.01245574617105572,Limit,0.0014081019838171117,0.08900397146675992,0.3955627305263383,-0.24771302347590687,0.504048501123273,-0.43373549483722545,0.0012489781848746045,0.00015912379894250715,4.244781563278331,-4.155777591811571
FBCO,2010Q4,Other,13,30,4929,919,3560,750,3310,650,0,100,250,-0.054259860788863114,0.0,0.0,,,0.0,,0.0,0.0,,4310,0.0,0.0,0.0,0.0,-233.86,0.0,0.0,0.0,0.0,Other,,0.0,0.0,0.0,,,,,0.0,0.0
FBCO,2010Q4,Other,14,10,2000,500,1500,0,1500,0,0,0,0,4.024666666666667,0.0,0.0,,,0.0,,0.0,0.0,,1500,0.0,0.0,0.0,0.0,6037.0,0.0,0.0,0.0,0.0,Other,,0.0,0.0,0.0,,,,,0.0,0.0
FBCO,2010Q4,Other,15,2,500,0,500,0,200,300,0,0,0,-0.13102,0.0,0.0,,,0.0,,0.0,0.0,,500,0.0,0.0,0.0,0.0,-65.51,0.0,0.0,0.0,0.0,Other,,0.0,0.0,0.0,,,,,0.0,0.0
FBCO,2011Q1,NASDAQ,11,110,23900,3097,20003,0,20003,0,0,0,0,-0.0027363945408188785,0.02917013447982803,4255.0,0.010855464159811984,0.0,14792.0,0.007355327203893997,956.0,0.385,0.0,20003,0.0,46.18999999999999,108.80000000000001,0.0,-54.73610000000002,583.4902000000001,0.21271809228615707,0.7394890766385043,0.0477928310753387,Market,0.002309153626955956,0.005439184122381644,0.6516260724533184,-0.4389079801671613,0.13132272400114664,-0.13132272400114664,0.003443369759634695,-0.001134216132678739,0.16985238472066108,-0.16441320059827944
FBCO,2011Q1,NASDAQ,12,221,42391,4778,32966,1837,34803,0,0,0,0,0.08920430997327816,0.02153397408269402,5300.0,0.007303773584905661,0.11320754716981132,28903.0,0.138130989862644,600.0,0.03,0.16666666666666666,34803,600.0,38.71,3992.3999999999996,100.0,3104.5776,749.4468999999999,0.1522857224951872,0.8304743843921502,0.0172398931126627,Limit,0.0011122604373186222,0.13482745740309743,0.42579851613717873,-0.27351279364199155,0.35693362992417893,-0.2437260827543676,0.0015150725719865526,-0.00040281213466793046,2.4342785002679594,-2.2994510428648622
FBCO,2011Q1,NASDAQ,13,33,7042,6042,100,700,800,0,0,0,0,0.37628749999999994,0.0,0.0,,,0.0,,0.0,0.0,,800,0.0,0.0,0.0,0.0,301.03,0.0,0.0,0.0,0.0,Other,,0.0,0.0,0.0,,,,,0.0,0.0
FBCO,2011Q1,NASDAQ,14,17,3992,3692,200,100,300,0,0,0,0,0.38,0.0,0.0,,,0.0,,0.0,0.0,,300,0.0,0.0,0.0,0.0,114.0,0.0,0.0,0.0,0.0,Other,,0.0,0.0,0.0,,,,,0.0,0.0
FBCO,2011Q1,NASDAQ,15,33,8757,8757,0,0,0,0,0,0,0,,,0.0,,,0.0,,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Other,,,0.0,,,,,,0.0,
FBCO,2011Q1,NYSE,11,198,44201,3906,37346,1773,39119,0,0,0,0,0.00022642449960377241,0.017730435338326644,9885.0,0.0023531512392513908,0.06767830045523521,26684.0,0.1094288712336981,2550.0,0.1642,0.4117647058823529,39119,669.0,23.2609,2920.0,1050.0,8.857499999999973,693.5969,0.25269050844858,0.6821237761701475,0.06518571538127253,Market,0.00059461898310284,0.11858687594263657,0.6824150810236662,-0.4297245725750862,0.14403067088447488,-0.07635237042923967,0.0020342457483985203,-0.0014396267652956804,0.1993590216953357,-0.08077214575269913
FBCO,2011Q1,NYSE,12,154,30528,2573,22475,3080,25255,0,100,0,200,0.028784003130502837,0.044780853062023084,1960.0,0.016871428571428572,0.5979591836734693,21895.0,0.5277460607444622,1700.0,0.2538,42.05882352941177,25555,1172.0,33.068,11554.999999999998,71500.0,735.5752,1144.3746999999998,0.0766973195069458,0.8567794952064175,0.06652318528663667,Limit,0.0012939933476814713,3.295910780669145,0.3830427238608318,-0.306345404353886,0.5335464401825005,0.06441274349096882,0.0011204807521453931,0.00017351259553607815,2.524736963493897,0.771173817175248
FBCO,2011Q1,NYSE,13,5,1035,115,300,100,300,0,0,0,100,-0.115,0.0,0.0,,,0.0,,0.0,0.0,,400,0.0,0.0,0.0,0.0,-46.0,0.0,0.0,0.0,0.0,Other,,0.0,0.0,0.0,,,,,0.0,0.0
FBCO,2011Q1,NYSE,14,8,2510,2010,400,0,200,0,200,0,0,-0.085,0.0,0.0,,,0.0,,0.0,0.0,,400,0.0,0.0,0.0,0.0,-34.0,0.0,0.0,0.0,0.0,Other,,0.0,0.0,0.0,,,,,0.0,0.0
FBCO,2011Q1,NYSE,15,7,2140,1940,100,100,100,0,0,100,0,-0.14,0.0,0.0,,,0.0,,0.0,0.0,,200,0.0,0.0,0.0,0.0,-28.0,0.0,0.0,0.0,0.0,Other,,0.0,0.0,0.0,,,,,0.0,0.0
FBCO,2011Q1,Other,11,131,31442,4031,26452,959,27411,0,0,0,0,0.00612855423005363,0.01841121447594032,3070.0,0.010165928338762214,0.3244299674267101,23791.0,0.13320163086881595,550.0,0.05,0.45454545454545453,27411,996.0,31.2094,3169.0000000000005,250.0,167.98980000000006,504.6698000000001,0.1119988325854584,0.8679362299806647,0.02006493743387691,Market,0.0011385721060887964,0.16106672503739375,0.6214658965656829,-0.5094670639802245,0.27020926407854995,0.05422070334816015,0.0023989409914696373,-0.001260368885380841,0.28468345484232355,-0.1236167298049298
FBCO,2011Q1,Other,12,369,53121,3687,46798,1119,47917,0,0,0,0,-0.00724139240770499,0.016638938163908424,10300.0,0.019932038834951454,0.08349514563106795,35385.0,0.060675427441006076,2232.0,0.07820000000000002,0.05913978494623657,47917,860.0,205.29999999999998,2147.0,132.00000000000003,-346.9858,797.288,0.21495502639981634,0.7384644280735438,0.046580545526639816,Limit,0.004284491933969154,0.06550910950184695,0.4465375042000799,-0.2315824778002636,0.3204623768163198,-0.23696723118525181,0.0021499208187347385,0.002134571115234416,2.070129601420366,-2.0046204919185193
FBCO,2011Q1,Other,13,26,5397,2597,2800,0,2500,0,0,300,0,-0.006049999999999999,0.0,0.0,,,0.0,,0.0,0.0,,2800,0.0,0.0,0.0,0.0,-16.939999999999998,0.0,0.0,0.0,0.0,Other,,0.0,0.0,0.0,,,,,0.0,0.0
FBCO,2011Q1,Other,14,9,1445,745,700,0,500,100,0,100,0,-0.045714285714285714,0.0,0.0,,,0.0,,0.0,0.0,,700,0.0,0.0,0.0,0.0,-32.0,0.0,0.0,0.0,0.0,Other,,0.0,0.0,0.0,,,,,0.0,0.0
FBCO,2011Q1,Other,15,15,4540,4140,0,0,0,0,0,0,0,,,0.0,,,0.0,,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Other,,,0.0,,,,,,0.0,
FBCO,2011Q2,NASDAQ,11,124,30339,6076,24163,0,24163,0,0,0,0,0.025108773744981997,0.026343065844472952,2680.0,0.005650746268656716,0.0,20983.0,0.023047228708954877,500.0,0.05,0.0,24163,0.0,15.143999999999998,483.6000000000002,0.0,606.7033,636.5274999999999,0.11091337996109754,0.8683938252700409,0.020692794768861482,Market,0.0006267433679592765,0.020014071100442832,0.7164489073617861,-0.6055355274006886,0.13008452655549335,-0.13008452655549335,0.002808917417297921,-0.0021821740493386445,0.18958081822624617,-0.16956674712580333
FBCO,2011Q2,NASDAQ,12,249,43401,3108,40093,0,40093,0,0,0,0,0.05261799316588931,0.030845354550669692,6168.0,0.011167315175097276,0.3664072632944228,33525.0,0.034601043997017154,400.0,0.02,0.0,40093,2260.0,68.88,1160.0,0.0,2109.6132000000002,1236.6828,0.15384231661387274,0.8361808794552665,0.009976803930860749,Limit,0.0017180056368942208,0.0853016736088594,0.52546486957452,-0.3716225529606473,0.384548870174213,-0.018141606879790217,0.0014332046612022496,0.0002848009756919712,2.891239481978242,-2.8059378083693827
FBCO,2011Q2,NASDAQ,13,19,4028,1738,1800,0,1800,0,0,0,0,0.14835555555555557,0.0,0.0,,,0.0,,0.0,0.0,,1800,0.0,0.0,0.0,0.0,267.04,0.0,0.0,0.0,0.0,Other,,0.0,0.0,0.0,,,,,0.0,0.0
FBCO,2011Q2,NASDAQ,14,66,10645,4845,5600,0,5600,0,0,0,0,-0.051966071428571424,0.0,0.0,,,0.0,,0.0,0.0,,5600,0.0,0.0,0.0,0.0,-291.01,0.0,0.0,0.0,0.0,Other,,0.0,0.0,0.0,,,,,0.0,0.0
FBCO,2011Q2,NASDAQ,15,16,3545,3545,0,0,0,0,0,0,0,,,0.0,,,0.0,,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Other,,,0.0,,,,,,0.0,
FBCO,2011Q2,NYSE,11,373,92411,18129,74282,0,74282,0,0,0,0,0.02157014619961767,0.01668582698365688,11408.0,0.003525639901823282,0.01770687237026648,59712.0,0.02260182207931404,3162.0,0.1733,0.22137887413029728,74282,202.0,40.2205,1349.6,700.0,1602.2736,1239.4566000000002,0.15357690961471152,0.8038555773942543,0.042567512991034166,Market,0.0005414568805363345,0.030311515575778786,0.7474771402542775,-0.593900230639566,0.16648957960901933,-0.14878270723875286,0.0021617476639594294,-0.001620290783423095,0.21334426368106113,-0.18303274810528233
FBCO,2011Q2,NYSE,12,188,39593,3936,26773,8617,35290,100,0,0,0,0.04644611189601582,0.015843031929923708,2873.0,0.009254925165332406,0.5740341106856944,30817.0,0.38350910211896033,1700.0,0.05,0.17647058823529413,35390,1649.2,26.5894,11818.6,300.0,1643.7278999999999,560.6849000000001,0.08118112461147217,0.8707827069793727,0.04803616840915513,Limit,0.0007513252331166997,0.3890307996609212,0.5053496481178652,-0.424168523506393,0.5042480208137068,0.06978608987198764,0.0008957197616882134,-0.00014439452857151365,1.9560439182458629,-1.5670131185849416
FBCO,2011Q2,NYSE,13,40,7935,2982,1100,3853,4267,0,0,686,0,0.07145061578841107,0.0,0.0,,,0.0,,0.0,0.0,,4953,0.0,0.0,0.0,0.0,353.8949,0.0,0.0,0.0,0.0,Other,,0.0,0.0,0.0,,,,,0.0,0.0
FBCO,2011Q2,NYSE,14,266,63393,32868,2100,28325,20766,6689,1970,1000,0,0.033809469186524235,0.0,0.0,,,0.0,,0.0,0.0,,30425,0.0,0.0,0.0,0.0,1028.6530999999998,0.0,0.0,0.0,0.0,Other,,0.0,0.0,0.0,,,,,0.0,0.0
FBCO,2011Q2,NYSE,15,39,10137,7332,453,1950,1500,600,0,303,0,0.13107781939242613,0.0,0.0,,,0.0,,0.0,0.0,,2403,0.0,0.0,0.0,0.0,314.98,0.0,0.0,0.0,0.0,Other,,0.0,0.0,0.0,,,,,0.0,0.0
FBCO,2011Q2,Other,11,273,59924,11019,48355,550,48905,0,0,0,0,0.18532041304570082,0.04520872916879665,8758.0,0.020972710664535286,0.01712719799040877,38078.0,0.02993854719260466,2069.0,0.19820000000000007,0.09666505558240697,48905,150.0,183.67900000000003,1140.0000000000002,200.00000000000003,9063.094799999999,2210.9329000000002,0.17908189346692568,0.7786115939065535,0.042306512626520805,Market,0.0037558327369389645,0.03046723238932625,0.7424882189139783,-0.5634063254470526,0.16217784340960123,-0.14505064541919246,0.0033878520618400767,0.0003679806750988878,0.24488241859828552,-0.21441518620895927
FBCO,2011Q2,Other,12,256,42777,4451,36597,1129,37226,400,0,0,0,-0.04716786036155436,0.01954493717860362,3952.0,0.005334008097165993,0.0,32067.0,0.0663922412448935,1707.0,0.1375,215.6414762741652,37726,0.0,21.080000000000002,2129.0,368100.0,-1779.4546999999998,737.3523000000001,0.10475534114403859,0.8499973493081694,0.04524730954779197,Limit,0.0005587658378836877,9.81362985739278,0.48650827527658497,-0.3817529341325464,0.26348772492770467,-0.26348772492770467,0.0009081546529125943,-0.0003493888150289066,5.170562370170728,4.643067487222051
FBCO,2011Q2,Other,13,55,11066,5966,4700,0,4700,0,0,0,0,-0.07518936170212766,0.0,0.0,,,0.0,,0.0,0.0,,4700,0.0,0.0,0.0,0.0,-353.39,0.0,0.0,0.0,0.0,Other,,0.0,0.0,0.0,,,,,0.0,0.0
FBCO,2011Q2,Other,14,104,21609,8909,12100,100,11900,0,200,0,0,0.03306803278688525,0.0,0.0,,,0.0,,0.0,0.0,,12200,0.0,0.0,0.0,0.0,403.43000000000006,0.0,0.0,0.0,0.0,Other,,0.0,0.0,0.0,,,,,0.0,0.0
FBCO,2011Q2,Other,15,33,8504,7504,500,100,500,0,0,0,0,-0.7633333333333333,0.0,0.0,,,0.0,,0.0,0.0,,600,0.0,0.0,0.0,0.0,-458.0,0.0,0.0,0.0,0.0,Other,,0.0,0.0,0.0,,,,,0.0,0.0
FBCO,2011Q3,NASDAQ,11,60,16338,1744,10646,4448,14882,0,0,212,0,0.010509891347555315,0.037612548032330724,732.0,0.009262295081967213,0.6325136612021858,13811.0,0.3725219028310767,551.0,0.08000000000000002,62.61524500907441,15094,463.0,6.78,5144.900000000001,34501.0,158.63629999999992,567.7238,0.04849609116205115,0.9149993374850934,0.03650457135285544,Market,0.00044918510666489995,2.657274413674308,0.6885769716042762,-0.6400808804422251,0.24046568124664472,0.3920479799555411,0.005010812650704892,-0.004561627544039992,0.7652857516379504,1.8919886620363573
FBCO,2011Q3,NASDAQ,12,533,117241,5263,69533,42569,110702,1400,0,0,0,0.04559115091612995,0.02135636117107634,3800.0,0.011578947368421053,0.55,106202.0,0.8924803676013634,2100.0,0.1413,3.047619047619047,112102,2090.0,44.0,94783.2,6399.999999999999,5110.859199999999,2394.0908,0.03389770030864748,0.9473693600470999,0.018732939644252555,Limit,0.00039249968778433923,0.9212431535565824,0.5167640415708609,-0.4828663412622134,0.39261899551386875,0.1573810044861313,0.006109613289087677,-0.005717113601303338,2.4066140535850957,-1.4853709000285134
FBCO,2011Q3,NASDAQ,13,62,12054,5104,3700,2900,6100,500,0,0,0,-0.15773333333333334,0.0,0.0,,,0.0,,0.0,0.0,,6600,0.0,0.0,0.0,0.0,-1041.04,0.0,0.0,0.0,0.0,Other,,0.0,0.0,0.0,,,,,0.0,0.0
FBCO,2011Q3,NASDAQ,14,302,74199,44886,4130,24883,26313,2200,200,100,200,0.04520305725019818,0.0,0.0,,,0.0,,0.0,0.0,,29013,0.0,0.0,0.0,0.0,1311.4762999999998,0.0,0.0,0.0,0.0,Other,,0.0,0.0,0.0,,,,,0.0,0.0
FBCO,2011Q3,NASDAQ,15,66,14420,10960,300,2700,1700,600,200,300,200,0.04204,0.0,0.0,,,0.0,,0.0,0.0,,3000,0.0,0.0,0.0,0.0,126.12,0.0,0.0,0.0,0.0,Other,,0.0,0.0,0.0,,,,,0.0,0.0
FBCO,2011Q3,NYSE,11,68,18770,4595,12140,2035,14175,0,0,0,0,0.037482553791887134,0.023319019400352733,968.0,0.008894628099173553,0.24586776859504128,11817.0,0.2072945756114073,1390.0,0.06330000000000001,0.2733812949640288,14175,237.99999999999997,8.61,2449.6,380.0,531.3152000000001,330.5471,0.06828924162257495,0.8336507936507936,0.0980599647266314,Market,0.0006074074074074073,0.21640917107583774,0.7096327934815327,-0.6413435518589577,0.140829651164275,0.10503811743076627,0.0031508994875643066,-0.0025434920801568994,0.15938632925464954,0.05702284182118819
