MarketCenter,Quarter,Exchange,OrderCode,CoveredOrders,CoveredShares,CancelledShares,MktCtrExecShares,AwayExecShares,ExecShares_0_9,ExecShares_10_29,ExecShares_30_59,ExecShares_60_299,ExecShares_5_30,AvgRealSpread,AvgEffecSpread,PrImpShares,PrImp_AvgAmt,PrImp_AvgT,ATQShares,ATQ_AvgT,OTQShares,OTQ_AvgAmt,OTQ_AvgT,ExecShares,PrImp_TotalT,PrImp_TotalAmt,ATQ_TotalT,OTQ_TotalT,AvgRealSpread_T,AvgEffecSpread_T,PrImp_Pct,ATQ_Pct,OTQ_Pct,OrderType,PrImp_ExpAmt,All_AvgT,MktCtrAvg_PrImp_Pct,Rel_PrImp_Pct,MktCtrAvg_PrImp_AvgT,Rel_PrImp_AvgT,MktCtrAvg_PrImp_ExpAmt,Rel_PrImp_ExpAmt,MktCtrAvg_All_AvgT,Rel_All_AvgT,Broker,Rebate,MktShare,Rebate_Dummy,Broker_Size
BNYC,2015 Q3,Other,11,211018,46026456,175,46023945,0,45968958,43073,6133,4510,1271,0.015722893094018777,0.01702402352731822,41839919.0,0.00513718545917835,0.1798564858598316,3629800.0,0.614911372527412,554226.0,16.827499999999972,2.0667446132083294,46023945,7525180.8,214939.42349999998,2232005.3000000003,1145443.5999999996,723629.567,783512.7224999997,0.9090902355284841,0.07886764161568505,0.012042122855830808,Market,0.00467016513903795,0.23689037738942195,0.8994270711281529,0.009663164400331214,1.493260395396282,-1.3134039095364503,0.009162164999961002,-0.004491999860923052,1.6303544734445712,-1.3934640960551492,Bank of the West,0.0,0.0,0,
BNYC,2015 Q3,Other,11,211018,46026456,175,46023945,0,45968958,43073,6133,4510,1271,0.015722893094018777,0.01702402352731822,41839919.0,0.00513718545917835,0.1798564858598316,3629800.0,0.614911372527412,554226.0,16.827499999999972,2.0667446132083294,46023945,7525180.8,214939.42349999998,2232005.3000000003,1145443.5999999996,723629.567,783512.7224999997,0.9090902355284841,0.07886764161568505,0.012042122855830808,Market,0.00467016513903795,0.23689037738942195,0.8994270711281529,0.009663164400331214,1.493260395396282,-1.3134039095364503,0.009162164999961002,-0.004491999860923052,1.6303544734445712,-1.3934640960551492,Insigneo Securities,0.0,0.6518,0,
BNYC,2015 Q3,Other,12,20264,4480288,9717,4470251,0,4449551,9985,2629,4210,2932,0.025900764319497914,0.025543144534837057,3526069.0,0.0006114281654726548,0.4361665639554983,865192.0,5.75742078058974,78990.0,2.9590000000000023,3.7974705658944172,4470251,1537953.4,2155.9378999999985,4981274.3999999985,299962.2,115782.91759999987,114184.2673999999,0.7887854619349115,0.19354438934189602,0.017670148723192503,Limit,0.00048228564794236355,1.5254602034650848,0.5943119944149565,0.19447346751995498,0.1743629073007111,0.2618036566547872,0.002410201323262891,-0.0019279156753205275,1.0446932546572638,0.480766948807821,Bank of the West,0.0,0.0,0,
BNYC,2015 Q3,Other,12,20264,4480288,9717,4470251,0,4449551,9985,2629,4210,2932,0.025900764319497914,0.025543144534837057,3526069.0,0.0006114281654726548,0.4361665639554983,865192.0,5.75742078058974,78990.0,2.9590000000000023,3.7974705658944172,4470251,1537953.4,2155.9378999999985,4981274.3999999985,299962.2,115782.91759999987,114184.2673999999,0.7887854619349115,0.19354438934189602,0.017670148723192503,Limit,0.00048228564794236355,1.5254602034650848,0.5943119944149565,0.19447346751995498,0.1743629073007111,0.2618036566547872,0.002410201323262891,-0.0019279156753205275,1.0446932546572638,0.480766948807821,Insigneo Securities,0.0,0.5188,0,
BNYC,2015 Q4,NASDAQ,11,188374,38932797,8228,38921675,0,38892505,24275,1993,1118,634,0.019662598780756473,0.023496973909781633,35888883.0,0.008959330160818874,0.18915985766400123,2658863.0,0.3063758080051512,373929.0,18.67379999999998,11.860912365716485,38921675,6788735.9999999935,321540.3518999997,814611.3000000003,4435139.1,765301.2793999997,914541.582,0.9220796124524445,0.06831316997534151,0.00960721757221394,Market,0.008261215682521365,0.30930031659737134,0.8974598098470222,0.024619802605422292,0.13226003449236792,0.05689982317163331,0.01452719535821539,-0.006265979675694025,0.3120410991289498,-0.002740782531578445,Insigneo Securities,0.0,0.6814,0,
BNYC,2015 Q4,NASDAQ,11,188374,38932797,8228,38921675,0,38892505,24275,1993,1118,634,0.019662598780756473,0.023496973909781633,35888883.0,0.008959330160818874,0.18915985766400123,2658863.0,0.3063758080051512,373929.0,18.67379999999998,11.860912365716485,38921675,6788735.9999999935,321540.3518999997,814611.3000000003,4435139.1,765301.2793999997,914541.582,0.9220796124524445,0.06831316997534151,0.00960721757221394,Market,0.008261215682521365,0.30930031659737134,0.8974598098470222,0.024619802605422292,0.13226003449236792,0.05689982317163331,0.01452719535821539,-0.006265979675694025,0.3120410991289498,-0.002740782531578445,Bank of the West,,0.0,0,
BNYC,2015 Q4,NASDAQ,12,30429,6498387,21222,6476765,0,6461019,7129,2105,3570,1831,0.028107088724077547,0.035729650064499796,5605448.0,0.0005942409777059728,0.13334730783337917,773543.0,5.0384442752374445,97774.0,4.054800000000002,21.28028514738069,6476765,747471.3999999997,3330.98689999999,3897453.299999999,2080658.5999999999,182043.0085000001,231412.54700000002,0.8654703389732374,0.11943354436975867,0.015096116657003921,Limit,0.0005142979404069763,1.0384170646920179,0.6596482220067906,0.2058221169664468,0.10368614708804001,0.029661160745339157,0.0062220107657186404,-0.005707712825311664,0.7901829342262525,0.24823413046576537,Insigneo Securities,0.0,0.4406,0,
BNYC,2015 Q4,NASDAQ,12,30429,6498387,21222,6476765,0,6461019,7129,2105,3570,1831,0.028107088724077547,0.035729650064499796,5605448.0,0.0005942409777059728,0.13334730783337917,773543.0,5.0384442752374445,97774.0,4.054800000000002,21.28028514738069,6476765,747471.3999999997,3330.98689999999,3897453.299999999,2080658.5999999999,182043.0085000001,231412.54700000002,0.8654703389732374,0.11943354436975867,0.015096116657003921,Limit,0.0005142979404069763,1.0384170646920179,0.6596482220067906,0.2058221169664468,0.10368614708804001,0.029661160745339157,0.0062220107657186404,-0.005707712825311664,0.7901829342262525,0.24823413046576537,Bank of the West,,0.0,0,
BNYC,2015 Q4,NYSE,11,335938,70066834,2799,70060293,0,70017061,36499,3305,2378,1050,0.010043435276526753,0.012927674092085228,65661581.0,0.006247094913843151,0.13602823544562528,3881298.0,0.295896836573744,517414.0,16.143399999999975,1.2289278991291306,70060293,8931828.999999996,410194.1287000001,1148463.7999999993,635864.5,703646.0182000003,905716.6347,0.9372153353683519,0.05539939720206423,0.00738526742958383,Market,0.005854873154755434,0.1529562158696652,0.9194407080285526,0.017774627339799287,0.556826828009072,-0.42079859256344676,0.008307812218091258,-0.002452939063335824,0.744025198563588,-0.5910689826939227,Insigneo Securities,0.0,0.6366,0,
BNYC,2015 Q4,NYSE,11,335938,70066834,2799,70060293,0,70017061,36499,3305,2378,1050,0.010043435276526753,0.012927674092085228,65661581.0,0.006247094913843151,0.13602823544562528,3881298.0,0.295896836573744,517414.0,16.143399999999975,1.2289278991291306,70060293,8931828.999999996,410194.1287000001,1148463.7999999993,635864.5,703646.0182000003,905716.6347,0.9372153353683519,0.05539939720206423,0.00738526742958383,Market,0.005854873154755434,0.1529562158696652,0.9194407080285526,0.017774627339799287,0.556826828009072,-0.42079859256344676,0.008307812218091258,-0.002452939063335824,0.744025198563588,-0.5910689826939227,Bank of the West,,0.0,0,
BNYC,2015 Q4,NYSE,12,33759,7263016,12854,7249581,0,7227484,12303,3051,5262,1130,0.019581640966560676,0.02393756792289099,6182979.0,0.00047511361432733216,0.1441559643013505,981353.0,2.7575341390916432,85249.0,4.3747000000000025,5.790489037994581,7249581,891313.2999999998,2937.617499999994,2706114.4000000013,493633.4,141958.6922999999,173537.33759999997,0.8528739798893205,0.13536685775357224,0.011759162357107259,Limit,0.0004052120391509514,0.5643169032803415,0.6403471661536854,0.2125268137356351,0.07577568244469048,0.06838028185666002,0.0037458054771853755,-0.003340593438034424,0.6717393156456578,-0.10742241236531636,Insigneo Securities,0.0,0.4807,0,
BNYC,2015 Q4,NYSE,12,33759,7263016,12854,7249581,0,7227484,12303,3051,5262,1130,0.019581640966560676,0.02393756792289099,6182979.0,0.00047511361432733216,0.1441559643013505,981353.0,2.7575341390916432,85249.0,4.3747000000000025,5.790489037994581,7249581,891313.2999999998,2937.617499999994,2706114.4000000013,493633.4,141958.6922999999,173537.33759999997,0.8528739798893205,0.13536685775357224,0.011759162357107259,Limit,0.0004052120391509514,0.5643169032803415,0.6403471661536854,0.2125268137356351,0.07577568244469048,0.06838028185666002,0.0037458054771853755,-0.003340593438034424,0.6717393156456578,-0.10742241236531636,Bank of the West,,0.0,0,
BNYC,2015 Q4,Other,11,216149,47523581,2858,47517994,0,47486502,27466,1701,2214,111,0.01288142452730643,0.014327998035859844,43516768.0,0.0066411996497534,0.1411502366168369,3584940.0,0.3949601388028808,416286.0,14.038999999999977,0.779317344325776,47517994,6142402.099999996,289003.54439999996,1415908.3999999994,324418.9,612099.4533999998,680837.7246999999,0.9157955615718963,0.07544384133724163,0.008760597090862042,Market,0.0060819811627569964,0.16588935551446038,0.9005473181310638,0.015248243440832532,0.6607342238705216,-0.5195839872536847,0.008985239574553092,-0.002903258411796095,1.1039047340320733,-0.938015378517613,Deutsche,1.0,0.5104,1,20450085061.0
BNYC,2015 Q4,Other,11,216149,47523581,2858,47517994,0,47486502,27466,1701,2214,111,0.01288142452730643,0.014327998035859844,43516768.0,0.0066411996497534,0.1411502366168369,3584940.0,0.3949601388028808,416286.0,14.038999999999977,0.779317344325776,47517994,6142402.099999996,289003.54439999996,1415908.3999999994,324418.9,612099.4533999998,680837.7246999999,0.9157955615718963,0.07544384133724163,0.008760597090862042,Market,0.0060819811627569964,0.16588935551446038,0.9005473181310638,0.015248243440832532,0.6607342238705216,-0.5195839872536847,0.008985239574553092,-0.002903258411796095,1.1039047340320733,-0.938015378517613,Insigneo Securities,0.0,0.6187,0,
BNYC,2015 Q4,Other,11,216149,47523581,2858,47517994,0,47486502,27466,1701,2214,111,0.01288142452730643,0.014327998035859844,43516768.0,0.0066411996497534,0.1411502366168369,3584940.0,0.3949601388028808,416286.0,14.038999999999977,0.779317344325776,47517994,6142402.099999996,289003.54439999996,1415908.3999999994,324418.9,612099.4533999998,680837.7246999999,0.9157955615718963,0.07544384133724163,0.008760597090862042,Market,0.0060819811627569964,0.16588935551446038,0.9005473181310638,0.015248243440832532,0.6607342238705216,-0.5195839872536847,0.008985239574553092,-0.002903258411796095,1.1039047340320733,-0.938015378517613,Bank of the West,,0.0,0,
BNYC,2015 Q4,Other,12,21880,4882235,12009,4867174,0,4850762,7673,3574,2982,1862,0.021492767630662053,0.026845309886188568,3986623.0,0.0005819293422026604,0.22331880892675332,819175.0,3.9440427259132678,61376.0,3.1313000000000017,7.258159541188739,4867174,890287.9000000001,2319.9328999999966,3230861.200000001,445476.80000000005,104609.03979999994,130660.79429999995,0.8190837229160084,0.1683060848040362,0.012610192279955473,Limit,0.00047664885208541897,0.9382499783241777,0.6552565490314538,0.1638271738845546,0.11776188954088736,0.10555691938586596,0.0031195782356254055,-0.0026429293835399867,0.6926009194316064,0.24564905889257127,Deutsche,1.0,0.0,1,20450085061.0
BNYC,2015 Q4,Other,12,21880,4882235,12009,4867174,0,4850762,7673,3574,2982,1862,0.021492767630662053,0.026845309886188568,3986623.0,0.0005819293422026604,0.22331880892675332,819175.0,3.9440427259132678,61376.0,3.1313000000000017,7.258159541188739,4867174,890287.9000000001,2319.9328999999966,3230861.200000001,445476.80000000005,104609.03979999994,130660.79429999995,0.8190837229160084,0.1683060848040362,0.012610192279955473,Limit,0.00047664885208541897,0.9382499783241777,0.6552565490314538,0.1638271738845546,0.11776188954088736,0.10555691938586596,0.0031195782356254055,-0.0026429293835399867,0.6926009194316064,0.24564905889257127,Insigneo Securities,0.0,0.4292,0,
BNYC,2015 Q4,Other,12,21880,4882235,12009,4867174,0,4850762,7673,3574,2982,1862,0.021492767630662053,0.026845309886188568,3986623.0,0.0005819293422026604,0.22331880892675332,819175.0,3.9440427259132678,61376.0,3.1313000000000017,7.258159541188739,4867174,890287.9000000001,2319.9328999999966,3230861.200000001,445476.80000000005,104609.03979999994,130660.79429999995,0.8190837229160084,0.1683060848040362,0.012610192279955473,Limit,0.00047664885208541897,0.9382499783241777,0.6552565490314538,0.1638271738845546,0.11776188954088736,0.10555691938586596,0.0031195782356254055,-0.0026429293835399867,0.6926009194316064,0.24564905889257127,Bank of the West,,0.0,0,
BNYC,2016 Q1,NASDAQ,11,201038,40919980,7583,40909725,0,40877892,30383,797,300,353,0.016417472603396863,0.0201567847962801,36004827.0,0.011806384521719821,0.1643362652457683,4339482.0,0.2599400573616851,565416.0,23.410499999999963,0.9817394626257481,40909725,5916898.800000001,425086.83219999995,1128005.2,555091.2,671634.2893999998,824608.5229,0.8801043517158817,0.10607458251063775,0.013821065773480511,Market,0.010390850395596644,0.18577478093533997,0.9074263999944089,-0.027322048278527133,1.1226268971016682,-0.9582906318558999,0.01882623325990462,-0.008435382864307976,1.2500935890650549,-1.0643188081297148,Bank of the West,0.0,0.9038,0,
