MarketCenter,Quarter,Exchange,OrderCode,CoveredOrders,CoveredShares,CancelledShares,MktCtrExecShares,AwayExecShares,ExecShares_0_9,ExecShares_10_29,ExecShares_30_59,ExecShares_60_299,ExecShares_5_30,AvgRealSpread,AvgEffecSpread,PrImpShares,PrImp_AvgAmt,PrImp_AvgT,ATQShares,ATQ_AvgT,OTQShares,OTQ_AvgAmt,OTQ_AvgT,ExecShares,PrImp_TotalT,PrImp_TotalAmt,ATQ_TotalT,OTQ_TotalT,AvgRealSpread_T,AvgEffecSpread_T,PrImp_Pct,ATQ_Pct,OTQ_Pct,OrderType,PrImp_ExpAmt,All_AvgT,MktCtrAvg_PrImp_Pct,Rel_PrImp_Pct,MktCtrAvg_PrImp_AvgT,Rel_PrImp_AvgT,MktCtrAvg_PrImp_ExpAmt,Rel_PrImp_ExpAmt,MktCtrAvg_All_AvgT,Rel_All_AvgT,Broker,Rebate,MktShare,Rebate_Dummy,Broker_Size
FBCO,2014 Q2,NASDAQ,12,25332,5034516,52956,4846890,134473,4968403,4737,2432,3616,1717,0.02486653002401149,0.03490040585277563,1179726.0,0.007817911786296138,0.10781495025116,3694753.0,0.7456341195203035,106884.0,6.2734,11.027171513042179,4981363,127192.09999999999,9222.993799999997,2754933.9,1178628.2000000002,123869.21259999994,173851.59039999996,0.23682795251018646,0.7417152694955176,0.021456777994295937,Limit,0.0018515000412537687,0.8151893768833952,0.49396211380807364,-0.2571341612978872,0.2485057174196277,-0.1406907671684677,0.007277489430718091,-0.005425989389464323,1.4391804254351972,-0.623991048551802,Barclays Capital,1.0,0.0,1,23958268691.0
FBCO,2014 Q2,NASDAQ,12,25332,5034516,52956,4846890,134473,4968403,4737,2432,3616,1717,0.02486653002401149,0.03490040585277563,1179726.0,0.007817911786296138,0.10781495025116,3694753.0,0.7456341195203035,106884.0,6.2734,11.027171513042179,4981363,127192.09999999999,9222.993799999997,2754933.9,1178628.2000000002,123869.21259999994,173851.59039999996,0.23682795251018646,0.7417152694955176,0.021456777994295937,Limit,0.0018515000412537687,0.8151893768833952,0.49396211380807364,-0.2571341612978872,0.2485057174196277,-0.1406907671684677,0.007277489430718091,-0.005425989389464323,1.4391804254351972,-0.623991048551802,Boenning Scattergood,1.0,0.0663,1,262115.0
FBCO,2014 Q2,NASDAQ,12,25332,5034516,52956,4846890,134473,4968403,4737,2432,3616,1717,0.02486653002401149,0.03490040585277563,1179726.0,0.007817911786296138,0.10781495025116,3694753.0,0.7456341195203035,106884.0,6.2734,11.027171513042179,4981363,127192.09999999999,9222.993799999997,2754933.9,1178628.2000000002,123869.21259999994,173851.59039999996,0.23682795251018646,0.7417152694955176,0.021456777994295937,Limit,0.0018515000412537687,0.8151893768833952,0.49396211380807364,-0.2571341612978872,0.2485057174196277,-0.1406907671684677,0.007277489430718091,-0.005425989389464323,1.4391804254351972,-0.623991048551802,Credit Suisse,1.0,0.9936,1,32667205103.0
FBCO,2014 Q2,NASDAQ,12,25332,5034516,52956,4846890,134473,4968403,4737,2432,3616,1717,0.02486653002401149,0.03490040585277563,1179726.0,0.007817911786296138,0.10781495025116,3694753.0,0.7456341195203035,106884.0,6.2734,11.027171513042179,4981363,127192.09999999999,9222.993799999997,2754933.9,1178628.2000000002,123869.21259999994,173851.59039999996,0.23682795251018646,0.7417152694955176,0.021456777994295937,Limit,0.0018515000412537687,0.8151893768833952,0.49396211380807364,-0.2571341612978872,0.2485057174196277,-0.1406907671684677,0.007277489430718091,-0.005425989389464323,1.4391804254351972,-0.623991048551802,Deutsche,1.0,0.0314,1,20450085061.0
FBCO,2014 Q2,NASDAQ,12,25332,5034516,52956,4846890,134473,4968403,4737,2432,3616,1717,0.02486653002401149,0.03490040585277563,1179726.0,0.007817911786296138,0.10781495025116,3694753.0,0.7456341195203035,106884.0,6.2734,11.027171513042179,4981363,127192.09999999999,9222.993799999997,2754933.9,1178628.2000000002,123869.21259999994,173851.59039999996,0.23682795251018646,0.7417152694955176,0.021456777994295937,Limit,0.0018515000412537687,0.8151893768833952,0.49396211380807364,-0.2571341612978872,0.2485057174196277,-0.1406907671684677,0.007277489430718091,-0.005425989389464323,1.4391804254351972,-0.623991048551802,Evercore Group,1.0,0.0,1,
FBCO,2014 Q2,NASDAQ,12,25332,5034516,52956,4846890,134473,4968403,4737,2432,3616,1717,0.02486653002401149,0.03490040585277563,1179726.0,0.007817911786296138,0.10781495025116,3694753.0,0.7456341195203035,106884.0,6.2734,11.027171513042179,4981363,127192.09999999999,9222.993799999997,2754933.9,1178628.2000000002,123869.21259999994,173851.59039999996,0.23682795251018646,0.7417152694955176,0.021456777994295937,Limit,0.0018515000412537687,0.8151893768833952,0.49396211380807364,-0.2571341612978872,0.2485057174196277,-0.1406907671684677,0.007277489430718091,-0.005425989389464323,1.4391804254351972,-0.623991048551802,INTL FCStone,1.0,0.0,1,
FBCO,2014 Q2,NASDAQ,12,25332,5034516,52956,4846890,134473,4968403,4737,2432,3616,1717,0.02486653002401149,0.03490040585277563,1179726.0,0.007817911786296138,0.10781495025116,3694753.0,0.7456341195203035,106884.0,6.2734,11.027171513042179,4981363,127192.09999999999,9222.993799999997,2754933.9,1178628.2000000002,123869.21259999994,173851.59039999996,0.23682795251018646,0.7417152694955176,0.021456777994295937,Limit,0.0018515000412537687,0.8151893768833952,0.49396211380807364,-0.2571341612978872,0.2485057174196277,-0.1406907671684677,0.007277489430718091,-0.005425989389464323,1.4391804254351972,-0.623991048551802,LPL,0.0,0.0815,0,112766.0
FBCO,2014 Q2,NASDAQ,12,25332,5034516,52956,4846890,134473,4968403,4737,2432,3616,1717,0.02486653002401149,0.03490040585277563,1179726.0,0.007817911786296138,0.10781495025116,3694753.0,0.7456341195203035,106884.0,6.2734,11.027171513042179,4981363,127192.09999999999,9222.993799999997,2754933.9,1178628.2000000002,123869.21259999994,173851.59039999996,0.23682795251018646,0.7417152694955176,0.021456777994295937,Limit,0.0018515000412537687,0.8151893768833952,0.49396211380807364,-0.2571341612978872,0.2485057174196277,-0.1406907671684677,0.007277489430718091,-0.005425989389464323,1.4391804254351972,-0.623991048551802,Lightspeed Trading,1.0,0.0779,1,
FBCO,2014 Q2,NYSE,11,204207,41726484,4467,41335634,385885,41718784,1285,400,450,474,0.009193338516749597,0.012682188754920455,36458774.0,0.006342008535448837,0.022882242282749272,4722308.0,0.18732964897672919,540437.0,20.65199999999995,0.34156580693031746,41721519,834258.4999999999,231221.85590000014,884628.3,184594.8,383560.0476000001,529120.1791000001,0.8738601775261347,0.1131863871015818,0.012953435372283545,Market,0.005542028704659582,0.04562349707353656,0.9300808639672721,-0.056220686441137424,0.012263919816239659,0.010618322466509613,0.006014146509945519,-0.0004721178052859371,0.02485458279593239,0.020768914277604168,AXA,0.0,0.0888,0,9999999.0
FBCO,2014 Q2,NYSE,11,204207,41726484,4467,41335634,385885,41718784,1285,400,450,474,0.009193338516749597,0.012682188754920455,36458774.0,0.006342008535448837,0.022882242282749272,4722308.0,0.18732964897672919,540437.0,20.65199999999995,0.34156580693031746,41721519,834258.4999999999,231221.85590000014,884628.3,184594.8,383560.0476000001,529120.1791000001,0.8738601775261347,0.1131863871015818,0.012953435372283545,Market,0.005542028704659582,0.04562349707353656,0.9300808639672721,-0.056220686441137424,0.012263919816239659,0.010618322466509613,0.006014146509945519,-0.0004721178052859371,0.02485458279593239,0.020768914277604168,BMO Capital,0.0,0.0,0,
FBCO,2014 Q2,NYSE,11,204207,41726484,4467,41335634,385885,41718784,1285,400,450,474,0.009193338516749597,0.012682188754920455,36458774.0,0.006342008535448837,0.022882242282749272,4722308.0,0.18732964897672919,540437.0,20.65199999999995,0.34156580693031746,41721519,834258.4999999999,231221.85590000014,884628.3,184594.8,383560.0476000001,529120.1791000001,0.8738601775261347,0.1131863871015818,0.012953435372283545,Market,0.005542028704659582,0.04562349707353656,0.9300808639672721,-0.056220686441137424,0.012263919816239659,0.010618322466509613,0.006014146509945519,-0.0004721178052859371,0.02485458279593239,0.020768914277604168,Barclays Capital,1.0,0.0,1,23958268691.0
FBCO,2014 Q2,NYSE,11,204207,41726484,4467,41335634,385885,41718784,1285,400,450,474,0.009193338516749597,0.012682188754920455,36458774.0,0.006342008535448837,0.022882242282749272,4722308.0,0.18732964897672919,540437.0,20.65199999999995,0.34156580693031746,41721519,834258.4999999999,231221.85590000014,884628.3,184594.8,383560.0476000001,529120.1791000001,0.8738601775261347,0.1131863871015818,0.012953435372283545,Market,0.005542028704659582,0.04562349707353656,0.9300808639672721,-0.056220686441137424,0.012263919816239659,0.010618322466509613,0.006014146509945519,-0.0004721178052859371,0.02485458279593239,0.020768914277604168,Boenning Scattergood,1.0,0.095,1,262115.0
FBCO,2014 Q2,NYSE,11,204207,41726484,4467,41335634,385885,41718784,1285,400,450,474,0.009193338516749597,0.012682188754920455,36458774.0,0.006342008535448837,0.022882242282749272,4722308.0,0.18732964897672919,540437.0,20.65199999999995,0.34156580693031746,41721519,834258.4999999999,231221.85590000014,884628.3,184594.8,383560.0476000001,529120.1791000001,0.8738601775261347,0.1131863871015818,0.012953435372283545,Market,0.005542028704659582,0.04562349707353656,0.9300808639672721,-0.056220686441137424,0.012263919816239659,0.010618322466509613,0.006014146509945519,-0.0004721178052859371,0.02485458279593239,0.020768914277604168,Credit Suisse,1.0,0.9871,1,32667205103.0
FBCO,2014 Q2,NYSE,11,204207,41726484,4467,41335634,385885,41718784,1285,400,450,474,0.009193338516749597,0.012682188754920455,36458774.0,0.006342008535448837,0.022882242282749272,4722308.0,0.18732964897672919,540437.0,20.65199999999995,0.34156580693031746,41721519,834258.4999999999,231221.85590000014,884628.3,184594.8,383560.0476000001,529120.1791000001,0.8738601775261347,0.1131863871015818,0.012953435372283545,Market,0.005542028704659582,0.04562349707353656,0.9300808639672721,-0.056220686441137424,0.012263919816239659,0.010618322466509613,0.006014146509945519,-0.0004721178052859371,0.02485458279593239,0.020768914277604168,Deutsche,1.0,0.0059,1,20450085061.0
FBCO,2014 Q2,NYSE,11,204207,41726484,4467,41335634,385885,41718784,1285,400,450,474,0.009193338516749597,0.012682188754920455,36458774.0,0.006342008535448837,0.022882242282749272,4722308.0,0.18732964897672919,540437.0,20.65199999999995,0.34156580693031746,41721519,834258.4999999999,231221.85590000014,884628.3,184594.8,383560.0476000001,529120.1791000001,0.8738601775261347,0.1131863871015818,0.012953435372283545,Market,0.005542028704659582,0.04562349707353656,0.9300808639672721,-0.056220686441137424,0.012263919816239659,0.010618322466509613,0.006014146509945519,-0.0004721178052859371,0.02485458279593239,0.020768914277604168,Evercore Group,1.0,0.0,1,
FBCO,2014 Q2,NYSE,11,204207,41726484,4467,41335634,385885,41718784,1285,400,450,474,0.009193338516749597,0.012682188754920455,36458774.0,0.006342008535448837,0.022882242282749272,4722308.0,0.18732964897672919,540437.0,20.65199999999995,0.34156580693031746,41721519,834258.4999999999,231221.85590000014,884628.3,184594.8,383560.0476000001,529120.1791000001,0.8738601775261347,0.1131863871015818,0.012953435372283545,Market,0.005542028704659582,0.04562349707353656,0.9300808639672721,-0.056220686441137424,0.012263919816239659,0.010618322466509613,0.006014146509945519,-0.0004721178052859371,0.02485458279593239,0.020768914277604168,INTL FCStone,1.0,0.0,1,
FBCO,2014 Q2,NYSE,11,204207,41726484,4467,41335634,385885,41718784,1285,400,450,474,0.009193338516749597,0.012682188754920455,36458774.0,0.006342008535448837,0.022882242282749272,4722308.0,0.18732964897672919,540437.0,20.65199999999995,0.34156580693031746,41721519,834258.4999999999,231221.85590000014,884628.3,184594.8,383560.0476000001,529120.1791000001,0.8738601775261347,0.1131863871015818,0.012953435372283545,Market,0.005542028704659582,0.04562349707353656,0.9300808639672721,-0.056220686441137424,0.012263919816239659,0.010618322466509613,0.006014146509945519,-0.0004721178052859371,0.02485458279593239,0.020768914277604168,LPL,0.0,0.0805,0,112766.0
FBCO,2014 Q2,NYSE,11,204207,41726484,4467,41335634,385885,41718784,1285,400,450,474,0.009193338516749597,0.012682188754920455,36458774.0,0.006342008535448837,0.022882242282749272,4722308.0,0.18732964897672919,540437.0,20.65199999999995,0.34156580693031746,41721519,834258.4999999999,231221.85590000014,884628.3,184594.8,383560.0476000001,529120.1791000001,0.8738601775261347,0.1131863871015818,0.012953435372283545,Market,0.005542028704659582,0.04562349707353656,0.9300808639672721,-0.056220686441137424,0.012263919816239659,0.010618322466509613,0.006014146509945519,-0.0004721178052859371,0.02485458279593239,0.020768914277604168,Lightspeed Trading,1.0,0.4848,1,
FBCO,2014 Q2,NYSE,11,204207,41726484,4467,41335634,385885,41718784,1285,400,450,474,0.009193338516749597,0.012682188754920455,36458774.0,0.006342008535448837,0.022882242282749272,4722308.0,0.18732964897672919,540437.0,20.65199999999995,0.34156580693031746,41721519,834258.4999999999,231221.85590000014,884628.3,184594.8,383560.0476000001,529120.1791000001,0.8738601775261347,0.1131863871015818,0.012953435372283545,Market,0.005542028704659582,0.04562349707353656,0.9300808639672721,-0.056220686441137424,0.012263919816239659,0.010618322466509613,0.006014146509945519,-0.0004721178052859371,0.02485458279593239,0.020768914277604168,Edward Jones,,0.0,0,354210.0
FBCO,2014 Q2,NYSE,11,204207,41726484,4467,41335634,385885,41718784,1285,400,450,474,0.009193338516749597,0.012682188754920455,36458774.0,0.006342008535448837,0.022882242282749272,4722308.0,0.18732964897672919,540437.0,20.65199999999995,0.34156580693031746,41721519,834258.4999999999,231221.85590000014,884628.3,184594.8,383560.0476000001,529120.1791000001,0.8738601775261347,0.1131863871015818,0.012953435372283545,Market,0.005542028704659582,0.04562349707353656,0.9300808639672721,-0.056220686441137424,0.012263919816239659,0.010618322466509613,0.006014146509945519,-0.0004721178052859371,0.02485458279593239,0.020768914277604168,BTIG,,0.0,1,
FBCO,2014 Q2,NYSE,12,30929,5983780,93679,5309614,578443,5874173,4434,1819,3695,3496,0.014334306291532168,0.022889372011853846,1280858.0,0.004683976443914937,0.16934562613498141,4393186.0,0.6771428981153993,214013.0,6.817599999999993,7.366666978174223,5888057,216907.70000000004,5999.5086999999985,2974814.699999999,1576562.5,84401.21250000002,134773.92710000012,0.21753491856481688,0.7461181167233945,0.036346964711788624,Limit,0.0010189284342865565,0.8098231555842612,0.44856055358774133,-0.23102563502292445,0.3279961858563611,-0.15865055972137967,0.003431698405590849,-0.0024127699713042926,1.554316880239735,-0.7444937246554737,AXA,0.0,0.0728,0,9999999.0
FBCO,2014 Q2,NYSE,12,30929,5983780,93679,5309614,578443,5874173,4434,1819,3695,3496,0.014334306291532168,0.022889372011853846,1280858.0,0.004683976443914937,0.16934562613498141,4393186.0,0.6771428981153993,214013.0,6.817599999999993,7.366666978174223,5888057,216907.70000000004,5999.5086999999985,2974814.699999999,1576562.5,84401.21250000002,134773.92710000012,0.21753491856481688,0.7461181167233945,0.036346964711788624,Limit,0.0010189284342865565,0.8098231555842612,0.44856055358774133,-0.23102563502292445,0.3279961858563611,-0.15865055972137967,0.003431698405590849,-0.0024127699713042926,1.554316880239735,-0.7444937246554737,BMO Capital,0.0,0.0,0,
FBCO,2014 Q2,NYSE,12,30929,5983780,93679,5309614,578443,5874173,4434,1819,3695,3496,0.014334306291532168,0.022889372011853846,1280858.0,0.004683976443914937,0.16934562613498141,4393186.0,0.6771428981153993,214013.0,6.817599999999993,7.366666978174223,5888057,216907.70000000004,5999.5086999999985,2974814.699999999,1576562.5,84401.21250000002,134773.92710000012,0.21753491856481688,0.7461181167233945,0.036346964711788624,Limit,0.0010189284342865565,0.8098231555842612,0.44856055358774133,-0.23102563502292445,0.3279961858563611,-0.15865055972137967,0.003431698405590849,-0.0024127699713042926,1.554316880239735,-0.7444937246554737,Barclays Capital,1.0,0.0,1,23958268691.0
FBCO,2014 Q2,NYSE,12,30929,5983780,93679,5309614,578443,5874173,4434,1819,3695,3496,0.014334306291532168,0.022889372011853846,1280858.0,0.004683976443914937,0.16934562613498141,4393186.0,0.6771428981153993,214013.0,6.817599999999993,7.366666978174223,5888057,216907.70000000004,5999.5086999999985,2974814.699999999,1576562.5,84401.21250000002,134773.92710000012,0.21753491856481688,0.7461181167233945,0.036346964711788624,Limit,0.0010189284342865565,0.8098231555842612,0.44856055358774133,-0.23102563502292445,0.3279961858563611,-0.15865055972137967,0.003431698405590849,-0.0024127699713042926,1.554316880239735,-0.7444937246554737,Boenning Scattergood,1.0,0.0716,1,262115.0
FBCO,2014 Q2,NYSE,12,30929,5983780,93679,5309614,578443,5874173,4434,1819,3695,3496,0.014334306291532168,0.022889372011853846,1280858.0,0.004683976443914937,0.16934562613498141,4393186.0,0.6771428981153993,214013.0,6.817599999999993,7.366666978174223,5888057,216907.70000000004,5999.5086999999985,2974814.699999999,1576562.5,84401.21250000002,134773.92710000012,0.21753491856481688,0.7461181167233945,0.036346964711788624,Limit,0.0010189284342865565,0.8098231555842612,0.44856055358774133,-0.23102563502292445,0.3279961858563611,-0.15865055972137967,0.003431698405590849,-0.0024127699713042926,1.554316880239735,-0.7444937246554737,Credit Suisse,1.0,0.9915,1,32667205103.0
FBCO,2014 Q2,NYSE,12,30929,5983780,93679,5309614,578443,5874173,4434,1819,3695,3496,0.014334306291532168,0.022889372011853846,1280858.0,0.004683976443914937,0.16934562613498141,4393186.0,0.6771428981153993,214013.0,6.817599999999993,7.366666978174223,5888057,216907.70000000004,5999.5086999999985,2974814.699999999,1576562.5,84401.21250000002,134773.92710000012,0.21753491856481688,0.7461181167233945,0.036346964711788624,Limit,0.0010189284342865565,0.8098231555842612,0.44856055358774133,-0.23102563502292445,0.3279961858563611,-0.15865055972137967,0.003431698405590849,-0.0024127699713042926,1.554316880239735,-0.7444937246554737,Deutsche,1.0,0.0303,1,20450085061.0
FBCO,2014 Q2,NYSE,12,30929,5983780,93679,5309614,578443,5874173,4434,1819,3695,3496,0.014334306291532168,0.022889372011853846,1280858.0,0.004683976443914937,0.16934562613498141,4393186.0,0.6771428981153993,214013.0,6.817599999999993,7.366666978174223,5888057,216907.70000000004,5999.5086999999985,2974814.699999999,1576562.5,84401.21250000002,134773.92710000012,0.21753491856481688,0.7461181167233945,0.036346964711788624,Limit,0.0010189284342865565,0.8098231555842612,0.44856055358774133,-0.23102563502292445,0.3279961858563611,-0.15865055972137967,0.003431698405590849,-0.0024127699713042926,1.554316880239735,-0.7444937246554737,Evercore Group,1.0,0.0,1,
FBCO,2014 Q2,NYSE,12,30929,5983780,93679,5309614,578443,5874173,4434,1819,3695,3496,0.014334306291532168,0.022889372011853846,1280858.0,0.004683976443914937,0.16934562613498141,4393186.0,0.6771428981153993,214013.0,6.817599999999993,7.366666978174223,5888057,216907.70000000004,5999.5086999999985,2974814.699999999,1576562.5,84401.21250000002,134773.92710000012,0.21753491856481688,0.7461181167233945,0.036346964711788624,Limit,0.0010189284342865565,0.8098231555842612,0.44856055358774133,-0.23102563502292445,0.3279961858563611,-0.15865055972137967,0.003431698405590849,-0.0024127699713042926,1.554316880239735,-0.7444937246554737,INTL FCStone,1.0,0.0,1,
FBCO,2014 Q2,NYSE,12,30929,5983780,93679,5309614,578443,5874173,4434,1819,3695,3496,0.014334306291532168,0.022889372011853846,1280858.0,0.004683976443914937,0.16934562613498141,4393186.0,0.6771428981153993,214013.0,6.817599999999993,7.366666978174223,5888057,216907.70000000004,5999.5086999999985,2974814.699999999,1576562.5,84401.21250000002,134773.92710000012,0.21753491856481688,0.7461181167233945,0.036346964711788624,Limit,0.0010189284342865565,0.8098231555842612,0.44856055358774133,-0.23102563502292445,0.3279961858563611,-0.15865055972137967,0.003431698405590849,-0.0024127699713042926,1.554316880239735,-0.7444937246554737,LPL,0.0,0.0441,0,112766.0
FBCO,2014 Q2,NYSE,12,30929,5983780,93679,5309614,578443,5874173,4434,1819,3695,3496,0.014334306291532168,0.022889372011853846,1280858.0,0.004683976443914937,0.16934562613498141,4393186.0,0.6771428981153993,214013.0,6.817599999999993,7.366666978174223,5888057,216907.70000000004,5999.5086999999985,2974814.699999999,1576562.5,84401.21250000002,134773.92710000012,0.21753491856481688,0.7461181167233945,0.036346964711788624,Limit,0.0010189284342865565,0.8098231555842612,0.44856055358774133,-0.23102563502292445,0.3279961858563611,-0.15865055972137967,0.003431698405590849,-0.0024127699713042926,1.554316880239735,-0.7444937246554737,Lightspeed Trading,1.0,0.1255,1,
FBCO,2014 Q2,NYSE,12,30929,5983780,93679,5309614,578443,5874173,4434,1819,3695,3496,0.014334306291532168,0.022889372011853846,1280858.0,0.004683976443914937,0.16934562613498141,4393186.0,0.6771428981153993,214013.0,6.817599999999993,7.366666978174223,5888057,216907.70000000004,5999.5086999999985,2974814.699999999,1576562.5,84401.21250000002,134773.92710000012,0.21753491856481688,0.7461181167233945,0.036346964711788624,Limit,0.0010189284342865565,0.8098231555842612,0.44856055358774133,-0.23102563502292445,0.3279961858563611,-0.15865055972137967,0.003431698405590849,-0.0024127699713042926,1.554316880239735,-0.7444937246554737,BTIG,,0.0,1,
FBCO,2014 Q2,NYSE,12,30929,5983780,93679,5309614,578443,5874173,4434,1819,3695,3496,0.014334306291532168,0.022889372011853846,1280858.0,0.004683976443914937,0.16934562613498141,4393186.0,0.6771428981153993,214013.0,6.817599999999993,7.366666978174223,5888057,216907.70000000004,5999.5086999999985,2974814.699999999,1576562.5,84401.21250000002,134773.92710000012,0.21753491856481688,0.7461181167233945,0.036346964711788624,Limit,0.0010189284342865565,0.8098231555842612,0.44856055358774133,-0.23102563502292445,0.3279961858563611,-0.15865055972137967,0.003431698405590849,-0.0024127699713042926,1.554316880239735,-0.7444937246554737,Edward Jones,,0.0,0,354210.0
FBCO,2014 Q2,Other,11,102082,21717782,1119,21417884,298929,21702335,9860,935,1545,538,0.011403680001296684,0.015667443072793427,18084114.0,0.008534105336871914,0.47657995299078504,3337807.0,0.13350945695781685,294892.0,15.150399999999973,42.532980209703894,21716813,8618526.199999997,154331.7338000001,445628.79999999976,12542635.6,247651.58609999984,340246.93140000023,0.8327241202472941,0.15369690755268742,0.013578972200018483,Market,0.007106555358744403,0.9949337685967087,0.9095776080821545,-0.07685348783486035,0.13741799214694791,0.3391619608438371,0.0067882767544147,0.00031827860432970256,0.28618820882564017,0.7087455597710686,BMO Capital,0.0,0.0,0,
FBCO,2014 Q2,Other,11,102082,21717782,1119,21417884,298929,21702335,9860,935,1545,538,0.011403680001296684,0.015667443072793427,18084114.0,0.008534105336871914,0.47657995299078504,3337807.0,0.13350945695781685,294892.0,15.150399999999973,42.532980209703894,21716813,8618526.199999997,154331.7338000001,445628.79999999976,12542635.6,247651.58609999984,340246.93140000023,0.8327241202472941,0.15369690755268742,0.013578972200018483,Market,0.007106555358744403,0.9949337685967087,0.9095776080821545,-0.07685348783486035,0.13741799214694791,0.3391619608438371,0.0067882767544147,0.00031827860432970256,0.28618820882564017,0.7087455597710686,Barclays Capital,1.0,0.0,1,23958268691.0
FBCO,2014 Q2,Other,11,102082,21717782,1119,21417884,298929,21702335,9860,935,1545,538,0.011403680001296684,0.015667443072793427,18084114.0,0.008534105336871914,0.47657995299078504,3337807.0,0.13350945695781685,294892.0,15.150399999999973,42.532980209703894,21716813,8618526.199999997,154331.7338000001,445628.79999999976,12542635.6,247651.58609999984,340246.93140000023,0.8327241202472941,0.15369690755268742,0.013578972200018483,Market,0.007106555358744403,0.9949337685967087,0.9095776080821545,-0.07685348783486035,0.13741799214694791,0.3391619608438371,0.0067882767544147,0.00031827860432970256,0.28618820882564017,0.7087455597710686,Boenning Scattergood,1.0,0.0935,1,262115.0
FBCO,2014 Q2,Other,11,102082,21717782,1119,21417884,298929,21702335,9860,935,1545,538,0.011403680001296684,0.015667443072793427,18084114.0,0.008534105336871914,0.47657995299078504,3337807.0,0.13350945695781685,294892.0,15.150399999999973,42.532980209703894,21716813,8618526.199999997,154331.7338000001,445628.79999999976,12542635.6,247651.58609999984,340246.93140000023,0.8327241202472941,0.15369690755268742,0.013578972200018483,Market,0.007106555358744403,0.9949337685967087,0.9095776080821545,-0.07685348783486035,0.13741799214694791,0.3391619608438371,0.0067882767544147,0.00031827860432970256,0.28618820882564017,0.7087455597710686,Credit Suisse,1.0,0.9824,1,32667205103.0
FBCO,2014 Q2,Other,11,102082,21717782,1119,21417884,298929,21702335,9860,935,1545,538,0.011403680001296684,0.015667443072793427,18084114.0,0.008534105336871914,0.47657995299078504,3337807.0,0.13350945695781685,294892.0,15.150399999999973,42.532980209703894,21716813,8618526.199999997,154331.7338000001,445628.79999999976,12542635.6,247651.58609999984,340246.93140000023,0.8327241202472941,0.15369690755268742,0.013578972200018483,Market,0.007106555358744403,0.9949337685967087,0.9095776080821545,-0.07685348783486035,0.13741799214694791,0.3391619608438371,0.0067882767544147,0.00031827860432970256,0.28618820882564017,0.7087455597710686,Deutsche,1.0,0.0,1,20450085061.0
FBCO,2014 Q2,Other,11,102082,21717782,1119,21417884,298929,21702335,9860,935,1545,538,0.011403680001296684,0.015667443072793427,18084114.0,0.008534105336871914,0.47657995299078504,3337807.0,0.13350945695781685,294892.0,15.150399999999973,42.532980209703894,21716813,8618526.199999997,154331.7338000001,445628.79999999976,12542635.6,247651.58609999984,340246.93140000023,0.8327241202472941,0.15369690755268742,0.013578972200018483,Market,0.007106555358744403,0.9949337685967087,0.9095776080821545,-0.07685348783486035,0.13741799214694791,0.3391619608438371,0.0067882767544147,0.00031827860432970256,0.28618820882564017,0.7087455597710686,Evercore Group,1.0,0.0,1,
FBCO,2014 Q2,Other,11,102082,21717782,1119,21417884,298929,21702335,9860,935,1545,538,0.011403680001296684,0.015667443072793427,18084114.0,0.008534105336871914,0.47657995299078504,3337807.0,0.13350945695781685,294892.0,15.150399999999973,42.532980209703894,21716813,8618526.199999997,154331.7338000001,445628.79999999976,12542635.6,247651.58609999984,340246.93140000023,0.8327241202472941,0.15369690755268742,0.013578972200018483,Market,0.007106555358744403,0.9949337685967087,0.9095776080821545,-0.07685348783486035,0.13741799214694791,0.3391619608438371,0.0067882767544147,0.00031827860432970256,0.28618820882564017,0.7087455597710686,INTL FCStone,1.0,0.0,1,
FBCO,2014 Q2,Other,11,102082,21717782,1119,21417884,298929,21702335,9860,935,1545,538,0.011403680001296684,0.015667443072793427,18084114.0,0.008534105336871914,0.47657995299078504,3337807.0,0.13350945695781685,294892.0,15.150399999999973,42.532980209703894,21716813,8618526.199999997,154331.7338000001,445628.79999999976,12542635.6,247651.58609999984,340246.93140000023,0.8327241202472941,0.15369690755268742,0.013578972200018483,Market,0.007106555358744403,0.9949337685967087,0.9095776080821545,-0.07685348783486035,0.13741799214694791,0.3391619608438371,0.0067882767544147,0.00031827860432970256,0.28618820882564017,0.7087455597710686,Lightspeed Trading,1.0,0.406,1,
FBCO,2014 Q2,Other,11,102082,21717782,1119,21417884,298929,21702335,9860,935,1545,538,0.011403680001296684,0.015667443072793427,18084114.0,0.008534105336871914,0.47657995299078504,3337807.0,0.13350945695781685,294892.0,15.150399999999973,42.532980209703894,21716813,8618526.199999997,154331.7338000001,445628.79999999976,12542635.6,247651.58609999984,340246.93140000023,0.8327241202472941,0.15369690755268742,0.013578972200018483,Market,0.007106555358744403,0.9949337685967087,0.9095776080821545,-0.07685348783486035,0.13741799214694791,0.3391619608438371,0.0067882767544147,0.00031827860432970256,0.28618820882564017,0.7087455597710686,Wells Fargo,1.0,0.0,1,
